DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DI1);6(DC1);7(DD1);8(DD2);9(DE1);10(DF1);11(DF2)
2020-04-06 00:00:00;0;1;3;0;0;0;1;0;0;2;0
2020-04-06 00:15:00;0;2;3;0;1;1;3;0;0;0;1
2020-04-06 00:30:00;0;2;1;0;0;0;1;0;0;2;0
2020-04-06 00:45:00;0;1;3;0;0;1;1;0;0;0;0
2020-04-06 01:00:00;0;1;0;0;0;0;0;0;0;1;0
2020-04-06 01:15:00;0;1;0;0;0;0;0;0;0;1;0
2020-04-06 01:30:00;1;0;1;0;1;0;0;0;0;1;1
2020-04-06 01:45:00;0;1;1;1;1;0;0;0;0;0;0
2020-04-06 02:00:00;0;0;1;0;0;0;0;0;1;2;0
2020-04-06 02:15:00;0;0;1;0;0;0;1;1;2;2;0
2020-04-06 02:30:00;0;0;0;0;0;0;0;0;0;1;0
2020-04-06 02:45:00;0;1;0;0;0;0;0;0;0;1;0
2020-04-06 03:00:00;0;0;0;0;0;0;0;2;0;8;0
2020-04-06 03:15:00;0;1;1;0;0;0;0;0;0;1;1
2020-04-06 03:30:00;0;0;0;0;0;0;0;0;0;1;0
2020-04-06 03:45:00;0;0;0;0;0;0;0;0;0;0;0
2020-04-06 04:00:00;0;1;0;0;0;0;0;0;1;5;0
2020-04-06 04:15:00;3;0;1;0;1;0;1;1;1;0;2
2020-04-06 04:30:00;0;0;2;1;1;0;3;0;0;2;2
2020-04-06 04:45:00;0;4;6;0;0;1;0;1;0;2;0
2020-04-06 05:00:00;4;6;5;2;4;2;1;1;1;5;5
2020-04-06 05:15:00;1;6;8;1;2;1;3;0;2;9;2
2020-04-06 05:30:00;1;20;23;2;2;4;4;1;2;10;6
2020-04-06 05:45:00;1;14;8;4;6;3;6;1;2;24;12
2020-04-06 06:00:00;1;11;5;4;3;2;9;3;3;4;5
2020-04-06 06:15:00;4;9;9;4;7;1;9;2;4;11;13
2020-04-06 06:30:00;4;25;16;8;12;5;11;4;5;19;22
2020-04-06 06:45:00;3;27;29;9;10;3;12;5;6;17;17
2020-04-06 07:00:00;5;23;31;9;12;3;12;4;9;13;16
2020-04-06 07:15:00;4;28;25;10;9;8;12;6;12;23;19
2020-04-06 07:30:00;2;30;29;6;8;7;18;4;18;23;12
2020-04-06 07:45:00;4;27;22;12;14;8;16;8;14;22;15
2020-04-06 08:00:00;2;17;26;7;7;8;12;6;13;13;10
2020-04-06 08:15:00;8;18;22;8;11;6;20;6;8;17;13
2020-04-06 08:30:00;1;25;28;10;12;13;16;9;10;14;9
2020-04-06 08:45:00;4;15;26;8;10;9;14;5;11;18;13
2020-04-06 09:00:00;4;12;26;5;8;9;15;6;15;13;18
2020-04-06 09:15:00;2;20;21;8;8;9;9;8;16;16;13
2020-04-06 09:30:00;2;19;26;9;12;11;19;10;11;13;14
2020-04-06 09:45:00;5;28;26;5;6;13;17;7;11;18;12
2020-04-06 10:00:00;4;23;27;5;5;16;16;6;15;11;10
2020-04-06 10:15:00;1;28;20;1;1;13;26;11;22;14;21
2020-04-06 10:30:00;4;30;28;6;9;12;21;9;9;15;16
2020-04-06 10:45:00;4;25;28;8;10;15;18;11;17;19;19
2020-04-06 11:00:00;5;14;29;5;11;13;18;12;16;17;13
2020-04-06 11:15:00;4;15;58;8;11;10;17;10;16;13;21
2020-04-06 11:30:00;5;26;52;8;12;17;17;11;15;13;16
2020-04-06 11:45:00;5;13;47;4;9;19;26;12;6;16;23
2020-04-06 12:00:00;4;22;41;5;8;14;28;17;13;16;19
2020-04-06 12:15:00;4;37;31;7;9;8;22;12;17;16;15
2020-04-06 12:30:00;2;23;36;5;7;10;18;10;14;15;15
2020-04-06 12:45:00;4;14;27;7;11;7;24;12;10;18;15
2020-04-06 13:00:00;4;28;21;9;13;9;33;12;10;7;13
2020-04-06 13:15:00;1;30;39;5;6;9;28;11;12;20;20
2020-04-06 13:30:00;6;20;26;3;8;17;14;14;14;15;19
2020-04-06 13:45:00;4;23;19;5;9;8;19;4;10;18;22
2020-04-06 14:00:00;1;26;31;4;6;10;15;6;17;11;17
2020-04-06 14:15:00;5;29;36;4;7;8;18;11;13;11;20
2020-04-06 14:30:00;11;28;24;4;9;7;21;9;17;16;15
2020-04-06 14:45:00;6;16;17;4;9;12;19;14;11;24;16
2020-04-06 15:00:00;5;27;30;7;10;8;22;13;14;17;17
2020-04-06 15:15:00;1;21;32;7;8;16;17;7;14;16;17
2020-04-06 15:30:00;4;28;35;6;7;11;30;17;21;19;24
2020-04-06 15:45:00;2;25;26;6;9;12;23;14;11;21;21
2020-04-06 16:00:00;3;28;39;5;6;10;21;13;14;14;23
2020-04-06 16:15:00;3;26;34;2;4;11;26;18;14;12;22
2020-04-06 16:30:00;7;20;23;5;9;8;30;13;12;17;21
2020-04-06 16:45:00;4;23;30;3;3;14;26;10;11;14;27
2020-04-06 17:00:00;2;31;31;6;6;11;20;10;10;15;12
2020-04-06 17:15:00;1;18;43;2;4;10;24;17;7;12;18
2020-04-06 17:30:00;3;16;48;7;8;11;25;10;10;10;20
2020-04-06 17:45:00;5;26;29;5;6;11;23;10;10;14;21
2020-04-06 18:00:00;3;24;24;6;5;10;18;7;10;17;16
2020-04-06 18:15:00;2;15;22;4;7;9;19;8;14;15;12
2020-04-06 18:30:00;2;17;20;2;4;4;14;8;8;10;14
2020-04-06 18:45:00;3;19;19;3;4;7;15;7;11;10;8
2020-04-06 19:00:00;5;14;18;2;3;0;13;5;8;6;11
2020-04-06 19:15:00;2;13;11;1;3;6;12;1;8;4;9
2020-04-06 19:30:00;0;17;13;1;2;5;11;4;7;14;9
2020-04-06 19:45:00;3;15;12;1;2;7;7;3;5;6;13
2020-04-06 20:00:00;2;8;8;4;5;3;16;5;3;6;13
2020-04-06 20:15:00;2;13;14;1;4;4;7;3;3;11;4
2020-04-06 20:30:00;0;11;16;0;0;3;5;2;4;5;6
2020-04-06 20:45:00;1;8;11;0;1;3;4;3;8;9;1
2020-04-06 21:00:00;1;5;4;0;0;2;7;4;2;1;6
2020-04-06 21:15:00;0;7;8;2;2;4;7;3;0;1;4
2020-04-06 21:30:00;0;3;6;1;1;2;4;1;0;0;3
2020-04-06 21:45:00;0;2;4;0;0;1;2;1;1;8;2
2020-04-06 22:00:00;0;3;6;0;1;1;7;2;2;2;1
2020-04-06 22:15:00;0;8;3;0;0;1;5;2;0;1;1
2020-04-06 22:30:00;0;2;1;0;0;2;5;4;1;0;2
2020-04-06 22:45:00;2;1;2;1;3;2;1;2;1;5;2
2020-04-06 23:00:00;2;2;0;0;2;3;3;0;0;1;0
2020-04-06 23:15:00;0;1;6;0;1;0;1;1;1;2;1
2020-04-06 23:30:00;1;3;6;0;1;2;1;0;2;3;0
2020-04-06 23:45:00;1;1;1;0;1;1;2;0;0;4;2
