DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DD1);12(DD2);13(DFR)
2020-07-23 00:00:00;0;6;1;1;1;3;1;3;0;0;0;0;0
2020-07-23 00:15:00;1;7;2;2;4;3;4;5;0;0;0;0;0
2020-07-23 00:30:00;0;6;1;1;2;3;1;2;0;0;0;0;0
2020-07-23 00:45:00;0;0;2;2;1;1;1;2;0;0;0;0;0
2020-07-23 01:00:00;1;4;1;1;2;2;2;4;0;0;0;0;0
2020-07-23 01:15:00;0;4;3;3;2;4;2;2;0;0;0;0;0
2020-07-23 01:30:00;2;4;1;2;4;1;2;4;0;0;0;0;0
2020-07-23 01:45:00;2;5;4;4;2;3;2;0;0;0;0;0;0
2020-07-23 02:00:00;1;1;2;1;5;7;4;5;0;0;0;0;0
2020-07-23 02:15:00;2;2;0;0;3;0;3;1;0;0;0;0;0
2020-07-23 02:30:00;0;2;4;4;0;2;0;3;0;0;0;0;0
2020-07-23 02:45:00;0;0;0;0;3;1;4;0;0;0;0;0;0
2020-07-23 03:00:00;0;1;0;0;7;1;6;2;0;0;0;0;0
2020-07-23 03:15:00;0;2;0;0;4;2;2;1;0;0;0;0;0
2020-07-23 03:30:00;2;2;2;2;2;7;1;1;0;0;0;0;0
2020-07-23 03:45:00;0;0;5;4;4;0;2;1;0;0;0;0;0
2020-07-23 04:00:00;2;2;1;1;1;1;0;2;0;0;0;0;0
2020-07-23 04:15:00;2;2;1;1;3;1;2;6;0;0;0;0;0
2020-07-23 04:30:00;0;2;4;6;2;2;2;9;0;0;0;0;0
2020-07-23 04:45:00;1;6;15;14;4;5;2;6;0;0;0;0;0
2020-07-23 05:00:00;4;17;30;30;5;14;4;31;0;0;0;0;0
2020-07-23 05:15:00;10;47;83;84;12;32;12;39;0;0;0;0;0
2020-07-23 05:30:00;2;79;88;87;23;48;23;85;0;0;0;0;0
2020-07-23 05:45:00;1;81;34;36;50;110;56;96;0;0;0;0;0
2020-07-23 06:00:00;7;41;22;22;51;146;48;89;0;0;0;0;0
2020-07-23 06:15:00;4;41;25;24;29;66;31;68;0;0;0;0;0
2020-07-23 06:30:00;12;56;41;41;24;59;23;83;0;0;0;0;0
2020-07-23 06:45:00;13;66;24;25;22;37;22;101;0;0;0;0;0
2020-07-23 07:00:00;7;62;40;41;17;31;17;81;0;0;0;0;0
2020-07-23 07:15:00;10;44;36;39;19;34;19;110;0;0;0;0;0
2020-07-23 07:30:00;6;61;42;44;24;43;23;96;0;0;0;0;0
2020-07-23 07:45:00;12;88;42;47;28;50;29;106;0;0;0;0;0
2020-07-23 08:00:00;4;60;36;37;18;51;18;54;0;0;0;0;0
2020-07-23 08:15:00;5;34;23;23;21;30;20;74;0;0;0;0;0
2020-07-23 08:30:00;2;35;20;21;22;34;22;67;0;0;0;0;0
2020-07-23 08:45:00;2;40;21;22;15;29;15;56;0;0;0;0;0
2020-07-23 09:00:00;2;34;13;14;10;28;9;67;0;0;0;0;0
2020-07-23 09:15:00;0;43;21;31;10;19;9;60;0;0;0;0;0
2020-07-23 09:30:00;3;46;20;19;14;17;14;45;0;0;0;0;0
2020-07-23 09:45:00;4;43;24;24;12;28;12;45;0;0;0;0;0
2020-07-23 10:00:00;4;49;15;15;8;23;8;49;0;0;0;0;0
2020-07-23 10:15:00;4;43;21;22;16;22;16;41;0;0;0;0;0
2020-07-23 10:30:00;0;40;20;19;9;34;9;47;0;0;0;0;0
2020-07-23 10:45:00;5;39;17;17;19;24;18;47;0;0;0;0;0
2020-07-23 11:00:00;2;39;14;16;16;30;16;47;0;0;0;0;0
2020-07-23 11:15:00;4;50;22;22;15;30;15;61;0;0;0;0;0
2020-07-23 11:30:00;5;51;19;20;24;25;23;46;0;0;0;0;0
2020-07-23 11:45:00;2;46;18;18;22;33;22;35;0;0;0;0;0
2020-07-23 12:00:00;1;51;19;20;25;28;24;55;0;0;0;0;0
2020-07-23 12:15:00;5;39;19;21;18;23;16;55;0;0;0;0;0
