DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DD1);7(DE1);8(DE2);9(TAFBC);10(TAFGDE);11(TAFBDE);12(DC3);13(TARDB);14(TARDC);15(TARDD)
2020-01-30 00:00:00;13;7;0;0;0;0;27;23;0;0;0;0;0;0;0
2020-01-30 00:15:00;9;14;0;0;0;0;12;11;0;0;0;0;0;0;0
2020-01-30 00:30:00;14;9;0;0;0;0;17;13;0;0;0;0;0;0;0
2020-01-30 00:45:00;10;8;0;0;0;0;6;5;0;0;0;0;0;0;0
2020-01-30 01:00:00;11;7;0;0;0;0;11;10;0;0;0;0;0;0;0
2020-01-30 01:15:00;5;3;0;0;0;0;12;12;0;0;0;0;0;0;0
2020-01-30 01:30:00;6;6;0;0;0;0;9;9;0;0;0;0;0;0;0
2020-01-30 01:45:00;5;4;0;0;0;0;7;6;0;0;0;0;0;0;0
2020-01-30 02:00:00;6;6;0;0;0;1;8;8;0;0;0;0;0;0;0
2020-01-30 02:15:00;0;2;0;0;0;0;10;8;0;0;0;0;0;0;0
2020-01-30 02:30:00;3;7;2;0;0;0;10;11;0;0;0;0;0;0;0
2020-01-30 02:45:00;4;5;0;0;0;0;16;12;0;0;0;0;0;0;0
2020-01-30 03:00:00;7;4;0;0;0;0;11;11;0;0;0;0;0;0;0
2020-01-30 03:15:00;4;9;0;0;0;0;12;9;0;0;0;0;0;0;0
2020-01-30 03:30:00;12;8;0;0;0;1;13;12;0;0;0;0;0;0;0
2020-01-30 03:45:00;7;10;0;0;0;0;11;10;0;0;0;0;0;0;0
2020-01-30 04:00:00;10;8;0;0;0;0;14;15;0;0;0;0;0;0;0
2020-01-30 04:15:00;22;15;0;0;0;1;24;25;0;0;0;0;0;0;0
2020-01-30 04:30:00;15;10;1;0;0;0;21;21;0;0;0;0;0;0;0
2020-01-30 04:45:00;30;22;0;0;1;0;21;20;0;0;0;1;0;0;0
2020-01-30 05:00:00;62;44;0;0;0;0;39;41;0;0;0;1;0;0;0
2020-01-30 05:15:00;96;55;0;0;2;0;49;56;0;0;0;1;0;0;0
2020-01-30 05:30:00;107;64;1;1;0;0;56;62;0;0;0;0;0;0;0
2020-01-30 05:45:00;87;55;1;0;5;3;49;59;0;0;0;5;0;0;0
2020-01-30 06:00:00;92;53;2;0;3;3;32;70;0;0;0;5;0;0;0
2020-01-30 06:15:00;102;68;0;0;4;0;43;79;0;0;0;4;0;0;0
2020-01-30 06:30:00;105;72;8;1;3;2;35;94;0;0;0;2;0;6;0
2020-01-30 06:45:00;122;65;9;1;4;1;38;77;0;0;0;6;0;0;0
2020-01-30 07:00:00;99;49;10;1;3;3;32;82;0;0;0;6;0;0;0
2020-01-30 07:15:00;16;29;14;3;8;5;36;108;0;0;0;8;0;0;0
2020-01-30 07:30:00;28;40;6;6;11;7;45;147;0;0;0;12;0;0;0
2020-01-30 07:45:00;15;21;4;17;5;4;27;163;0;0;0;7;0;0;1
2020-01-30 08:00:00;25;21;8;5;14;4;35;174;0;0;0;15;1;0;0
2020-01-30 08:15:00;96;105;13;4;8;5;49;155;0;0;0;8;0;0;0
2020-01-30 08:30:00;90;103;28;5;15;3;36;198;0;0;0;16;0;0;0
2020-01-30 08:45:00;81;98;13;1;8;6;46;178;0;0;0;9;0;0;0
2020-01-30 09:00:00;100;127;212;3;4;1;64;160;0;0;0;5;0;0;0
2020-01-30 09:15:00;88;120;11;1;7;2;67;163;0;0;0;9;0;0;1
2020-01-30 09:30:00;93;121;2;2;6;4;65;166;0;0;0;11;0;0;0
2020-01-30 09:45:00;80;91;5;0;6;4;73;165;0;0;0;8;0;0;3
2020-01-30 10:00:00;102;150;7;1;2;2;75;171;0;0;0;5;0;0;0
2020-01-30 10:15:00;82;104;15;0;10;5;62;168;0;0;0;12;0;0;2
2020-01-30 10:30:00;96;105;9;2;3;3;72;188;0;0;0;5;1;0;0
2020-01-30 10:45:00;93;100;6;2;6;4;58;172;0;0;0;9;0;0;0
2020-01-30 11:00:00;82;82;9;0;6;2;61;195;0;0;0;6;0;0;1
2020-01-30 11:15:00;61;63;11;0;11;3;82;215;2;0;0;8;0;0;0
2020-01-30 11:30:00;73;91;14;0;8;4;65;191;0;0;0;9;0;0;0
2020-01-30 11:45:00;78;94;5;0;9;3;63;206;0;0;0;8;0;0;0
2020-01-30 12:00:00;77;90;6;3;5;2;55;194;0;0;0;8;0;0;10
2020-01-30 12:15:00;76;107;8;1;6;7;69;218;0;0;0;7;6;0;2
2020-01-30 12:30:00;91;105;17;0;6;5;35;186;0;0;0;10;0;0;5
2020-01-30 12:45:00;87;90;7;0;14;5;48;195;0;0;0;17;0;0;0
2020-01-30 13:00:00;94;107;6;4;13;2;62;228;0;0;0;14;0;0;4
2020-01-30 13:15:00;128;129;10;2;7;4;64;206;0;0;0;7;0;0;0
2020-01-30 13:30:00;104;130;9;0;10;4;56;214;0;0;0;13;0;0;0
2020-01-30 13:45:00;76;117;7;3;9;6;35;195;0;0;0;9;1;0;0
2020-01-30 14:00:00;85;96;9;1;10;4;44;214;0;0;0;11;4;0;0
2020-01-30 14:15:00;88;109;63;1;19;5;27;184;0;0;0;19;0;0;0
