DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DD1);6(TAFBA);7(TAFBC);8(TAFBD)
2020-02-07 00:00:00;1;2;0;0;0;0;0;0
2020-02-07 00:15:00;0;0;0;0;0;0;0;0
2020-02-07 00:30:00;0;0;1;0;0;0;0;0
2020-02-07 00:45:00;0;0;0;0;0;0;0;0
2020-02-07 01:00:00;0;0;0;0;0;0;0;0
2020-02-07 01:15:00;0;1;0;0;0;0;0;0
2020-02-07 01:30:00;0;0;0;0;0;0;0;0
2020-02-07 01:45:00;0;0;0;0;0;0;0;0
2020-02-07 02:00:00;0;0;0;0;0;0;0;0
2020-02-07 02:15:00;0;0;0;0;1;0;0;0
2020-02-07 02:30:00;0;1;0;0;0;0;0;0
2020-02-07 02:45:00;0;0;0;0;0;0;0;0
2020-02-07 03:00:00;0;0;0;0;0;0;0;0
2020-02-07 03:15:00;0;0;1;0;0;0;0;0
2020-02-07 03:30:00;0;0;0;0;0;0;0;0
2020-02-07 03:45:00;0;1;2;1;0;0;0;0
2020-02-07 04:00:00;0;0;1;1;0;0;0;0
2020-02-07 04:15:00;0;0;0;0;0;0;0;0
2020-02-07 04:30:00;0;4;2;0;0;0;0;0
2020-02-07 04:45:00;0;1;0;2;0;0;0;0
2020-02-07 05:00:00;3;10;14;7;0;0;0;0
2020-02-07 05:15:00;0;16;22;12;3;0;0;0
2020-02-07 05:30:00;2;18;22;4;7;0;0;0
2020-02-07 05:45:00;3;23;42;3;10;0;0;0
2020-02-07 06:00:00;2;16;47;7;9;0;0;0
2020-02-07 06:15:00;4;20;48;2;4;0;0;0
2020-02-07 06:30:00;6;32;112;3;11;0;0;0
2020-02-07 06:45:00;2;35;123;7;13;0;0;0
2020-02-07 07:00:00;6;13;77;8;10;0;0;0
2020-02-07 07:15:00;4;15;73;10;5;0;0;0
2020-02-07 07:30:00;4;32;80;17;12;0;0;0
2020-02-07 07:45:00;3;34;88;12;10;0;0;0
2020-02-07 08:00:00;8;21;99;9;9;0;0;0
2020-02-07 08:15:00;3;22;80;11;11;0;5;0
2020-02-07 08:30:00;6;18;54;13;8;0;6;0
2020-02-07 08:45:00;7;28;33;8;13;0;0;0
2020-02-07 09:00:00;4;24;29;3;12;0;1;0
2020-02-07 09:15:00;1;11;17;2;9;0;1;0
2020-02-07 09:30:00;8;23;22;9;5;0;1;0
2020-02-07 09:45:00;4;28;21;12;16;0;0;0
2020-02-07 10:00:00;4;13;19;12;9;0;0;0
2020-02-07 10:15:00;2;17;14;3;7;0;0;0
2020-02-07 10:30:00;2;16;15;6;11;0;0;0
2020-02-07 10:45:00;3;17;19;6;8;0;0;0
2020-02-07 11:00:00;8;24;24;7;10;0;0;0
2020-02-07 11:15:00;2;21;20;4;13;1;2;0
2020-02-07 11:30:00;5;26;19;5;6;0;1;0
2020-02-07 11:45:00;4;20;28;7;10;0;0;0
2020-02-07 12:00:00;6;56;43;8;16;0;1;0
2020-02-07 12:15:00;3;41;40;8;14;0;0;0
2020-02-07 12:30:00;9;45;26;2;15;0;0;1
2020-02-07 12:45:00;9;39;20;8;17;0;1;0
2020-02-07 13:00:00;13;115;33;11;14;0;0;0
2020-02-07 13:15:00;5;67;29;8;17;0;1;0
2020-02-07 13:30:00;11;81;31;8;19;0;0;0
2020-02-07 13:45:00;11;60;27;9;15;0;0;0
2020-02-07 14:00:00;5;85;31;8;38;2;3;0
2020-02-07 14:15:00;5;89;36;6;47;0;0;0
2020-02-07 14:30:00;9;87;44;7;47;0;0;0
2020-02-07 14:45:00;4;77;29;3;27;0;5;0
2020-02-07 15:00:00;4;112;45;5;17;0;3;0
2020-02-07 15:15:00;10;150;24;7;17;1;1;1
2020-02-07 15:30:00;4;65;21;4;13;0;0;0
2020-02-07 15:45:00;6;52;18;3;18;0;0;0
2020-02-07 16:00:00;2;57;23;7;15;0;0;0
2020-02-07 16:15:00;4;68;11;6;17;1;0;1
2020-02-07 16:30:00;5;52;11;6;7;0;0;0
2020-02-07 16:45:00;1;47;14;6;7;0;2;0
2020-02-07 17:00:00;2;36;22;8;10;0;0;0
2020-02-07 17:15:00;2;27;5;2;10;0;0;0
2020-02-07 17:30:00;2;44;21;7;3;0;0;0
2020-02-07 17:45:00;3;41;10;2;10;0;0;0
2020-02-07 18:00:00;0;18;5;2;9;0;0;0
2020-02-07 18:15:00;0;24;16;5;4;0;0;0
2020-02-07 18:30:00;1;11;6;1;5;0;0;0
2020-02-07 18:45:00;0;19;6;1;3;0;0;0
2020-02-07 19:00:00;1;9;5;1;3;0;0;0
2020-02-07 19:15:00;0;10;9;0;5;0;0;0
2020-02-07 19:30:00;0;10;8;0;0;0;0;0
2020-02-07 19:45:00;0;6;4;0;0;0;0;0
2020-02-07 20:00:00;1;7;5;0;1;0;0;0
2020-02-07 20:15:00;0;8;5;0;0;0;0;0
2020-02-07 20:30:00;0;14;5;0;3;0;0;0
2020-02-07 20:45:00;0;4;2;0;0;0;0;0
2020-02-07 21:00:00;0;16;11;5;1;0;0;0
2020-02-07 21:15:00;1;19;10;2;0;0;0;0
2020-02-07 21:30:00;1;15;6;0;2;0;0;0
2020-02-07 21:45:00;4;28;11;2;8;0;0;0
2020-02-07 22:00:00;3;21;16;3;14;0;0;0
2020-02-07 22:15:00;0;11;4;2;2;0;0;0
2020-02-07 22:30:00;0;3;1;0;3;0;0;0
2020-02-07 22:45:00;0;4;2;0;0;0;0;0
2020-02-07 23:00:00;0;6;2;2;2;0;0;0
