DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DB4);6(DC1);7(DD1);8(DD2);9(DD3);10(tafga);11(tafgc);12(tafba);13(tafbb);14(tafbc);15(tafbd)
2020-12-20 00:00:00;1;0;0;0;0;1;2;2;2;0;0;0;0;0;0
2020-12-20 00:15:00;1;3;0;3;2;0;1;1;2;0;0;0;0;0;0
2020-12-20 00:30:00;2;1;0;3;1;0;0;0;0;0;0;0;0;0;0
2020-12-20 00:45:00;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-12-20 01:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-20 01:15:00;3;2;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-12-20 01:30:00;0;1;0;1;1;0;1;1;1;0;0;0;0;0;0
2020-12-20 01:45:00;1;1;0;1;1;1;1;1;1;0;0;0;0;0;0
2020-12-20 02:00:00;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-12-20 02:15:00;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-12-20 02:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-20 02:45:00;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-12-20 03:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-20 03:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-20 03:30:00;1;2;0;1;1;1;0;0;0;0;0;0;0;0;0
2020-12-20 03:45:00;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-20 04:00:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-20 04:15:00;0;2;0;0;0;0;1;1;1;0;0;0;0;0;0
2020-12-20 04:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-20 04:45:00;0;1;0;3;1;0;3;1;1;0;0;0;0;0;0
2020-12-20 05:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-20 05:15:00;1;6;0;3;3;2;2;2;5;0;0;0;0;0;0
2020-12-20 05:30:00;2;1;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-12-20 05:45:00;3;2;0;1;2;2;2;1;2;0;0;0;0;0;0
2020-12-20 06:00:00;3;2;0;2;1;4;2;0;0;0;0;0;0;0;0
2020-12-20 06:15:00;2;4;0;1;1;3;1;2;1;0;0;0;0;0;0
2020-12-20 06:30:00;2;2;0;2;2;3;0;0;0;0;0;0;0;0;0
2020-12-20 06:45:00;1;1;0;3;1;1;3;1;1;0;0;0;0;0;0
2020-12-20 07:00:00;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0
2020-12-20 07:15:00;3;3;0;0;0;4;2;3;3;0;0;0;0;0;0
2020-12-20 07:30:00;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0
2020-12-20 07:45:00;9;3;0;3;4;3;1;0;0;0;0;0;0;0;0
2020-12-20 08:00:00;3;6;0;5;5;4;0;0;0;0;0;0;0;0;0
2020-12-20 08:15:00;6;6;0;6;6;1;3;3;3;0;0;0;0;0;0
2020-12-20 08:30:00;7;7;0;7;6;1;5;4;4;0;0;0;0;0;0
2020-12-20 08:45:00;14;10;0;8;8;8;6;5;4;0;0;0;0;0;0
2020-12-20 09:00:00;9;8;1;6;6;4;7;5;6;0;0;0;0;0;0
2020-12-20 09:15:00;10;15;0;13;13;7;3;4;3;0;0;0;0;0;0
2020-12-20 09:30:00;9;7;0;7;23;5;4;4;4;0;0;0;0;0;0
2020-12-20 09:45:00;20;14;0;12;12;10;5;2;2;0;0;0;0;1;0
2020-12-20 10:00:00;17;12;0;11;10;9;7;6;30;0;0;0;0;1;0
2020-12-20 10:15:00;21;6;0;6;5;8;2;2;2;0;0;0;0;0;0
2020-12-20 10:30:00;21;13;0;13;19;10;5;6;6;0;0;0;1;0;0
2020-12-20 10:45:00;24;15;0;12;13;14;9;7;7;0;0;0;0;0;0
2020-12-20 11:00:00;21;17;0;15;16;15;8;8;7;0;0;0;0;0;0
2020-12-20 11:15:00;25;26;0;27;23;11;6;6;6;0;0;0;0;0;0
2020-12-20 11:30:00;16;18;0;19;21;4;5;4;4;0;0;0;0;0;0
2020-12-20 11:45:00;23;19;1;19;19;4;9;8;8;0;0;0;0;0;0
2020-12-20 12:00:00;21;16;0;16;16;13;4;3;4;1;0;0;0;0;0
2020-12-20 12:15:00;22;17;0;15;17;8;3;2;3;1;0;0;0;0;0
2020-12-20 12:30:00;29;17;0;15;15;14;6;5;6;0;0;0;0;0;0
2020-12-20 12:45:00;23;17;0;16;17;7;4;3;4;0;0;0;0;0;0
2020-12-20 13:00:00;26;22;0;20;19;11;7;6;6;0;0;0;0;0;0
2020-12-20 13:15:00;33;13;0;11;10;9;6;5;6;0;0;0;0;0;0
2020-12-20 13:30:00;31;22;1;19;22;8;11;8;11;0;0;0;0;0;0
2020-12-20 13:45:00;42;25;1;22;20;15;9;9;9;0;0;0;0;0;0
2020-12-20 14:00:00;20;16;1;13;14;15;11;12;9;0;0;0;0;0;0
2020-12-20 14:15:00;25;23;1;20;21;17;8;8;8;0;0;0;0;0;0
2020-12-20 14:30:00;27;17;2;14;14;10;10;10;9;2;0;0;3;0;0
2020-12-20 14:45:00;38;20;0;15;17;14;10;7;8;0;1;0;0;1;0
2020-12-20 15:00:00;29;19;0;19;18;12;10;10;10;0;0;0;0;0;0
2020-12-20 15:15:00;25;16;0;13;13;16;9;9;7;2;1;1;0;0;0
2020-12-20 15:30:00;26;17;0;16;17;21;9;8;7;0;0;0;0;0;0
2020-12-20 15:45:00;25;28;0;26;35;12;10;6;8;0;0;0;1;1;0
2020-12-20 16:00:00;34;18;1;16;20;12;6;5;4;3;1;0;2;0;0
2020-12-20 16:15:00;25;20;0;20;18;18;7;5;6;0;1;0;0;0;0
2020-12-20 16:30:00;32;20;0;18;22;12;9;8;8;0;1;0;0;1;0
2020-12-20 16:45:00;21;29;2;22;24;18;8;8;6;0;1;0;0;0;0
2020-12-20 17:00:00;29;27;0;20;15;15;4;4;7;0;2;0;0;0;0
2020-12-20 17:15:00;26;18;0;15;17;14;9;10;8;0;0;0;0;0;0
2020-12-20 17:30:00;30;21;0;18;17;17;10;7;7;0;0;0;0;0;0
2020-12-20 17:45:00;31;18;0;14;13;12;7;6;6;1;0;0;0;0;0
2020-12-20 18:00:00;14;15;1;12;14;5;6;4;5;2;0;0;0;0;0
2020-12-20 18:15:00;22;16;0;13;12;8;2;3;3;0;0;0;0;0;0
2020-12-20 18:30:00;17;10;0;7;8;8;5;4;3;1;0;0;0;0;0
2020-12-20 18:45:00;20;16;0;14;12;8;5;5;5;1;0;0;0;0;0
2020-12-20 19:00:00;17;18;0;10;13;5;7;6;5;0;0;0;0;0;0
2020-12-20 19:15:00;22;17;0;14;13;10;3;2;2;0;0;0;0;0;0
2020-12-20 19:30:00;12;12;0;8;9;6;0;0;0;0;0;0;0;0;0
2020-12-20 19:45:00;22;14;0;10;11;9;11;9;8;0;0;0;0;0;0
2020-12-20 20:00:00;18;14;0;11;13;8;6;5;6;0;0;0;0;0;0
2020-12-20 20:15:00;14;14;0;10;8;9;4;4;4;0;0;0;0;0;0
2020-12-20 20:30:00;21;15;0;13;13;8;6;5;4;0;0;0;0;0;0
2020-12-20 20:45:00;17;13;0;9;12;6;5;5;4;0;0;0;0;0;0
2020-12-20 21:00:00;14;6;0;3;5;7;3;1;1;0;0;0;0;0;0
2020-12-20 21:15:00;7;5;0;5;4;5;1;1;1;0;0;0;0;0;0
2020-12-20 21:30:00;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-12-20 21:45:00;3;4;0;3;3;2;1;0;0;0;0;0;0;0;0
2020-12-20 22:00:00;0;2;0;1;1;1;2;2;2;0;0;0;0;0;0
2020-12-20 22:15:00;3;2;0;2;2;2;0;0;0;0;0;0;0;0;0
2020-12-20 22:30:00;2;0;0;0;0;3;3;1;1;0;0;0;0;0;0
2020-12-20 22:45:00;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-12-20 23:00:00;2;0;0;0;0;1;2;2;2;0;0;0;0;0;0
2020-12-20 23:15:00;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-12-20 23:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-20 23:45:00;3;2;0;3;2;3;1;0;0;0;0;0;0;0;0
