DATUM;1(DA1);2(DA2);3(DC2);4(DC1);5(TA1A);6(TA2A);7(TA1FBA);8(TA2FBA);9(TA1C);10(TA2C);11(TA1FBC);12(TA2FBC);13(MP12D01);14(MP12D02);15(MP12D03);16(MP12D04);17(MP12D05);18(MP12D06);19(MP12D07);20(MP12D08)
2020-02-01 00:00:00;15;12;16;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-01 00:15:00;16;9;16;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-01 00:30:00;14;19;17;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-01 00:45:00;14;9;26;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-01 01:00:00;23;21;18;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-01 01:15:00;21;15;16;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-01 01:30:00;9;7;15;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-01 01:45:00;9;10;16;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-01 02:00:00;13;13;9;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-01 02:15:00;5;6;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-01 02:30:00;5;8;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-01 02:45:00;10;6;7;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-01 03:00:00;8;3;11;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-01 03:15:00;7;6;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-01 03:30:00;6;5;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-01 03:45:00;2;3;6;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-01 04:00:00;7;3;6;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-01 04:15:00;9;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-01 04:30:00;8;5;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-01 04:45:00;6;8;6;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-01 05:00:00;11;4;7;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-01 05:15:00;14;9;17;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-01 05:30:00;20;18;13;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-01 05:45:00;28;32;16;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-01 06:00:00;31;20;34;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-01 06:15:00;19;14;23;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-01 06:30:00;37;22;18;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-01 06:45:00;11;11;12;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-01 07:00:00;36;28;16;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-01 07:15:00;28;14;15;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-01 07:30:00;28;18;21;34;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-02-01 07:45:00;31;27;32;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-01 08:00:00;34;23;29;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-01 08:15:00;36;33;32;53;14;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0
2020-02-01 08:30:00;49;42;25;52;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2020-02-01 08:45:00;54;52;33;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-01 09:00:00;75;67;43;61;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-02-01 09:15:00;66;85;35;72;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
2020-02-01 09:30:00;97;92;45;90;22;0;11;0;0;2;0;1;0;0;0;0;0;0;0;0
2020-02-01 09:45:00;92;96;57;115;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-01 10:00:00;101;107;58;87;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-01 10:15:00;104;114;60;111;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-02-01 10:30:00;105;127;58;111;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
2020-02-01 10:45:00;108;121;74;155;2;3;0;0;0;1;0;1;0;0;0;0;0;0;0;0
2020-02-01 11:00:00;127;135;79;130;13;6;0;0;8;2;1;0;0;0;0;0;0;0;0;0
2020-02-01 11:15:00;114;136;75;135;0;2;0;0;3;0;0;0;0;0;0;0;0;0;0;0
2020-02-01 11:30:00;89;96;80;153;3;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0
2020-02-01 11:45:00;92;130;81;139;1;11;0;0;2;1;0;0;0;0;0;0;0;0;0;0
2020-02-01 12:00:00;111;112;85;161;2;1;0;0;1;3;0;1;0;0;0;0;0;0;0;0
2020-02-01 12:15:00;95;119;85;154;0;0;0;0;6;3;0;0;0;0;0;0;0;0;0;0
