DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(TAFGA);10(TAFBA);11(TAFGB);12(TAFBB);13(TAFBC)
2020-06-22 00:00:00;0;6;1;9;5;0;0;0;0;0;0;0;0
2020-06-22 00:15:00;0;6;7;9;5;0;0;0;0;0;0;0;0
2020-06-22 00:30:00;0;7;3;10;4;0;0;0;0;0;0;0;0
2020-06-22 00:45:00;0;2;3;6;6;0;0;1;0;0;0;0;0
2020-06-22 01:00:00;0;6;3;7;2;0;0;0;0;0;0;0;0
2020-06-22 01:15:00;0;4;1;6;0;0;0;0;0;0;0;0;0
2020-06-22 01:30:00;0;4;3;3;8;0;0;0;0;0;0;0;0
2020-06-22 01:45:00;0;6;3;6;3;0;0;0;0;0;0;0;0
2020-06-22 02:00:00;0;6;1;3;2;0;0;0;0;0;0;0;0
2020-06-22 02:15:00;0;5;2;3;4;0;0;0;0;0;0;0;0
2020-06-22 02:30:00;0;7;1;6;4;1;1;2;0;0;0;0;0
2020-06-22 03:00:00;0;8;0;0;3;0;0;0;0;0;0;0;0
2020-06-22 03:15:00;0;4;0;5;4;0;0;0;0;0;0;0;0
2020-06-22 03:30:00;0;6;2;10;3;2;0;0;0;0;0;0;0
2020-06-22 03:45:00;1;7;0;3;3;0;1;1;0;0;0;0;0
2020-06-22 04:00:00;0;6;6;8;0;1;1;1;0;0;0;0;0
2020-06-22 04:15:00;1;12;9;18;6;0;0;0;0;0;0;0;0
2020-06-22 04:30:00;0;20;6;21;5;0;0;0;0;0;0;0;0
2020-06-22 05:00:00;0;32;22;87;53;2;1;1;0;0;0;0;0
2020-06-22 05:15:00;0;42;18;109;116;1;0;5;0;0;0;0;0
2020-06-22 05:30:00;3;49;43;115;118;2;1;3;0;0;0;0;0
2020-06-22 05:45:00;6;53;39;121;107;6;0;3;0;0;0;0;0
2020-06-22 06:00:00;9;50;39;95;82;2;2;3;0;0;0;0;0
2020-06-22 06:15:00;6;67;43;111;106;10;8;10;2;0;0;0;0
2020-06-22 06:30:00;7;83;66;131;135;9;5;10;2;0;5;0;0
2020-06-22 06:45:00;4;67;73;124;124;15;2;7;0;0;0;0;0
2020-06-22 07:00:00;12;53;52;140;153;12;10;14;0;0;0;0;0
2020-06-22 07:15:00;13;56;65;137;181;17;4;7;16;0;0;0;0
2020-06-22 07:30:00;15;76;74;135;145;25;14;16;0;0;4;0;0
2020-06-22 07:45:00;21;84;73;138;151;24;10;14;1;0;38;2;0
2020-06-22 08:00:00;17;62;59;108;131;31;10;22;25;1;3;0;0
2020-06-22 08:15:00;26;67;59;101;118;22;13;21;2;0;11;0;0
2020-06-22 08:30:00;25;72;68;104;102;25;17;20;24;0;7;0;0
2020-06-22 08:45:00;26;71;63;88;109;21;23;22;5;0;15;0;0
2020-06-22 09:00:00;25;80;65;98;91;17;18;26;12;2;3;0;0
2020-06-22 09:15:00;32;61;60;88;71;18;14;30;8;0;6;0;0
2020-06-22 09:30:00;27;74;65;96;73;15;22;27;3;0;25;0;0
2020-06-22 09:45:00;25;83;67;74;71;13;23;26;3;4;3;0;0
2020-06-22 10:00:00;26;72;57;81;61;11;20;29;3;0;7;0;0
2020-06-22 10:15:00;32;93;73;83;72;24;12;25;4;0;12;4;0
2020-06-22 10:30:00;25;79;69;79;66;18;21;31;6;0;10;0;0
2020-06-22 10:45:00;29;81;76;92;61;17;11;27;7;0;9;6;0
2020-06-22 11:00:00;34;100;92;82;74;16;18;36;10;0;0;0;0
2020-06-22 11:15:00;29;80;71;74;45;16;26;32;0;0;3;0;0
2020-06-22 11:30:00;22;71;68;78;51;18;23;30;3;0;2;0;0
2020-06-22 11:45:00;22;89;84;75;53;18;17;21;1;0;10;0;0
2020-06-22 12:00:00;23;108;90;84;55;18;14;33;7;0;3;0;0
2020-06-22 12:15:00;22;82;86;71;63;8;25;25;13;1;5;0;0
2020-06-22 12:30:00;30;86;81;80;62;21;22;29;6;0;8;0;0
2020-06-22 12:45:00;26;96;96;98;79;16;17;29;12;0;1;0;0
2020-06-22 13:00:00;23;78;70;97;73;12;21;23;10;0;5;0;0
2020-06-22 13:15:00;21;83;81;115;95;12;15;21;13;8;15;0;0
2020-06-22 13:45:00;22;89;88;121;109;22;27;23;29;0;9;0;15
2020-06-22 14:00:00;18;121;120;106;90;13;30;31;18;0;0;0;0
2020-06-22 14:15:00;22;163;169;77;83;16;19;20;7;0;0;0;0
2020-06-22 14:30:00;32;151;153;88;66;10;18;20;0;2;7;0;0
2020-06-22 14:45:00;27;134;163;88;73;13;28;20;3;1;10;0;0
2020-06-22 15:00:00;24;127;123;81;68;18;25;24;5;0;7;6;0
2020-06-22 15:15:00;30;148;149;81;68;23;16;24;10;0;9;0;0
2020-06-22 15:30:00;38;134;147;76;60;11;29;32;3;1;3;0;0
2020-06-22 15:45:00;33;123;136;77;64;16;31;24;2;0;7;0;0
2020-06-22 16:00:00;28;156;153;92;75;21;32;32;10;0;14;0;0
