DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DA3);8(TA1);9(TA2);10(TA3);11(TAFBAC1);12(TAFBAC2);13(TAFBAC3);14(TAFBB)
2020-09-17 00:00:00;12;0;1;1;6;10;11;0;0;0;0;0;0;0
2020-09-17 00:15:00;11;0;3;4;8;17;15;0;0;0;0;0;0;0
2020-09-17 00:30:00;10;3;1;1;2;5;18;0;0;0;0;0;0;0
2020-09-17 00:45:00;7;1;0;0;2;9;11;0;0;0;0;0;0;0
2020-09-17 01:00:00;2;1;1;0;4;8;9;0;0;0;0;0;0;0
2020-09-17 01:15:00;5;0;0;0;3;5;7;0;0;0;0;0;0;0
2020-09-17 01:30:00;2;0;0;0;3;10;4;0;0;0;0;0;0;0
2020-09-17 01:45:00;5;0;0;1;1;6;3;0;0;0;0;0;0;0
2020-09-17 02:00:00;1;1;0;0;4;8;3;0;0;0;0;0;0;0
2020-09-17 02:15:00;1;2;0;0;2;7;3;0;0;0;0;0;0;0
2020-09-17 02:30:00;3;1;0;0;2;10;8;0;0;0;0;0;0;0
2020-09-17 02:45:00;6;0;1;0;4;8;8;0;0;0;0;0;0;0
2020-09-17 03:00:00;1;1;0;0;1;11;5;0;0;0;0;0;0;0
2020-09-17 03:15:00;4;0;1;0;1;1;7;0;0;0;0;0;0;0
2020-09-17 03:30:00;1;0;0;0;3;14;5;0;0;0;0;0;0;0
2020-09-17 03:45:00;4;0;0;0;2;9;4;0;0;0;0;0;0;0
2020-09-17 04:00:00;5;0;0;0;1;10;4;0;0;0;0;0;0;0
2020-09-17 04:15:00;6;1;2;1;11;16;9;0;0;0;0;0;0;0
2020-09-17 04:30:00;6;0;4;0;2;20;12;0;0;0;0;0;0;0
2020-09-17 04:45:00;22;3;4;2;9;23;21;0;0;0;0;0;0;0
2020-09-17 05:00:00;49;2;1;4;12;33;54;0;0;0;0;0;0;0
2020-09-17 05:15:00;93;8;3;2;12;41;133;0;0;0;0;0;0;0
2020-09-17 05:30:00;90;8;22;3;22;60;114;0;0;0;0;0;0;0
2020-09-17 05:45:00;76;7;20;5;37;79;100;0;0;0;0;0;0;0
2020-09-17 06:00:00;53;6;10;5;59;138;94;1;0;0;0;0;0;0
2020-09-17 06:15:00;95;8;22;11;59;120;117;5;0;3;1;1;1;0
2020-09-17 06:30:00;114;18;28;6;60;128;152;0;0;0;0;0;0;0
2020-09-17 06:45:00;142;33;30;12;57;121;164;1;0;0;0;0;0;0
2020-09-17 07:00:00;137;23;33;10;56;119;176;0;0;6;0;0;0;0
2020-09-17 07:15:00;162;34;35;22;73;133;190;13;0;0;0;0;0;0
2020-09-17 07:30:00;129;48;61;40;85;120;134;8;0;1;0;0;0;0
2020-09-17 07:45:00;143;42;40;20;94;112;159;2;0;5;0;0;0;0
2020-09-17 08:00:00;160;56;26;12;69;116;167;1;2;1;0;0;0;0
2020-09-17 08:15:00;108;25;25;20;67;121;139;9;0;4;2;2;2;0
2020-09-17 08:30:00;106;17;25;23;71;129;126;0;0;2;0;0;0;0
2020-09-17 08:45:00;99;27;27;17;67;116;132;2;0;1;2;2;2;0
2020-09-17 09:00:00;108;19;28;14;46;109;153;0;0;0;0;0;0;0
2020-09-17 09:15:00;89;21;18;18;60;108;136;0;0;9;0;0;0;0
2020-09-17 09:30:00;98;36;22;21;48;97;122;0;0;3;0;0;0;0
2020-09-17 09:45:00;95;27;29;23;54;104;150;1;0;0;0;0;0;0
2020-09-17 10:00:00;86;19;25;13;67;110;119;0;0;0;0;0;0;0
2020-09-17 10:15:00;85;29;29;19;70;121;138;1;0;0;0;0;0;0
2020-09-17 10:30:00;114;27;32;20;59;115;143;1;0;5;0;0;0;0
2020-09-17 10:45:00;96;16;26;22;71;126;112;0;0;0;0;0;0;0
2020-09-17 11:00:00;89;24;28;17;58;111;122;6;0;0;0;0;0;0
2020-09-17 11:15:00;94;24;26;18;74;134;132;0;0;0;0;0;0;0
