DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DB4);7(DC1);8(DC2);9(TAFBA);10(TAFBB);11(TAFBC)
2020-08-07 00:00:00;3;4;0;12;2;9;2;5;0;0;0
2020-08-07 00:15:00;3;6;0;10;1;3;3;2;0;0;0
2020-08-07 00:30:00;1;2;0;8;0;6;0;2;0;0;0
2020-08-07 00:45:00;4;5;0;3;0;2;0;1;0;0;0
2020-08-07 01:00:00;2;4;0;3;2;3;1;5;0;0;0
2020-08-07 01:15:00;0;1;0;3;0;2;1;2;0;0;0
2020-08-07 01:30:00;4;3;0;7;0;6;2;1;0;0;0
2020-08-07 01:45:00;0;2;0;7;0;4;0;0;0;0;0
2020-08-07 02:00:00;1;3;0;3;0;2;0;0;0;0;0
2020-08-07 02:15:00;0;2;0;2;0;1;0;0;0;0;0
2020-08-07 02:30:00;2;5;0;1;0;0;2;2;0;0;0
2020-08-07 02:45:00;2;3;0;1;0;1;0;0;0;0;0
2020-08-07 03:00:00;0;1;0;1;0;1;0;0;0;0;0
2020-08-07 03:15:00;0;2;0;3;1;1;0;0;0;0;0
2020-08-07 03:30:00;0;1;0;1;0;1;0;2;0;0;0
2020-08-07 03:45:00;4;1;0;2;0;1;0;2;0;0;0
2020-08-07 04:00:00;0;0;0;1;0;1;0;0;0;0;0
2020-08-07 04:15:00;1;2;0;3;0;3;0;0;0;0;0
2020-08-07 04:30:00;1;0;0;1;0;0;0;2;0;0;0
2020-08-07 04:45:00;1;0;0;2;1;2;1;2;0;0;0
2020-08-07 05:00:00;2;3;0;2;0;2;0;2;0;0;0
2020-08-07 05:15:00;9;5;0;4;1;4;1;6;0;0;0
2020-08-07 05:30:00;6;7;0;8;0;2;1;6;0;0;0
2020-08-07 05:45:00;13;18;0;19;3;10;5;8;0;0;0
2020-08-07 06:00:00;11;15;0;17;4;11;1;2;0;0;0
2020-08-07 06:15:00;25;29;0;24;7;13;3;19;0;0;0
2020-08-07 06:30:00;30;29;0;31;9;20;2;11;0;0;0
2020-08-07 06:45:00;33;37;0;28;4;12;8;14;0;0;0
2020-08-07 07:00:00;30;42;0;26;2;18;2;12;0;0;0
2020-08-07 07:15:00;44;48;0;38;11;30;8;20;1;0;0
2020-08-07 07:30:00;49;39;0;39;7;24;7;23;1;0;0
2020-08-07 07:45:00;44;54;0;48;10;34;6;15;0;3;0
