DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DC1);7(DC2);8(DD1);9(TAFGA)
2020-09-10 00:00:00;12;7;5;2;0;8;4;0;0
2020-09-10 00:15:00;3;7;10;1;0;9;7;0;2
2020-09-10 00:30:00;9;12;9;4;3;5;3;1;1
2020-09-10 00:45:00;5;4;7;3;1;1;5;0;2
2020-09-10 01:00:00;8;12;9;4;3;7;6;4;6
2020-09-10 01:15:00;75;74;73;68;0;72;71;71;72
2020-09-10 01:30:00;15;16;18;15;2;16;16;13;14
2020-09-10 01:45:00;18;19;19;14;0;17;18;12;13
2020-09-10 02:00:00;3;9;8;6;5;11;6;1;2
2020-09-10 02:15:00;2;4;3;1;0;6;2;0;0
2020-09-10 02:30:00;3;5;6;1;0;9;7;1;1
2020-09-10 02:45:00;3;2;4;2;0;6;3;0;0
2020-09-10 03:00:00;6;2;2;2;1;5;0;0;0
2020-09-10 03:15:00;2;1;3;1;0;9;5;1;0
2020-09-10 03:30:00;8;6;2;0;1;4;3;2;3
2020-09-10 03:45:00;7;2;2;1;0;7;2;0;0
2020-09-10 04:00:00;9;2;5;1;1;7;5;1;1
2020-09-10 04:15:00;7;9;10;4;1;15;10;1;1
2020-09-10 04:30:00;10;6;7;4;0;21;10;1;1
2020-09-10 04:45:00;25;16;17;7;3;31;18;5;5
2020-09-10 05:00:00;26;15;15;3;0;28;11;0;0
2020-09-10 05:15:00;43;22;31;8;0;36;24;2;5
2020-09-10 05:30:00;40;30;27;19;6;57;33;10;17
2020-09-10 05:45:00;58;47;63;38;6;85;75;25;27
2020-09-10 06:00:00;50;49;58;24;7;70;53;15;25
2020-09-10 06:15:00;80;59;70;21;3;85;71;13;14
2020-09-10 06:30:00;77;82;76;29;9;86;78;23;32
2020-09-10 06:45:00;95;115;98;28;12;92;95;18;20
2020-09-10 07:00:00;117;156;110;75;15;121;115;60;62
2020-09-10 07:15:00;153;202;113;42;15;108;100;35;40
2020-09-10 07:30:00;118;145;90;44;19;102;86;28;27
2020-09-10 07:45:00;123;124;132;54;12;132;137;47;54
2020-09-10 08:00:00;103;117;106;40;13;133;117;31;38
2020-09-10 08:15:00;90;105;89;23;14;79;83;20;28
2020-09-10 08:30:00;75;76;78;17;11;74;85;18;31
2020-09-10 08:45:00;91;100;88;23;12;88;78;16;26
2020-09-10 09:00:00;62;68;61;20;9;108;61;12;16
2020-09-10 09:15:00;86;83;86;27;11;81;81;6;10
2020-09-10 09:30:00;74;71;70;15;10;82;94;9;15
2020-09-10 09:45:00;86;78;79;17;10;107;97;12;22
2020-09-10 10:00:00;69;76;69;15;11;82;65;7;13
2020-09-10 10:15:00;76;92;90;21;8;112;88;9;12
2020-09-10 10:30:00;85;77;73;15;11;99;75;11;15
2020-09-10 10:45:00;77;95;91;19;13;82;89;12;20
2020-09-10 11:00:00;66;65;64;16;10;94;57;14;16
2020-09-10 11:15:00;94;95;83;29;22;108;83;21;19
2020-09-10 11:30:00;84;98;71;23;11;99;58;19;25
2020-09-10 11:45:00;98;95;54;19;11;98;61;15;20
2020-09-10 12:00:00;77;86;70;31;16;97;85;16;23
2020-09-10 12:15:00;78;87;76;23;8;93;68;4;20
2020-09-10 12:30:00;80;98;80;18;13;96;81;11;16
2020-09-10 12:45:00;75;104;66;19;14;91;71;8;13
2020-09-10 13:00:00;102;80;74;26;9;93;99;24;18
2020-09-10 13:15:00;61;64;51;19;10;76;53;8;9
2020-09-10 13:30:00;93;88;67;24;16;112;69;10;33
2020-09-10 13:45:00;81;94;72;15;11;88;79;11;22
2020-09-10 14:00:00;96;91;77;19;9;95;87;14;16
2020-09-10 14:15:00;67;104;86;29;16;99;78;14;19
2020-09-10 14:30:00;78;89;62;28;11;111;94;21;29
2020-09-10 14:45:00;94;103;95;30;14;108;89;20;23
2020-09-10 15:00:00;104;121;87;28;18;110;89;20;23
2020-09-10 15:15:00;91;106;95;34;16;118;103;15;20
2020-09-10 15:30:00;107;132;94;33;14;111;96;20;24
2020-09-10 15:45:00;108;120;85;35;17;121;126;16;25
2020-09-10 16:00:00;125;149;95;31;12;122;109;19;31
2020-09-10 16:15:00;108;124;98;28;11;122;112;26;27
2020-09-10 16:30:00;133;164;105;38;19;119;112;44;20
2020-09-10 16:45:00;104;149;70;28;19;105;121;25;30
2020-09-10 17:00:00;128;165;95;40;14;128;113;14;24
2020-09-10 17:15:00;112;139;77;39;13;113;112;23;25
2020-09-10 17:30:00;91;132;84;27;16;100;93;12;16
2020-09-10 17:45:00;106;126;84;25;15;114;95;14;23
2020-09-10 18:00:00;109;131;94;36;16;97;88;11;19
2020-09-10 18:15:00;102;138;77;23;14;92;86;15;23
2020-09-10 18:30:00;86;92;69;23;11;89;75;25;22
2020-09-10 18:45:00;109;119;70;27;13;74;53;12;14
2020-09-10 19:00:00;87;77;66;19;18;62;52;10;13
2020-09-10 19:15:00;64;89;63;27;14;55;58;10;18
2020-09-10 19:30:00;69;71;52;14;14;57;43;7;18
2020-09-10 19:45:00;56;68;52;16;10;57;53;6;13
2020-09-10 20:00:00;59;66;54;24;15;47;53;7;14
2020-09-10 20:15:00;50;66;43;17;19;64;45;9;12
2020-09-10 20:30:00;41;55;48;12;11;43;52;1;7
2020-09-10 20:45:00;48;42;37;15;9;36;49;2;6
2020-09-10 21:00:00;45;36;31;10;8;46;28;2;8
2020-09-10 21:15:00;45;39;29;12;7;39;40;9;9
2020-09-10 21:30:00;34;26;29;9;7;49;30;6;10
2020-09-10 21:45:00;31;21;20;10;12;54;26;0;2
2020-09-10 22:00:00;42;21;34;6;5;39;41;4;5
2020-09-10 22:15:00;34;37;29;8;10;33;27;3;8
2020-09-10 22:30:00;31;23;24;8;4;34;15;0;4
2020-09-10 22:45:00;20;19;14;6;3;25;10;3;4
2020-09-10 23:00:00;24;29;18;8;7;22;16;1;4
2020-09-10 23:15:00;12;13;17;6;1;27;15;4;3
2020-09-10 23:30:00;14;18;18;5;2;13;9;2;3
2020-09-10 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
