DATUM;1(DA1);2(DA2RES);3(DB1);4(DC1);5(DC2RES);6(DD1);7(TAFBA);8(TAFGB);9(TAFBB);10(TAFBC);11(TAFGD);12(TAFBD);13(TAFGB2);14(TAFBB2)
2020-10-01 00:00:00;1;0;3;0;1;14;0;0;0;0;0;0;0;0
2020-10-01 00:15:00;0;0;3;0;0;10;0;0;0;0;0;0;0;0
2020-10-01 00:30:00;1;0;4;0;0;16;0;0;0;0;0;0;0;0
2020-10-01 00:45:00;0;0;7;0;0;7;0;0;0;0;0;0;0;0
2020-10-01 01:00:00;1;0;1;0;0;6;0;0;0;0;0;0;0;0
2020-10-01 01:15:00;0;0;1;0;0;5;0;0;0;0;0;0;0;0
2020-10-01 01:30:00;0;0;3;0;0;1;0;0;0;0;0;0;0;0
2020-10-01 01:45:00;0;0;4;0;1;4;0;0;0;0;0;0;0;0
2020-10-01 02:00:00;0;0;1;1;1;2;0;0;0;0;0;0;0;0
2020-10-01 02:15:00;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2020-10-01 02:30:00;0;0;4;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 02:45:00;0;0;4;0;0;3;0;0;0;0;0;0;0;0
2020-10-01 03:00:00;0;0;6;0;0;2;0;0;0;0;0;0;0;0
2020-10-01 03:15:00;1;0;6;0;0;1;0;0;0;0;0;0;0;0
2020-10-01 03:30:00;0;0;2;0;0;2;0;0;0;0;0;0;0;0
2020-10-01 03:45:00;0;0;5;0;0;2;0;0;0;0;0;0;0;0
2020-10-01 04:00:00;1;0;8;1;1;11;0;0;0;0;0;0;0;0
2020-10-01 04:15:00;0;0;5;0;0;2;0;0;0;0;0;0;0;0
2020-10-01 04:30:00;0;0;11;0;0;9;0;0;0;0;0;0;0;0
2020-10-01 04:45:00;0;0;26;0;0;9;0;0;0;0;0;0;0;0
2020-10-01 05:00:00;2;0;67;4;7;11;0;0;0;0;0;0;0;0
2020-10-01 05:15:00;1;0;136;1;1;9;0;0;0;0;0;0;0;0
2020-10-01 05:30:00;2;0;142;5;7;17;0;0;0;0;0;0;0;0
2020-10-01 05:45:00;2;0;134;3;7;62;0;0;0;0;0;0;0;0
2020-10-01 06:00:00;2;0;123;6;7;71;0;0;0;0;0;0;0;0
2020-10-01 06:15:00;1;0;169;3;5;61;0;1;0;0;0;0;0;0
2020-10-01 06:30:00;2;0;237;9;11;59;0;1;0;0;0;0;0;0
2020-10-01 06:45:00;0;0;251;10;12;60;0;0;0;0;0;0;0;0
2020-10-01 07:00:00;2;0;256;13;14;60;0;1;0;0;0;0;1;0
2020-10-01 07:15:00;2;0;242;39;41;84;0;0;0;0;0;0;0;0
2020-10-01 07:30:00;0;0;54;11;10;27;0;0;0;0;0;0;0;0
2020-10-01 07:45:00;9;0;230;24;27;106;0;0;0;0;0;0;1;0
2020-10-01 08:00:00;2;0;219;21;22;109;0;0;0;0;0;0;0;0
2020-10-01 08:15:00;3;0;192;14;18;122;0;2;0;0;0;0;0;0
2020-10-01 08:30:00;8;0;190;12;17;96;0;5;0;0;0;0;1;0
2020-10-01 08:45:00;7;0;183;5;11;108;0;1;0;0;1;0;0;0
2020-10-01 09:00:00;7;0;170;11;12;100;0;1;0;0;0;0;0;0
2020-10-01 09:15:00;4;0;160;5;11;102;0;1;0;0;0;0;0;0
2020-10-01 09:30:00;6;0;158;13;13;104;0;1;0;0;1;0;1;0
2020-10-01 09:45:00;4;0;160;7;10;113;0;3;0;0;0;0;2;0
2020-10-01 10:00:00;2;0;129;13;17;108;0;0;0;0;0;0;0;0
2020-10-01 10:15:00;1;0;152;10;15;123;0;0;0;0;0;0;2;0
2020-10-01 10:30:00;5;0;149;10;15;132;0;2;0;0;0;0;0;0
2020-10-01 10:45:00;5;0;149;11;12;124;0;1;0;0;0;0;0;0
2020-10-01 11:00:00;1;0;129;18;25;159;0;1;0;0;0;0;0;0
2020-10-01 11:15:00;5;0;138;12;12;138;0;3;0;0;1;0;0;0
2020-10-01 11:30:00;3;0;134;10;13;161;0;0;0;0;0;0;1;0
2020-10-01 11:45:00;3;0;139;12;16;160;0;2;0;0;0;0;0;0
2020-10-01 12:00:00;3;0;136;9;15;149;0;5;0;0;0;0;0;0
2020-10-01 12:15:00;2;0;159;8;7;149;0;5;0;0;1;0;0;0
2020-10-01 12:30:00;2;0;134;16;19;166;0;2;0;0;1;0;1;0
2020-10-01 12:45:00;4;0;106;3;9;144;0;2;0;0;0;0;0;0
2020-10-01 13:00:00;3;0;165;9;14;163;0;3;0;0;0;0;1;0
2020-10-01 13:15:00;3;0;201;9;17;183;0;9;0;0;0;0;1;0
2020-10-01 13:30:00;3;0;182;11;15;142;0;1;0;0;14;0;0;0
2020-10-01 13:45:00;3;0;212;12;16;151;0;3;0;0;0;0;1;0
2020-10-01 14:00:00;0;0;151;10;12;200;0;2;0;0;2;0;0;0
2020-10-01 14:15:00;3;0;129;8;17;203;0;1;0;0;0;0;3;0
2020-10-01 14:30:00;1;0;153;11;15;197;0;1;0;0;0;0;2;0
2020-10-01 14:45:00;2;0;153;14;23;199;0;2;0;0;0;0;1;0
2020-10-01 15:00:00;3;0;146;15;21;234;0;2;0;0;0;0;2;0
2020-10-01 15:15:00;5;0;123;15;19;190;0;3;0;0;2;0;0;0
2020-10-01 15:30:00;4;0;151;10;17;217;0;6;0;0;1;0;0;0
2020-10-01 15:45:00;3;0;170;10;15;207;0;7;0;0;0;0;0;0
2020-10-01 16:00:00;4;0;167;15;21;236;0;1;0;0;0;0;0;0
2020-10-01 16:15:00;7;0;152;21;22;245;0;8;0;0;1;0;1;0
2020-10-01 16:30:00;4;0;196;11;18;255;0;3;0;0;0;0;3;0
2020-10-01 16:45:00;6;0;168;13;20;253;0;4;0;0;1;0;1;0
2020-10-01 17:00:00;8;0;171;14;21;255;0;8;0;0;0;0;2;0
2020-10-01 17:15:00;11;0;171;12;19;264;0;0;0;0;1;0;3;0
2020-10-01 17:30:00;12;0;156;17;20;247;0;1;0;0;3;0;1;0
2020-10-01 17:45:00;6;0;167;10;46;232;0;6;0;0;1;0;0;0
2020-10-01 18:00:00;6;0;200;23;29;237;0;3;0;0;1;0;2;0
2020-10-01 18:15:00;4;0;152;16;21;221;0;3;0;0;2;0;0;0
2020-10-01 18:30:00;6;0;149;6;14;213;0;2;0;0;2;0;0;0
2020-10-01 18:45:00;4;0;126;8;24;198;0;0;0;0;1;0;0;0
2020-10-01 19:00:00;6;0;119;8;19;164;0;1;0;0;0;0;1;0
2020-10-01 19:15:00;2;0;103;10;19;176;0;3;0;0;0;0;0;0
2020-10-01 19:30:00;3;0;93;8;12;127;0;1;0;0;0;0;2;0
2020-10-01 19:45:00;5;0;91;4;12;137;0;0;0;0;0;0;1;0
2020-10-01 20:00:00;3;0;70;8;11;108;0;1;0;0;2;0;1;0
2020-10-01 20:15:00;3;0;59;5;12;116;0;1;0;0;0;0;0;0
2020-10-01 20:30:00;6;0;61;8;12;105;0;1;0;0;0;0;1;0
2020-10-01 20:45:00;4;0;81;5;7;79;0;0;0;0;0;0;0;0
2020-10-01 21:00:00;5;0;88;4;8;60;0;0;0;0;0;0;2;0
2020-10-01 21:15:00;4;0;90;12;12;58;0;0;0;0;0;0;0;0
2020-10-01 21:30:00;2;0;43;5;7;76;0;0;0;0;0;0;0;0
2020-10-01 21:45:00;1;0;29;6;8;103;0;0;0;0;0;0;0;0
2020-10-01 22:00:00;5;0;36;1;2;123;0;0;0;0;0;0;0;0
2020-10-01 22:15:00;1;0;27;5;6;112;0;0;0;0;0;0;0;0
2020-10-01 22:30:00;0;0;15;2;3;49;0;0;0;0;0;0;0;0
2020-10-01 22:45:00;1;0;17;5;5;52;0;0;0;0;0;0;0;0
2020-10-01 23:00:00;0;0;14;10;10;34;0;0;0;0;0;0;0;0
2020-10-01 23:15:00;0;0;13;2;3;21;0;0;0;0;0;0;0;0
2020-10-01 23:30:00;1;0;9;0;0;16;0;0;0;0;0;0;0;0
2020-10-01 23:45:00;0;0;7;1;2;10;0;0;0;0;0;0;0;0
