DATUM;1(DA1);2(DA2RES);3(DB1);4(DC1);5(DC2RES);6(DD1);7(TAFBA);8(TAFGB);9(TAFBB);10(TAFBC);11(TAFGD);12(TAFBD);13(TAFGB2);14(TAFBB2)
2020-10-29 00:00:00;0;0;1;0;0;5;0;0;0;0;0;0;0;0
2020-10-29 00:15:00;1;0;3;0;1;9;0;0;0;0;0;0;0;0
2020-10-29 00:30:00;0;0;4;0;0;3;0;0;0;0;0;0;0;0
2020-10-29 00:45:00;1;0;5;1;1;2;0;0;0;0;0;0;0;0
2020-10-29 01:00:00;0;0;3;1;1;3;0;0;0;0;0;0;0;0
2020-10-29 01:15:00;0;0;3;1;1;6;0;0;0;0;0;0;0;0
2020-10-29 01:30:00;1;0;2;0;0;3;0;0;0;0;0;0;0;0
2020-10-29 01:45:00;1;0;4;0;0;1;0;0;0;0;0;0;0;0
2020-10-29 02:00:00;0;0;0;0;0;4;0;0;0;0;0;0;0;0
2020-10-29 02:15:00;0;0;4;1;1;2;0;0;0;0;0;0;0;0
2020-10-29 02:30:00;0;0;5;1;1;2;0;0;0;0;0;0;0;0
2020-10-29 02:45:00;0;0;1;0;0;3;0;0;0;0;0;0;0;0
2020-10-29 03:00:00;0;0;2;0;0;1;0;0;0;0;0;0;0;0
2020-10-29 03:15:00;0;0;3;0;0;4;0;0;0;0;0;0;0;0
2020-10-29 03:30:00;1;0;2;1;1;2;0;0;0;0;0;0;0;0
2020-10-29 03:45:00;0;0;4;0;0;6;0;0;0;0;0;0;0;0
2020-10-29 04:00:00;2;0;6;1;1;4;0;0;0;0;0;0;0;0
2020-10-29 04:15:00;0;0;9;1;1;5;0;0;0;0;0;0;0;0
2020-10-29 04:30:00;0;0;16;0;0;4;0;0;0;0;0;0;0;0
2020-10-29 04:45:00;1;0;24;0;0;11;0;0;0;0;0;0;0;0
2020-10-29 05:00:00;1;0;74;2;2;6;0;0;0;0;0;0;0;0
2020-10-29 05:15:00;1;0;130;1;1;11;0;0;0;0;0;0;0;0
2020-10-29 05:30:00;0;0;144;4;5;15;0;0;0;0;0;0;0;0
2020-10-29 05:45:00;3;0;157;3;5;61;0;0;0;0;0;0;0;0
2020-10-29 06:00:00;5;0;112;4;7;61;0;0;0;0;0;0;0;0
2020-10-29 06:15:00;3;0;192;3;5;61;0;0;0;0;1;0;0;0
2020-10-29 06:30:00;3;0;209;7;9;62;0;1;0;0;0;0;0;0
2020-10-29 06:45:00;2;0;224;14;17;84;0;1;0;0;0;0;0;0
2020-10-29 07:00:00;1;0;253;21;23;62;0;1;0;0;1;0;0;0
2020-10-29 07:15:00;14;0;246;53;52;94;0;0;0;0;0;0;0;0
2020-10-29 07:30:00;5;0;251;59;58;119;0;1;0;0;0;0;0;0
2020-10-29 07:45:00;9;0;244;37;40;119;0;0;0;0;0;0;0;0
2020-10-29 08:00:00;6;0;241;24;28;104;0;0;0;0;0;0;0;0
2020-10-29 08:15:00;6;0;162;14;19;121;0;2;0;0;0;0;0;0
2020-10-29 08:30:00;7;0;196;18;24;93;0;0;0;0;0;0;0;0
2020-10-29 08:45:00;6;0;180;13;20;119;0;1;0;0;0;0;1;0
2020-10-29 09:00:00;5;0;141;11;13;122;0;1;0;0;0;0;0;0
2020-10-29 09:15:00;5;0;157;15;17;101;0;4;0;0;0;0;0;0
2020-10-29 09:30:00;0;0;174;11;12;93;0;2;0;0;0;0;1;0
2020-10-29 09:45:00;0;0;155;13;15;117;0;1;0;0;0;0;0;0
2020-10-29 10:00:00;4;0;148;9;13;113;0;0;0;0;0;0;0;0
2020-10-29 10:15:00;3;0;124;12;15;139;0;1;0;0;0;0;2;0
2020-10-29 10:30:00;3;0;142;12;13;138;0;0;0;0;0;0;0;0
2020-10-29 10:45:00;4;0;128;6;15;133;0;4;0;0;2;0;2;0
2020-10-29 11:00:00;4;0;134;12;14;136;0;1;0;0;0;0;0;0
2020-10-29 11:15:00;6;0;121;19;20;124;0;3;0;0;0;0;0;0
2020-10-29 11:30:00;1;0;127;5;9;143;0;2;0;0;0;0;1;0
2020-10-29 11:45:00;10;0;125;10;16;163;0;0;0;0;0;0;0;0
2020-10-29 12:00:00;6;0;126;11;15;176;0;2;0;0;1;0;1;0
2020-10-29 12:15:00;6;0;143;12;18;154;0;2;0;0;0;0;0;0
2020-10-29 12:30:00;7;0;146;15;22;159;0;1;0;0;0;0;0;0
2020-10-29 12:45:00;3;0;150;9;15;165;0;4;0;0;0;0;2;0
2020-10-29 13:00:00;4;0;191;14;20;184;0;0;0;0;3;0;0;0
2020-10-29 13:15:00;4;0;198;9;14;159;0;4;0;0;0;0;0;0
2020-10-29 13:30:00;6;0;191;10;13;166;0;4;0;0;0;0;0;0
2020-10-29 13:45:00;1;0;201;14;17;148;0;5;0;0;1;0;0;0
2020-10-29 14:00:00;0;0;157;16;21;222;0;1;0;0;0;0;0;0
2020-10-29 14:15:00;2;0;149;4;10;214;0;3;0;0;0;0;1;0
2020-10-29 14:30:00;5;0;156;10;14;192;0;4;0;0;0;0;0;0
2020-10-29 14:45:00;4;0;142;11;17;225;0;3;0;0;0;0;1;0
2020-10-29 15:00:00;5;0;143;11;13;216;0;2;0;0;1;0;1;0
2020-10-29 15:15:00;4;0;138;16;19;248;0;5;0;0;0;0;0;0
2020-10-29 15:30:00;2;0;170;13;18;239;0;1;0;0;0;0;1;0
2020-10-29 15:45:00;5;0;161;4;12;236;0;0;0;0;0;0;0;0
2020-10-29 16:00:00;3;0;164;17;19;257;0;0;0;0;0;0;1;0
2020-10-29 16:15:00;1;0;163;16;18;254;0;1;0;0;2;0;2;0
2020-10-29 16:30:00;6;0;164;9;16;260;0;4;0;0;0;0;0;0
2020-10-29 16:45:00;7;0;141;12;19;249;0;1;0;0;0;0;1;0
2020-10-29 17:00:00;10;0;149;13;21;256;0;3;0;0;0;0;1;0
2020-10-29 17:15:00;6;0;146;15;17;232;0;4;0;0;0;0;2;0
2020-10-29 17:30:00;11;0;146;15;23;250;0;5;0;0;0;0;2;0
2020-10-29 17:45:00;9;0;145;12;16;252;0;5;0;0;0;0;0;0
2020-10-29 18:00:00;5;0;149;6;14;247;0;1;0;0;0;0;0;0
2020-10-29 18:15:00;9;0;136;12;18;183;0;2;0;0;0;0;0;0
2020-10-29 18:30:00;4;0;100;10;18;183;0;3;0;0;0;0;0;0
2020-10-29 18:45:00;3;0;98;6;12;143;0;1;0;0;2;0;0;0
2020-10-29 19:00:00;7;0;79;4;11;140;0;1;0;0;0;0;0;0
2020-10-29 19:15:00;3;0;98;9;17;143;0;3;0;0;0;0;0;0
2020-10-29 19:30:00;0;0;74;9;10;119;0;1;0;0;0;0;0;0
2020-10-29 19:45:00;4;0;69;7;10;106;0;1;0;0;0;0;0;0
2020-10-29 20:00:00;3;0;74;2;5;90;0;1;0;0;0;0;0;0
2020-10-29 20:15:00;2;0;51;3;6;107;0;0;0;0;0;0;0;0
2020-10-29 20:30:00;1;0;43;4;7;92;0;2;0;0;0;0;0;0
2020-10-29 20:45:00;0;0;60;10;14;77;0;0;0;0;0;0;0;0
2020-10-29 21:00:00;1;0;104;11;13;94;0;1;0;0;1;0;0;0
2020-10-29 21:15:00;1;0;77;3;4;78;0;0;0;0;0;0;0;0
2020-10-29 21:30:00;1;0;53;21;5;61;0;1;0;0;0;0;0;0
2020-10-29 21:45:00;1;0;37;6;6;88;0;0;0;0;0;0;0;0
2020-10-29 22:00:00;1;0;14;2;2;105;0;0;0;0;0;0;0;0
2020-10-29 22:15:00;0;0;26;3;4;111;0;0;0;0;0;0;0;0
2020-10-29 22:30:00;1;0;9;5;7;41;0;0;0;0;0;0;0;0
2020-10-29 22:45:00;0;0;18;4;5;25;0;0;0;0;0;0;0;0
2020-10-29 23:00:00;0;0;13;3;4;20;0;0;0;0;0;0;0;0
2020-10-29 23:15:00;1;0;10;1;1;20;0;0;0;0;0;0;0;0
2020-10-29 23:30:00;1;0;2;0;0;9;0;0;0;0;0;0;0;0
2020-10-29 23:45:00;ERROR:;ORA-12541:;TNS:no;listener;SP2-0640:;Not;connected
