DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DD1);31(DB2);32(TARDD);33(TAFGA);34(TAFGC);35(TAFBA);36(TAFBB);37(TAFBC);38(TAFBD)
2020-09-27 00:00:00;17;0;4;3;14;2;2;6;0;0;0;0;0;0;0
2020-09-27 00:15:00;24;0;4;3;16;2;9;6;0;0;0;0;0;0;0
2020-09-27 00:30:00;25;2;4;1;24;2;6;7;0;0;0;0;0;0;0
2020-09-27 00:45:00;19;0;3;1;20;1;6;2;0;0;0;0;0;0;0
2020-09-27 01:00:00;26;0;2;1;17;3;10;3;0;0;0;0;0;0;0
2020-09-27 01:15:00;12;1;2;1;7;1;4;4;0;0;2;0;0;0;0
2020-09-27 01:30:00;12;1;1;2;17;3;8;2;0;0;0;0;0;0;0
2020-09-27 01:45:00;15;1;0;2;17;1;9;4;0;0;0;0;0;0;0
2020-09-27 02:00:00;12;0;3;0;15;1;5;1;0;0;0;0;0;0;0
2020-09-27 02:15:00;3;0;1;1;8;1;1;1;0;0;0;0;0;0;0
2020-09-27 02:30:00;11;0;1;0;10;1;4;1;0;0;0;0;0;0;0
2020-09-27 02:45:00;5;0;0;0;8;0;3;0;0;0;0;0;0;0;0
2020-09-27 03:00:00;7;0;1;0;8;1;3;2;0;0;0;0;0;0;0
2020-09-27 03:15:00;7;0;5;1;8;3;2;5;0;0;0;0;0;0;0
2020-09-27 03:30:00;4;0;1;1;4;1;4;2;0;0;0;0;0;0;0
2020-09-27 03:45:00;5;1;1;2;5;1;2;3;0;0;0;0;0;0;0
2020-09-27 04:00:00;2;0;4;0;4;2;4;2;0;0;0;0;0;0;0
2020-09-27 04:15:00;6;0;3;0;3;0;4;2;0;0;0;0;0;0;0
2020-09-27 04:30:00;2;0;0;1;6;0;3;2;0;0;0;0;0;0;0
2020-09-27 04:45:00;4;0;2;1;5;0;2;4;0;0;0;0;0;0;0
2020-09-27 05:00:00;6;1;2;1;0;1;3;3;0;0;0;0;0;0;0
2020-09-27 05:15:00;9;1;2;1;4;2;3;4;0;0;0;0;0;0;0
2020-09-27 05:30:00;28;1;8;0;4;0;7;2;0;0;0;0;0;0;0
2020-09-27 05:45:00;27;3;6;2;8;0;7;5;0;0;1;0;0;0;0
2020-09-27 06:00:00;5;0;5;0;8;0;5;4;0;0;0;0;0;0;0
2020-09-27 06:15:00;15;1;4;0;1;1;10;3;0;0;0;0;0;0;0
2020-09-27 06:30:00;8;0;3;1;2;0;9;5;0;0;0;0;0;0;0
2020-09-27 06:45:00;13;0;6;1;3;0;13;7;0;0;0;0;0;0;0
2020-09-27 07:00:00;15;0;0;0;6;2;11;1;0;0;0;0;0;0;0
2020-09-27 07:15:00;11;1;1;7;15;3;8;9;0;0;1;0;0;0;0
2020-09-27 07:30:00;19;0;9;5;14;2;12;11;0;0;0;0;0;0;0
2020-09-27 07:45:00;23;2;8;9;13;1;10;13;0;0;0;0;0;0;0
2020-09-27 08:00:00;26;3;11;4;9;1;12;15;0;0;0;0;0;0;0
2020-09-27 08:15:00;27;2;6;7;12;2;13;9;0;0;0;0;0;0;0
2020-09-27 08:30:00;25;0;5;5;32;6;15;10;0;0;0;0;0;0;0
2020-09-27 08:45:00;51;0;8;2;20;3;18;6;0;0;0;0;0;0;0
2020-09-27 09:00:00;41;3;11;3;32;3;20;11;0;1;0;0;0;0;0
2020-09-27 09:15:00;41;1;15;6;36;2;19;14;0;0;3;0;0;0;0
2020-09-27 09:30:00;67;1;15;10;39;6;22;19;0;2;1;0;0;0;0
2020-09-27 09:45:00;61;2;19;9;32;8;16;14;0;0;0;0;2;0;0
2020-09-27 10:00:00;54;2;20;9;52;8;21;15;0;0;0;0;0;0;0
2020-09-27 10:15:00;62;2;19;11;48;3;23;16;0;0;0;0;0;0;0
2020-09-27 10:30:00;53;4;17;6;51;6;23;16;0;0;0;0;0;0;0
2020-09-27 10:45:00;67;2;16;9;53;2;30;21;0;0;0;0;0;0;0
2020-09-27 11:00:00;59;5;19;15;66;8;29;22;0;0;1;0;0;0;0
