DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DD2)
2020-01-13 00:00:00;3;2;0;4;1;2;1;3;3
2020-01-13 00:15:00;3;5;3;1;1;3;2;3;3
2020-01-13 00:30:00;5;2;2;4;1;6;2;0;0
2020-01-13 00:45:00;6;1;0;3;0;4;2;1;1
2020-01-13 01:00:00;4;1;2;2;0;5;1;0;0
2020-01-13 01:15:00;1;3;1;4;0;5;2;0;0
2020-01-13 01:30:00;2;0;0;3;3;0;0;0;0
2020-01-13 01:45:00;2;2;1;3;1;6;1;0;0
2020-01-13 02:00:00;2;0;1;1;2;2;0;1;1
2020-01-13 02:15:00;4;2;1;3;1;4;0;0;0
2020-01-13 02:30:00;2;0;1;3;0;1;1;1;1
2020-01-13 02:45:00;2;1;0;2;1;2;1;4;4
2020-01-13 03:00:00;4;3;2;1;0;3;0;2;2
2020-01-13 03:15:00;2;2;2;3;1;1;1;5;5
2020-01-13 03:30:00;3;1;0;2;0;0;1;5;5
2020-01-13 03:45:00;4;1;0;3;0;4;1;4;4
2020-01-13 04:00:00;9;4;0;5;0;1;2;1;1
2020-01-13 04:15:00;7;2;0;9;1;3;1;6;6
2020-01-13 04:30:00;3;5;1;11;7;9;3;2;2
2020-01-13 04:45:00;14;2;1;11;1;11;7;4;4
2020-01-13 05:00:00;23;10;2;15;9;26;19;4;4
2020-01-13 05:15:00;37;13;2;24;17;29;25;10;10
2020-01-13 05:30:00;51;26;4;33;25;39;43;7;7
2020-01-13 05:45:00;35;14;10;32;15;56;54;14;14
2020-01-13 06:00:00;43;20;6;36;33;55;61;17;17
2020-01-13 06:15:00;43;21;4;45;25;86;91;21;21
2020-01-13 06:30:00;54;33;16;27;21;111;134;28;28
2020-01-13 06:45:00;73;48;11;32;40;147;144;20;20
2020-01-13 07:00:00;52;39;16;29;23;153;136;24;24
2020-01-13 07:15:00;52;39;19;30;17;201;154;17;18
2020-01-13 07:30:00;51;56;21;36;26;187;124;27;26
2020-01-13 07:45:00;66;64;30;42;39;196;137;15;15
2020-01-13 08:00:00;66;46;12;30;31;143;133;29;29
2020-01-13 08:15:00;63;42;21;31;24;135;126;20;20
2020-01-13 08:30:00;58;32;24;34;21;120;111;19;19
2020-01-13 08:45:00;54;34;16;32;20;85;97;16;16
2020-01-13 09:00:00;56;38;15;33;27;71;77;20;20
2020-01-13 09:15:00;48;27;15;33;24;71;83;13;13
2020-01-13 09:30:00;62;36;22;33;28;70;71;13;13
2020-01-13 09:45:00;66;41;17;31;46;62;71;13;13
2020-01-13 10:00:00;70;38;30;33;24;53;62;23;23
2020-01-13 10:15:00;64;43;19;39;45;43;61;20;20
