DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(TAFGC);8(TAFBB);9(TAFBC);10(TAFBD)
2019-11-14 00:00:00;7;2;0;8;4;0;0;0;0;0
2019-11-14 00:15:00;3;1;0;8;2;0;0;0;0;0
2019-11-14 00:30:00;8;10;0;5;1;0;0;0;0;0
2019-11-14 00:45:00;6;3;1;10;7;0;0;0;0;0
2019-11-14 01:00:00;6;5;0;2;0;0;0;0;0;0
2019-11-14 01:15:00;5;3;0;4;4;1;0;0;0;0
2019-11-14 01:30:00;10;7;0;2;3;0;0;0;0;0
2019-11-14 01:45:00;6;6;0;9;2;0;0;0;0;0
2019-11-14 02:00:00;5;4;1;3;2;0;0;0;0;0
2019-11-14 02:15:00;4;3;1;3;3;0;0;0;0;0
2019-11-14 02:30:00;8;3;0;4;1;0;0;0;0;0
2019-11-14 02:45:00;5;5;1;8;4;0;0;0;0;0
2019-11-14 03:00:00;9;7;0;8;3;0;0;0;0;0
2019-11-14 03:15:00;7;8;5;5;4;1;0;0;0;0
2019-11-14 03:30:00;3;3;0;8;3;0;0;0;0;0
2019-11-14 03:45:00;4;4;2;4;1;1;0;0;0;0
2019-11-14 04:00:00;3;3;1;6;2;0;0;0;0;0
2019-11-14 04:15:00;7;3;1;10;5;0;0;0;0;0
2019-11-14 04:30:00;12;6;0;4;5;0;0;0;0;0
2019-11-14 04:45:00;16;11;0;22;11;1;0;0;0;0
2019-11-14 05:00:00;10;10;4;28;16;0;0;0;0;0
2019-11-14 05:15:00;30;11;0;45;15;0;0;0;0;0
2019-11-14 05:30:00;46;26;1;49;21;1;0;0;0;0
2019-11-14 05:45:00;66;29;0;58;25;3;0;0;0;0
2019-11-14 06:00:00;55;25;5;71;34;4;0;0;0;0
2019-11-14 06:15:00;57;24;4;85;40;0;0;0;0;0
2019-11-14 06:30:00;124;66;0;96;53;258;0;0;0;0
2019-11-14 06:45:00;128;82;0;112;58;6;0;0;0;0
2019-11-14 07:00:00;95;54;1;137;78;4;1;0;0;0
2019-11-14 07:15:00;165;72;0;132;64;262;0;0;0;0
2019-11-14 07:30:00;123;76;2;119;90;6;0;0;0;0
2019-11-14 07:45:00;144;89;4;124;67;6;0;0;0;0
2019-11-14 08:00:00;128;85;4;120;64;8;3;0;0;0
2019-11-14 08:15:00;101;103;1;104;70;9;4;0;0;0
2019-11-14 08:30:00;95;80;1;87;57;7;2;0;0;0
2019-11-14 08:45:00;103;79;2;89;59;9;0;0;0;0
2019-11-14 09:00:00;91;83;5;100;55;10;0;0;0;0
2019-11-14 09:15:00;90;74;2;100;60;10;0;0;0;0
2019-11-14 09:30:00;90;56;2;102;90;7;62;0;0;0
2019-11-14 09:45:00;86;58;8;97;59;5;24;0;0;0
2019-11-14 10:00:00;96;69;10;98;63;7;0;0;0;0
2019-11-14 10:15:00;99;65;4;117;60;4;0;0;0;0
2019-11-14 10:30:00;104;61;4;93;66;11;0;0;0;0
2019-11-14 10:45:00;93;67;4;108;64;8;3;0;0;0
2019-11-14 11:00:00;99;57;3;104;63;12;0;0;0;0
2019-11-14 11:15:00;100;56;3;105;59;262;4;0;0;0
2019-11-14 11:30:00;80;72;10;102;72;262;0;0;0;0
2019-11-14 11:45:00;96;63;3;99;44;6;1;0;0;0
2019-11-14 12:00:00;108;69;13;111;66;263;2;0;0;0
2019-11-14 12:15:00;90;77;13;89;53;8;1;0;0;0
2019-11-14 12:30:00;96;53;4;121;51;7;8;0;0;0
2019-11-14 12:45:00;97;63;4;106;56;8;2;0;0;0
2019-11-14 13:00:00;105;50;7;83;104;8;3;0;0;0
2019-11-14 13:15:00;98;60;5;98;66;9;6;0;0;0
2019-11-14 13:30:00;102;73;5;73;52;9;0;0;0;0
2019-11-14 13:45:00;113;66;8;109;78;6;4;0;0;0
2019-11-14 14:00:00;103;69;8;118;87;9;0;0;0;0
2019-11-14 14:15:00;103;65;9;109;70;10;10;0;0;0
2019-11-14 14:30:00;97;60;5;112;86;9;3;0;0;0
2019-11-14 14:45:00;104;66;3;118;85;10;1;0;0;0
2019-11-14 15:00:00;110;67;2;112;68;8;4;0;0;0
2019-11-14 15:15:00;116;79;7;123;81;12;5;0;0;0
2019-11-14 15:30:00;104;70;6;136;81;8;0;0;0;0
2019-11-14 15:45:00;124;83;5;110;68;7;1;0;0;0
2019-11-14 16:00:00;133;77;5;118;92;14;4;0;0;0
2019-11-14 16:15:00;132;64;9;126;98;10;1;0;0;0
2019-11-14 16:30:00;141;91;258;160;86;11;2;0;0;0
2019-11-14 16:45:00;122;78;13;144;119;8;2;0;0;0
2019-11-14 17:00:00;124;71;12;161;121;13;10;0;0;0
2019-11-14 17:15:00;135;71;0;127;79;12;3;0;0;0
2019-11-14 17:30:00;112;53;4;131;83;5;0;0;0;0
2019-11-14 17:45:00;110;49;8;96;63;8;9;0;0;0
2019-11-14 18:00:00;94;56;4;111;54;7;5;0;0;0
2019-11-14 18:15:00;90;34;1;97;54;5;0;0;0;0
2019-11-14 18:30:00;71;31;3;73;39;3;0;0;0;0
2019-11-14 18:45:00;76;32;3;55;21;4;0;0;0;0
2019-11-14 19:00:00;54;25;0;63;20;4;0;0;0;0
2019-11-14 19:15:00;60;28;0;62;20;5;0;0;0;0
2019-11-14 19:30:00;43;21;1;45;13;1;0;0;0;0
2019-11-14 19:45:00;59;28;1;47;15;256;6;0;0;0
2019-11-14 20:00:00;44;18;2;33;21;4;0;0;0;0
2019-11-14 20:15:00;44;19;0;34;12;1;0;0;0;0
2019-11-14 20:30:00;32;11;1;23;13;1;0;0;0;0
2019-11-14 20:45:00;45;19;2;40;17;1;0;0;0;0
2019-11-14 21:00:00;43;24;0;34;12;0;0;0;0;0
2019-11-14 21:15:00;35;19;0;38;19;1;0;0;0;0
2019-11-14 21:30:00;26;15;2;36;9;0;0;0;0;0
2019-11-14 21:45:00;50;28;2;22;11;1;0;0;0;0
2019-11-14 22:00:00;38;12;3;22;7;2;0;0;0;0
2019-11-14 22:15:00;37;20;3;24;7;0;0;0;0;0
2019-11-14 22:30:00;31;11;1;22;9;0;0;0;0;0
2019-11-14 22:45:00;16;7;4;20;9;0;0;0;0;0
2019-11-14 23:00:00;17;9;1;11;14;1;0;0;0;0
2019-11-14 23:15:00;15;5;0;17;7;0;0;0;0;0
2019-11-14 23:30:00;21;8;0;14;4;0;0;0;0;0
2019-11-14 23:45:00;8;8;0;3;5;1;0;0;0;0
