DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DC1);8(DC2);9(TAFGA);10(TAFGC);11(TAFBA);12(TAFBB);13(TAFBC)
2020-02-07 00:00:00;13;3;4;3;3;4;1;10;0;0;0;0;0
2020-02-07 00:15:00;10;3;4;5;0;0;0;13;0;0;0;0;0
2020-02-07 00:30:00;15;0;5;1;0;0;2;20;0;0;0;0;0
2020-02-07 00:45:00;10;3;5;2;0;0;0;8;0;0;0;0;0
2020-02-07 01:00:00;4;5;4;1;2;0;2;18;0;0;0;0;0
2020-02-07 01:15:00;5;1;3;0;0;0;0;9;0;0;0;0;0
2020-02-07 01:30:00;10;1;3;1;0;0;0;11;0;0;0;0;0
2020-02-07 01:45:00;9;0;0;2;0;0;0;4;0;0;0;0;0
2020-02-07 02:00:00;12;2;4;1;0;0;0;5;0;0;0;0;0
2020-02-07 02:15:00;8;4;5;3;0;0;0;7;0;0;0;0;0
2020-02-07 02:30:00;6;1;2;1;0;0;0;4;0;0;0;0;0
2020-02-07 02:45:00;7;2;2;1;0;0;0;6;0;0;0;0;0
2020-02-07 03:00:00;3;1;3;1;0;0;0;10;0;0;0;0;0
2020-02-07 03:15:00;8;1;1;0;0;0;0;6;0;0;0;0;0
2020-02-07 03:30:00;9;3;2;1;1;1;0;6;0;0;0;0;0
2020-02-07 03:45:00;4;2;3;1;0;0;0;4;0;0;0;0;0
2020-02-07 04:00:00;10;1;3;1;2;2;1;12;0;0;0;0;0
2020-02-07 04:15:00;10;1;1;1;0;0;0;4;0;0;0;0;0
2020-02-07 04:30:00;10;2;7;2;2;2;1;20;0;0;0;0;0
2020-02-07 04:45:00;14;4;4;3;0;0;0;14;0;0;0;0;0
2020-02-07 05:00:00;22;7;10;7;3;4;4;29;0;0;0;0;0
2020-02-07 05:15:00;40;12;17;10;5;7;7;59;0;0;0;0;0
2020-02-07 05:30:00;58;5;12;7;9;9;11;111;0;0;0;0;0
2020-02-07 05:45:00;49;8;20;9;5;6;8;98;0;0;0;0;0
2020-02-07 06:00:00;87;22;27;17;8;9;5;91;0;0;0;0;0
2020-02-07 06:15:00;89;10;20;9;10;12;7;112;0;0;0;0;0
2020-02-07 06:30:00;103;13;22;17;10;11;16;184;0;1;0;0;0
2020-02-07 06:45:00;107;17;26;21;14;14;12;176;0;4;0;0;0
2020-02-07 07:00:00;134;19;22;17;16;16;18;194;0;0;0;0;0
2020-02-07 07:15:00;200;22;29;21;19;18;23;192;2;0;0;0;0
2020-02-07 07:30:00;198;22;24;22;28;27;30;188;2;1;0;0;0
2020-02-07 07:45:00;145;26;30;26;27;42;36;192;1;2;0;0;0
2020-02-07 08:00:00;159;28;33;26;34;34;27;190;1;1;0;0;0
2020-02-07 08:15:00;165;24;32;22;33;31;8;180;2;1;0;0;0
2020-02-07 08:30:00;161;21;25;17;30;33;19;175;1;1;0;0;0
2020-02-07 08:45:00;131;20;27;21;38;65;21;154;0;2;0;0;0
2020-02-07 09:00:00;144;18;21;17;47;30;25;190;3;1;0;0;0
2020-02-07 09:15:00;132;20;21;21;54;35;26;177;0;1;0;0;0
2020-02-07 09:30:00;140;24;26;20;48;29;28;207;2;1;0;0;0
2020-02-07 09:45:00;174;22;29;25;26;26;25;189;2;0;0;0;0
2020-02-07 10:00:00;153;18;18;14;39;40;21;208;6;0;0;0;0
2020-02-07 10:15:00;172;14;21;15;25;25;25;188;2;2;0;0;0
2020-02-07 10:30:00;160;14;19;11;17;21;26;166;5;0;0;0;0
2020-02-07 10:45:00;177;26;25;23;22;40;23;199;3;1;0;0;0
2020-02-07 11:00:00;192;25;26;22;32;38;23;169;3;2;0;0;0
2020-02-07 11:15:00;174;19;26;19;36;36;29;183;2;3;0;0;0
2020-02-07 11:30:00;182;21;25;24;32;35;15;174;2;0;0;0;0
2020-02-07 11:45:00;202;22;29;20;43;47;31;261;4;2;0;0;0
2020-02-07 12:00:00;186;16;17;11;33;35;15;181;1;1;0;0;0
2020-02-07 12:15:00;191;28;34;34;27;27;25;218;4;0;0;0;0
2020-02-07 12:30:00;204;20;20;17;35;37;24;228;1;0;0;0;0
2020-02-07 12:45:00;196;16;18;14;25;30;30;220;3;2;0;0;0
2020-02-07 13:00:00;178;25;28;24;25;26;20;181;0;4;0;0;0
2020-02-07 13:15:00;206;24;25;21;23;22;28;217;3;1;0;0;0
2020-02-07 13:30:00;198;17;25;16;34;38;30;203;2;0;0;0;0
2020-02-07 13:45:00;159;18;19;19;32;40;27;188;3;2;0;0;0
2020-02-07 14:00:00;201;21;20;18;35;36;29;208;1;4;0;0;0
2020-02-07 14:15:00;190;20;22;22;29;30;24;198;4;2;0;0;0
2020-02-07 14:30:00;234;20;25;21;31;31;25;214;1;2;0;0;0
2020-02-07 14:45:00;188;27;31;27;28;33;13;203;1;0;0;0;0
2020-02-07 15:00:00;203;17;19;14;38;45;21;215;3;1;0;0;0
2020-02-07 15:15:00;178;17;24;20;34;36;28;240;3;5;0;0;0
2020-02-07 15:30:00;207;17;20;18;33;31;13;201;0;3;0;0;0
2020-02-07 15:45:00;206;14;17;14;29;30;19;228;0;1;0;0;0
2020-02-07 16:00:00;210;22;28;27;24;29;22;203;2;0;0;0;0
2020-02-07 16:15:00;217;19;20;14;31;33;22;225;1;0;0;0;0
2020-02-07 16:30:00;193;18;21;22;39;39;18;227;2;1;0;0;0
2020-02-07 16:45:00;194;12;14;11;24;23;23;224;0;1;0;0;0
2020-02-07 17:00:00;217;22;22;20;49;54;26;199;4;1;0;0;0
2020-02-07 17:15:00;180;19;30;22;35;38;16;233;0;1;0;0;0
2020-02-07 17:30:00;208;23;31;19;22;21;17;210;1;1;0;0;0
2020-02-07 17:45:00;215;22;24;19;32;34;19;208;1;2;0;0;0
2020-02-07 18:00:00;213;11;19;9;34;35;15;225;2;0;0;0;0
2020-02-07 18:15:00;206;15;18;12;16;22;16;213;3;0;0;0;0
2020-02-07 18:30:00;194;12;15;9;28;29;18;188;0;0;0;0;0
2020-02-07 18:45:00;194;11;13;12;17;15;18;187;0;0;0;0;0
2020-02-07 19:00:00;259;14;19;16;19;27;17;178;2;1;0;0;0
2020-02-07 19:15:00;181;12;17;10;10;12;17;191;0;0;0;0;0
2020-02-07 19:30:00;119;6;14;7;13;13;5;114;2;0;0;0;0
2020-02-07 19:45:00;159;15;16;7;4;9;3;114;0;0;0;0;0
2020-02-07 20:00:00;191;13;17;9;8;8;11;115;0;0;0;0;0
2020-02-07 20:15:00;140;18;17;9;5;6;7;94;0;0;0;0;0
2020-02-07 20:30:00;108;7;11;4;4;6;7;80;0;0;0;0;0
2020-02-07 20:45:00;131;7;16;8;16;21;6;93;0;0;0;0;0
2020-02-07 21:00:00;89;8;15;4;17;24;7;96;0;0;0;0;0
2020-02-07 21:15:00;103;9;20;4;11;11;3;110;0;0;0;0;0
2020-02-07 21:30:00;59;5;14;7;0;0;4;95;0;0;0;0;0
2020-02-07 21:45:00;80;11;18;10;6;6;5;79;0;0;0;0;0
2020-02-07 22:00:00;80;6;11;5;8;9;3;65;0;0;0;0;0
2020-02-07 22:15:00;119;11;19;6;5;5;8;93;0;0;0;0;0
2020-02-07 22:30:00;91;12;18;2;9;8;8;83;0;0;0;0;0
2020-02-07 22:45:00;60;12;22;9;7;8;4;76;0;0;0;0;0
2020-02-07 23:00:00;57;11;19;8;3;3;1;67;0;0;0;0;0
2020-02-07 23:15:00;58;8;14;8;3;4;6;81;0;0;0;0;0
2020-02-07 23:30:00;44;4;6;2;2;2;3;44;0;0;0;0;0
2020-02-07 23:45:00;48;9;19;9;1;1;2;46;0;0;0;0;0
