DATUM;1(DA1);2(DA2);3(DC);4(DB);5(TAFGA);6(TAFGC)
2019-12-27 00:00:00;2;0;4;0;0;0
2019-12-27 00:15:00;9;1;0;0;0;0
2019-12-27 00:30:00;7;0;1;0;0;0
2019-12-27 00:45:00;5;1;5;0;0;0
2019-12-27 01:00:00;3;0;1;0;0;0
2019-12-27 01:15:00;1;0;3;0;0;0
2019-12-27 01:30:00;3;0;1;0;0;0
2019-12-27 01:45:00;4;0;0;0;0;0
2019-12-27 02:00:00;4;0;2;0;0;0
2019-12-27 02:15:00;1;0;3;0;0;0
2019-12-27 02:30:00;1;0;3;0;0;0
2019-12-27 02:45:00;3;0;4;0;0;0
2019-12-27 03:00:00;3;0;2;0;0;0
2019-12-27 03:15:00;1;0;3;0;0;0
2019-12-27 03:30:00;1;0;2;0;0;0
2019-12-27 03:45:00;1;0;1;0;0;0
2019-12-27 04:00:00;0;0;3;1;0;0
2019-12-27 04:15:00;2;0;2;0;0;0
2019-12-27 04:30:00;3;0;3;0;0;0
2019-12-27 04:45:00;0;0;4;0;0;0
2019-12-27 05:00:00;0;1;9;0;0;0
2019-12-27 05:15:00;5;0;11;0;0;0
2019-12-27 05:30:00;10;2;15;0;0;0
2019-12-27 05:45:00;8;0;18;0;0;0
2019-12-27 06:00:00;10;0;14;0;0;0
2019-12-27 06:15:00;7;0;13;1;0;0
2019-12-27 06:30:00;13;0;23;1;1;0
2019-12-27 06:45:00;6;0;20;0;0;1
2019-12-27 07:00:00;8;1;16;0;0;0
2019-12-27 07:15:00;11;0;21;0;0;0
2019-12-27 07:30:00;13;0;22;0;0;0
2019-12-27 07:45:00;9;1;18;0;0;0
2019-12-27 08:00:00;17;0;26;0;0;0
2019-12-27 08:15:00;10;0;28;0;0;0
2019-12-27 08:30:00;16;0;32;0;0;0
2019-12-27 08:45:00;17;0;20;0;0;0
2019-12-27 09:00:00;24;0;23;1;0;0
2019-12-27 09:15:00;28;0;38;0;0;0
2019-12-27 09:30:00;17;0;31;1;0;0
2019-12-27 09:45:00;39;0;44;0;0;0
2019-12-27 10:00:00;30;0;32;0;0;1
2019-12-27 10:15:00;31;0;43;0;0;0
2019-12-27 10:30:00;35;0;44;0;0;0
2019-12-27 10:45:00;45;1;42;0;0;2
2019-12-27 11:00:00;61;0;31;1;0;0
2019-12-27 11:15:00;40;1;43;0;0;0
2019-12-27 11:30:00;43;0;63;1;0;0
2019-12-27 11:45:00;50;0;46;0;0;0
2019-12-27 12:00:00;40;0;48;0;0;0
2019-12-27 12:15:00;47;0;40;0;0;0
2019-12-27 12:30:00;44;2;41;1;0;0
2019-12-27 12:45:00;38;0;45;0;0;0
2019-12-27 13:00:00;60;0;33;0;0;0
2019-12-27 13:15:00;53;1;35;0;0;0
2019-12-27 13:30:00;47;1;36;0;0;0
2019-12-27 13:45:00;51;1;48;0;0;0
2019-12-27 14:00:00;46;1;48;0;0;0
2019-12-27 14:15:00;55;0;44;3;1;0
2019-12-27 14:30:00;52;0;38;4;1;0
2019-12-27 14:45:00;49;0;40;1;0;0
2019-12-27 15:00:00;40;0;32;2;0;0
2019-12-27 15:15:00;43;6;44;0;0;0
2019-12-27 15:30:00;43;0;41;2;0;1
2019-12-27 15:45:00;39;1;40;3;0;0
2019-12-27 16:00:00;38;0;35;2;0;0
2019-12-27 16:15:00;36;0;41;1;0;0
2019-12-27 16:30:00;35;1;31;0;0;0
2019-12-27 16:45:00;40;0;52;2;0;0
2019-12-27 17:00:00;33;0;43;1;0;0
2019-12-27 17:15:00;31;0;33;0;0;0
2019-12-27 17:30:00;30;0;38;0;0;0
2019-12-27 17:45:00;38;0;32;0;0;0
2019-12-27 18:00:00;41;0;38;0;0;0
2019-12-27 18:15:00;46;0;30;0;0;0
2019-12-27 18:30:00;20;0;29;0;0;0
2019-12-27 18:45:00;27;0;31;0;0;0
2019-12-27 19:00:00;33;0;34;0;0;0
2019-12-27 19:15:00;23;0;13;0;0;0
2019-12-27 19:30:00;22;0;28;0;0;0
2019-12-27 19:45:00;20;0;20;0;0;0
2019-12-27 20:00:00;24;0;16;1;0;0
2019-12-27 20:15:00;11;0;18;1;0;0
2019-12-27 20:30:00;24;0;20;0;0;0
2019-12-27 20:45:00;18;0;12;0;0;0
2019-12-27 21:00:00;16;1;10;1;0;0
2019-12-27 21:15:00;21;0;14;0;0;0
2019-12-27 21:30:00;12;0;11;0;0;0
2019-12-27 21:45:00;25;0;11;2;0;0
2019-12-27 22:00:00;30;0;10;3;1;0
2019-12-27 22:15:00;22;0;8;0;0;0
2019-12-27 22:30:00;23;0;10;0;0;0
2019-12-27 22:45:00;12;0;15;0;0;0
2019-12-27 23:00:00;18;0;4;0;0;0
2019-12-27 23:15:00;14;0;8;1;0;0
2019-12-27 23:30:00;5;0;5;0;0;0
2019-12-27 23:45:00;15;1;7;0;0;0
