DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(DD2);8(DE1);9(TAFGB);10(TAFBA);11(TAFBB);12(TAFBC);13(TAFBD)
2020-01-10 00:00:00;2;5;4;9;7;0;0;0;0;0;0;0;0
2020-01-10 00:15:00;3;8;4;7;7;0;0;0;0;0;0;0;0
2020-01-10 00:30:00;6;6;3;6;7;1;0;0;0;0;0;0;0
2020-01-10 00:45:00;2;4;4;8;4;0;0;0;0;0;0;0;0
2020-01-10 01:00:00;3;6;6;8;6;3;0;0;0;0;0;0;0
2020-01-10 01:15:00;1;3;3;5;3;0;0;0;0;0;0;0;0
2020-01-10 01:30:00;5;3;4;5;5;1;0;0;0;0;0;0;0
2020-01-10 01:45:00;2;3;5;2;2;0;0;0;0;0;0;0;0
2020-01-10 02:00:00;1;5;2;2;2;0;0;0;0;0;0;0;0
2020-01-10 02:15:00;1;0;3;6;3;1;0;0;0;0;0;0;0
2020-01-10 02:30:00;5;1;1;10;2;0;0;0;0;0;0;0;0
2020-01-10 02:45:00;3;7;1;9;6;0;0;0;0;0;0;0;0
2020-01-10 03:00:00;0;5;2;6;4;0;0;0;0;0;0;0;0
2020-01-10 03:15:00;1;3;4;2;0;0;0;0;0;0;0;0;0
2020-01-10 03:30:00;1;4;4;4;5;0;0;0;0;0;0;0;0
2020-01-10 03:45:00;0;5;0;4;2;0;0;0;0;0;0;0;0
2020-01-10 04:00:00;3;1;2;8;2;0;0;0;0;0;0;0;0
2020-01-10 04:15:00;1;5;1;6;3;0;0;0;0;0;0;0;0
2020-01-10 04:30:00;4;5;1;18;11;0;0;0;0;0;0;0;0
2020-01-10 04:45:00;2;6;6;29;16;0;0;0;0;0;0;0;0
2020-01-10 05:00:00;3;10;4;51;39;1;0;0;0;0;0;0;0
2020-01-10 05:15:00;6;19;3;67;62;2;0;1;0;0;0;0;0
2020-01-10 05:30:00;12;31;12;88;91;2;0;0;3;0;0;0;0
2020-01-10 05:45:00;18;43;19;93;106;2;0;0;0;0;0;0;0
2020-01-10 06:00:00;22;46;22;91;87;1;0;0;1;0;0;0;0
2020-01-10 06:15:00;22;41;21;92;97;3;0;0;1;0;0;0;0
2020-01-10 06:30:00;21;40;32;103;116;6;0;2;1;0;0;3;0
2020-01-10 06:45:00;22;48;44;107;109;6;0;0;2;0;3;0;0
2020-01-10 07:00:00;32;65;28;112;129;9;0;0;0;0;0;6;0
2020-01-10 07:15:00;35;68;47;143;151;14;0;2;4;0;0;0;0
2020-01-10 07:30:00;38;84;67;159;158;22;0;0;2;0;0;0;0
2020-01-10 07:45:00;48;104;59;171;161;34;0;1;4;0;0;0;0
2020-01-10 08:00:00;49;79;39;111;124;19;0;1;5;0;0;2;0
2020-01-10 08:15:00;48;76;47;119;127;23;0;1;4;0;2;1;0
2020-01-10 08:30:00;54;76;47;100;122;26;0;2;1;0;0;0;0
2020-01-10 08:45:00;42;80;64;97;103;23;0;1;1;0;0;0;0
2020-01-10 09:00:00;35;60;39;107;95;18;0;0;2;0;0;0;0
2020-01-10 09:15:00;33;55;42;78;58;13;0;0;6;0;0;0;0
2020-01-10 09:30:00;54;87;47;86;85;32;0;1;4;0;0;0;0
2020-01-10 09:45:00;62;64;48;92;81;26;0;0;3;18;0;2;0
2020-01-10 10:00:00;44;58;44;95;78;23;0;1;7;0;0;0;0
2020-01-10 10:15:00;55;72;42;95;83;24;0;1;18;0;0;0;0
2020-01-10 10:30:00;41;78;54;84;77;33;0;0;6;0;0;0;4
2020-01-10 10:45:00;59;83;43;105;94;22;0;1;9;4;0;1;2
2020-01-10 11:00:00;57;90;40;99;92;21;0;1;3;0;6;3;4
2020-01-10 11:15:00;45;81;47;98;95;24;0;2;10;1;0;0;0
2020-01-10 11:30:00;71;79;45;108;109;47;0;0;5;0;0;0;0
2020-01-10 11:45:00;66;79;35;109;113;33;0;1;0;17;0;0;19
2020-01-10 12:00:00;77;113;43;111;115;33;0;1;10;0;0;9;0
2020-01-10 12:15:00;93;127;48;96;106;44;0;4;4;0;0;1;5
2020-01-10 12:30:00;76;117;47;118;115;41;0;1;0;0;0;0;3
2020-01-10 12:45:00;56;102;48;93;107;43;0;2;33;3;0;0;1
2020-01-10 13:00:00;81;126;52;119;112;70;0;1;38;0;3;4;2
2020-01-10 13:15:00;62;120;53;119;104;37;0;6;3;0;0;0;0
2020-01-10 13:30:00;60;116;55;114;106;23;0;2;9;0;0;0;0
2020-01-10 13:45:00;70;125;55;115;112;33;0;1;0;0;0;0;0
2020-01-10 14:00:00;70;129;65;116;105;25;0;0;4;0;0;8;4
2020-01-10 14:15:00;81;136;55;116;96;33;0;1;11;0;0;2;0
2020-01-10 14:30:00;84;138;59;118;98;28;0;1;1;0;0;0;0
2020-01-10 14:45:00;104;143;64;110;111;36;0;0;13;0;0;1;0
2020-01-10 15:00:00;103;149;51;126;110;24;0;0;0;0;0;1;0
2020-01-10 15:15:00;91;144;54;130;113;36;0;0;7;0;0;4;0
2020-01-10 15:30:00;111;143;73;106;99;47;0;2;14;0;0;2;0
2020-01-10 15:45:00;92;134;60;118;111;18;0;1;4;0;0;1;0
2020-01-10 16:00:00;81;113;59;116;107;51;0;5;6;0;0;0;0
2020-01-10 16:15:00;97;139;59;105;103;31;0;1;16;0;0;0;0
2020-01-10 16:30:00;99;121;56;117;127;32;0;4;13;0;0;0;1
2020-01-10 16:45:00;82;97;63;116;112;30;0;3;13;3;1;0;0
2020-01-10 17:00:00;75;126;66;124;114;26;0;0;2;0;0;0;6
2020-01-10 17:15:00;71;89;53;138;114;29;0;1;5;1;0;2;0
2020-01-10 17:30:00;70;108;55;132;99;29;0;0;0;0;0;0;0
2020-01-10 17:45:00;64;91;55;90;91;28;0;0;25;0;13;3;0
2020-01-10 18:00:00;51;95;44;120;100;23;0;0;0;0;0;0;1
2020-01-10 18:15:00;54;87;61;109;79;29;0;0;1;0;0;0;0
2020-01-10 18:30:00;56;92;43;96;83;23;0;2;3;0;0;0;0
2020-01-10 18:45:00;56;88;55;78;69;15;0;1;3;0;0;0;0
2020-01-10 19:00:00;53;62;42;113;98;22;0;0;2;0;0;11;1
2020-01-10 19:15:00;29;56;36;88;80;24;0;3;0;0;0;0;2
2020-01-10 19:30:00;35;59;34;75;45;15;0;1;4;5;0;0;2
2020-01-10 19:45:00;32;46;39;54;48;22;0;0;1;0;0;0;2
2020-01-10 20:00:00;34;52;31;62;45;21;0;2;3;0;0;4;7
2020-01-10 20:15:00;23;43;32;58;45;4;0;3;2;4;0;0;0
2020-01-10 20:30:00;20;36;23;46;37;13;0;0;0;0;0;0;0
2020-01-10 20:45:00;22;42;28;55;47;21;0;2;0;0;0;0;0
2020-01-10 21:00:00;22;36;27;54;45;11;0;1;13;0;0;0;0
2020-01-10 21:15:00;14;17;15;44;50;6;0;0;3;0;0;0;0
2020-01-10 21:30:00;20;39;18;49;45;9;0;1;0;0;0;0;0
2020-01-10 21:45:00;23;33;16;47;36;9;0;1;0;0;0;0;0
2020-01-10 22:00:00;20;39;25;48;46;6;0;1;18;0;1;0;2
2020-01-10 22:15:00;17;37;17;43;19;7;0;0;1;0;0;0;0
2020-01-10 22:30:00;11;27;19;43;32;10;0;0;0;0;0;0;0
2020-01-10 22:45:00;14;27;16;42;34;14;0;0;6;1;0;0;0
2020-01-10 23:00:00;14;13;20;35;26;9;0;0;0;0;0;0;0
2020-01-10 23:15:00;16;27;20;32;25;5;0;1;0;0;0;0;0
2020-01-10 23:30:00;2;15;8;25;16;8;0;0;0;0;0;0;0
2020-01-10 23:45:00;13;15;14;27;15;5;0;0;0;0;0;0;0
