DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(TA1A);6(TA2A);7(TA1C);8(TA2C)
2019-11-04 00:00:00;5;12;5;0;0;0;0;0
2019-11-04 00:15:00;8;16;8;0;0;0;0;0
2019-11-04 00:30:00;6;10;10;0;0;0;0;0
2019-11-04 00:45:00;4;9;8;0;0;0;0;0
2019-11-04 01:00:00;6;9;7;0;0;0;0;0
2019-11-04 01:15:00;6;6;9;0;0;0;0;0
2019-11-04 01:30:00;4;3;3;0;0;0;0;0
2019-11-04 01:45:00;2;8;5;0;0;0;0;0
2019-11-04 02:00:00;5;12;4;0;0;0;0;0
2019-11-04 02:15:00;5;10;3;0;0;0;0;0
2019-11-04 02:30:00;4;8;4;0;0;0;0;0
2019-11-04 02:45:00;2;9;2;0;0;0;0;0
2019-11-04 03:00:00;5;4;2;0;0;0;0;0
2019-11-04 03:15:00;2;3;1;0;0;0;0;0
2019-11-04 03:30:00;8;7;6;0;0;0;0;0
2019-11-04 03:45:00;3;3;6;0;0;0;0;0
2019-11-04 04:00:00;4;6;9;0;0;0;0;0
2019-11-04 04:15:00;8;13;8;0;0;0;0;0
2019-11-04 04:30:00;16;21;6;0;0;0;0;0
2019-11-04 04:45:00;24;20;17;0;0;0;0;0
2019-11-04 05:00:00;23;27;30;0;0;0;0;0
2019-11-04 05:15:00;31;53;77;0;0;0;0;0
2019-11-04 05:30:00;49;92;92;0;0;0;0;0
2019-11-04 05:45:00;46;109;85;0;0;0;0;0
2019-11-04 06:00:00;40;111;64;0;0;0;3;0
2019-11-04 06:15:00;57;143;81;0;0;0;0;0
2019-11-04 06:30:00;87;156;83;0;0;0;0;0
2019-11-04 06:45:00;65;163;91;0;0;1;16;0
2019-11-04 07:00:00;70;113;99;0;0;6;6;0
2019-11-04 07:15:00;80;158;95;0;0;11;13;4
2019-11-04 07:30:00;98;163;104;0;0;3;26;21
2019-11-04 07:45:00;84;191;90;0;0;0;10;4
2019-11-04 08:00:00;104;182;106;0;0;5;62;1
2019-11-04 08:15:00;85;152;124;0;0;0;10;3
2019-11-04 08:30:00;85;164;113;0;0;9;6;4
2019-11-04 08:45:00;100;155;113;0;0;4;18;8
2019-11-04 09:00:00;87;127;87;0;0;0;33;14
2019-11-04 09:15:00;93;151;75;0;0;3;2;8
2019-11-04 09:30:00;82;161;90;0;0;10;5;2
2019-11-04 09:45:00;93;127;89;0;0;22;20;7
2019-11-04 10:00:00;116;114;102;0;0;1;19;17
2019-11-04 10:15:00;127;124;85;0;0;3;7;9
2019-11-04 10:30:00;134;115;105;0;0;0;6;4
2019-11-04 10:45:00;125;87;81;0;0;10;11;32
2019-11-04 11:00:00;133;104;91;0;0;2;3;1
2019-11-04 11:15:00;125;111;85;0;0;3;6;14
2019-11-04 11:30:00;125;109;91;0;0;1;6;7
2019-11-04 11:45:00;108;88;99;0;0;0;15;16
2019-11-04 12:00:00;110;91;99;0;0;0;3;7
2019-11-04 12:15:00;129;96;91;0;0;2;15;38
2019-11-04 12:30:00;121;110;80;0;0;5;29;8
2019-11-04 12:45:00;137;103;89;0;0;3;1;12
2019-11-04 13:00:00;122;110;68;0;0;3;19;76
2019-11-04 13:15:00;144;136;94;0;0;0;6;45
2019-11-04 13:30:00;140;129;107;0;0;10;18;8
2019-11-04 13:45:00;142;149;101;0;0;0;47;17
2019-11-04 14:00:00;153;129;123;0;0;8;22;21
2019-11-04 14:15:00;134;93;121;0;0;2;7;4
2019-11-04 14:30:00;109;98;96;0;0;0;15;20
2019-11-04 14:45:00;125;96;92;0;0;5;13;21
2019-11-04 15:00:00;93;91;91;0;0;38;7;4
2019-11-04 15:15:00;93;97;117;0;0;18;23;16
2019-11-04 15:30:00;102;100;93;0;0;0;2;6
2019-11-04 15:45:00;97;89;128;0;0;2;12;50
2019-11-04 16:00:00;77;81;171;0;0;1;16;13
2019-11-04 16:15:00;79;78;149;0;0;0;20;8
2019-11-04 16:30:00;69;79;139;0;0;0;5;46
2019-11-04 16:45:00;71;91;155;0;0;2;7;9
2019-11-04 17:00:00;71;87;156;0;0;2;54;8
2019-11-04 17:15:00;58;81;146;0;0;8;12;33
2019-11-04 17:30:00;67;78;140;0;0;0;6;12
2019-11-04 17:45:00;79;88;149;0;0;3;12;17
2019-11-04 18:00:00;79;96;133;0;0;7;5;28
2019-11-04 18:15:00;88;79;86;0;0;0;2;6
2019-11-04 18:30:00;75;70;86;0;0;5;6;4
2019-11-04 18:45:00;107;100;88;0;0;1;11;23
2019-11-04 19:00:00;114;112;86;0;0;0;2;23
2019-11-04 19:15:00;101;127;67;0;0;2;2;18
2019-11-04 19:30:00;68;136;59;0;0;0;5;20
2019-11-04 19:45:00;46;115;66;0;0;0;0;2
2019-11-04 20:00:00;56;145;35;0;0;0;0;0
2019-11-04 20:15:00;49;116;42;0;0;1;8;1
2019-11-04 20:30:00;39;93;36;0;0;0;0;1
2019-11-04 20:45:00;38;84;34;0;0;0;0;0
2019-11-04 21:00:00;34;81;34;0;0;0;3;0
2019-11-04 21:15:00;36;73;45;0;0;0;0;0
2019-11-04 21:30:00;35;71;39;0;0;0;0;0
2019-11-04 21:45:00;54;71;49;0;0;0;0;0
2019-11-04 22:00:00;51;73;39;0;0;0;0;0
2019-11-04 22:15:00;43;74;27;0;0;0;0;0
2019-11-04 22:30:00;45;61;29;0;0;0;0;0
2019-11-04 22:45:00;15;37;19;0;0;0;0;0
2019-11-04 23:00:00;12;26;20;0;0;0;0;0
2019-11-04 23:15:00;17;24;18;0;0;0;0;0
2019-11-04 23:30:00;7;15;9;0;0;0;0;0
2019-11-04 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
