DATUM;1(DB1);2(DRDA);3(DRDB);4(TAFGA);5(TAFGB);6(TARDA1);7(TARDB1);8(TAFBA);9(TAFBB)
2020-05-02 00:00:00;2;0;0;0;0;0;0;0;0
2020-05-02 00:15:00;0;1;1;0;0;0;0;0;0
2020-05-02 00:30:00;0;0;0;0;0;0;0;0;0
2020-05-02 00:45:00;0;0;1;0;0;0;0;0;0
2020-05-02 01:00:00;0;0;0;0;0;0;0;0;0
2020-05-02 01:15:00;2;0;0;0;0;0;0;0;0
2020-05-02 01:30:00;0;0;0;0;0;0;0;0;0
2020-05-02 01:45:00;0;1;2;0;0;0;0;0;0
2020-05-02 02:00:00;0;0;0;0;0;0;0;0;0
2020-05-02 02:15:00;0;0;0;0;0;0;0;0;0
2020-05-02 02:30:00;0;0;1;0;0;0;0;0;0
2020-05-02 02:45:00;0;0;1;0;0;0;0;0;0
2020-05-02 03:00:00;0;0;0;0;0;0;0;0;0
2020-05-02 03:15:00;0;0;0;0;0;0;0;0;0
2020-05-02 03:30:00;0;0;0;0;0;0;0;0;0
2020-05-02 03:45:00;0;0;0;0;0;0;0;0;0
2020-05-02 04:00:00;0;0;0;0;0;0;0;0;0
2020-05-02 04:15:00;1;0;0;0;0;0;0;0;0
2020-05-02 04:30:00;1;0;0;0;0;0;0;0;0
2020-05-02 04:45:00;0;0;0;0;0;0;0;0;0
2020-05-02 05:00:00;0;0;0;0;0;0;0;0;0
2020-05-02 05:15:00;0;0;2;0;0;0;0;0;0
2020-05-02 05:30:00;2;0;2;0;0;0;0;0;0
2020-05-02 05:45:00;1;0;1;0;0;0;0;0;0
2020-05-02 06:00:00;0;0;2;0;0;0;0;0;0
2020-05-02 06:15:00;0;0;1;0;0;0;0;0;0
2020-05-02 06:30:00;3;0;0;0;0;0;0;0;0
2020-05-02 06:45:00;0;0;0;0;0;0;0;0;0
2020-05-02 07:00:00;0;0;0;0;0;0;0;0;0
2020-05-02 07:15:00;4;1;1;0;0;0;0;0;0
2020-05-02 07:30:00;4;1;5;0;0;1;1;0;0
2020-05-02 07:45:00;9;0;1;0;0;1;0;0;0
2020-05-02 08:00:00;14;3;5;1;1;1;0;2;0
2020-05-02 08:15:00;33;5;5;1;0;0;2;0;0
2020-05-02 08:30:00;22;5;7;0;1;1;1;0;0
2020-05-02 08:45:00;44;7;8;3;2;2;3;0;0
2020-05-02 09:00:00;43;8;6;4;1;2;0;1;0
2020-05-02 09:15:00;49;6;5;3;3;0;0;0;0
2020-05-02 09:30:00;58;5;13;3;0;1;2;0;0
2020-05-02 09:45:00;65;12;14;5;1;1;3;0;1
2020-05-02 10:00:00;78;9;7;4;3;3;1;0;0
2020-05-02 10:15:00;65;6;9;1;2;3;4;1;0
2020-05-02 10:30:00;83;9;10;0;2;3;2;0;0
2020-05-02 10:45:00;72;18;19;2;6;2;3;0;0
2020-05-02 11:00:00;84;14;12;2;5;0;3;0;0
2020-05-02 11:15:00;66;12;16;4;2;1;3;1;0
2020-05-02 11:30:00;73;12;14;2;3;0;0;0;1
2020-05-02 11:45:00;74;12;15;1;2;1;2;0;0
2020-05-02 12:00:00;70;15;21;7;5;0;2;0;0
2020-05-02 12:15:00;76;8;10;3;3;2;1;0;0
2020-05-02 12:30:00;63;6;8;0;2;0;3;0;0
2020-05-02 12:45:00;69;7;13;3;2;1;1;2;3
2020-05-02 13:00:00;90;8;15;2;6;0;1;0;3
2020-05-02 13:15:00;76;6;10;9;3;1;0;13;7
2020-05-02 13:30:00;81;7;10;6;1;1;2;0;0
