DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(TAAC);22(TARDB);23(TARDD)
2020-10-01 00:00:00;3;1;1;4;0;0;0;0
2020-10-01 00:15:00;1;0;0;4;2;0;0;0
2020-10-01 00:30:00;4;2;0;3;1;0;0;0
2020-10-01 00:45:00;3;0;2;3;0;0;0;0
2020-10-01 01:00:00;2;0;1;3;1;0;0;0
2020-10-01 01:15:00;1;0;0;3;0;0;0;0
2020-10-01 01:30:00;2;1;1;3;2;0;0;0
2020-10-01 01:45:00;1;0;0;0;0;0;0;0
2020-10-01 02:00:00;0;0;0;0;0;0;0;0
2020-10-01 02:15:00;0;0;0;2;0;0;0;0
2020-10-01 02:30:00;2;1;3;2;1;0;0;0
2020-10-01 02:45:00;0;0;0;1;0;0;0;0
2020-10-01 03:00:00;0;0;0;0;0;0;0;0
2020-10-01 03:15:00;0;0;1;1;0;0;0;0
2020-10-01 03:30:00;2;1;0;1;0;0;0;0
2020-10-01 03:45:00;2;0;0;0;0;0;0;0
2020-10-01 04:00:00;0;0;0;0;1;0;0;0
2020-10-01 04:15:00;10;0;1;0;0;0;0;0
2020-10-01 04:30:00;5;1;0;5;2;0;0;0
2020-10-01 04:45:00;11;0;0;3;0;0;0;0
2020-10-01 05:00:00;25;4;2;5;0;0;0;0
2020-10-01 05:15:00;19;6;2;5;0;0;0;0
2020-10-01 05:30:00;54;6;4;34;2;0;0;0
2020-10-01 05:45:00;45;4;4;24;2;0;0;0
2020-10-01 06:00:00;58;1;8;20;4;0;0;0
2020-10-01 06:15:00;61;7;10;39;6;0;0;0
2020-10-01 06:30:00;93;13;8;63;6;13;0;1
2020-10-01 06:45:00;137;15;5;72;10;13;0;0
2020-10-01 07:00:00;176;13;11;65;11;29;0;2
2020-10-01 07:15:00;117;11;17;78;17;13;0;0
2020-10-01 07:30:00;42;5;9;27;9;0;0;0
2020-10-01 07:45:00;199;36;38;128;45;3;2;0
2020-10-01 08:00:00;120;20;42;123;40;8;0;0
2020-10-01 08:15:00;118;19;38;80;15;8;0;0
2020-10-01 08:30:00;129;15;31;73;14;76;0;0
2020-10-01 08:45:00;109;12;36;88;19;4;0;0
2020-10-01 09:00:00;93;12;21;78;11;8;0;1
2020-10-01 09:15:00;100;15;38;82;14;3;0;3
2020-10-01 09:30:00;81;14;28;81;21;0;0;0
2020-10-01 09:45:00;94;10;43;98;18;1;0;0
2020-10-01 10:00:00;87;16;32;86;21;10;0;0
2020-10-01 10:15:00;81;17;38;86;26;6;0;0
2020-10-01 10:30:00;101;15;43;87;28;2;0;0
2020-10-01 10:45:00;87;12;37;98;16;2;0;0
2020-10-01 11:00:00;100;19;56;91;16;28;0;4
2020-10-01 11:15:00;82;15;38;94;18;11;0;0
2020-10-01 11:30:00;92;22;41;87;16;4;0;0
2020-10-01 11:45:00;98;15;46;89;37;1;0;0
2020-10-01 12:00:00;105;17;34;89;22;1;0;0
2020-10-01 12:15:00;91;14;51;109;17;2;0;0
2020-10-01 12:30:00;79;13;43;90;19;2;0;0
2020-10-01 12:45:00;82;9;38;96;19;8;0;0
2020-10-01 13:00:00;97;13;37;117;15;4;0;0
2020-10-01 13:15:00;80;12;32;115;31;11;0;0
2020-10-01 13:30:00;93;19;50;104;23;12;0;0
2020-10-01 13:45:00;105;14;42;119;20;5;0;0
2020-10-01 14:00:00;94;16;62;122;20;3;0;0
2020-10-01 14:15:00;84;16;45;81;24;5;0;0
2020-10-01 14:30:00;100;20;59;106;12;8;0;0
2020-10-01 14:45:00;107;12;65;113;28;10;0;0
2020-10-01 15:00:00;125;16;58;108;19;16;0;1
2020-10-01 15:15:00;116;13;51;124;26;6;0;0
2020-10-01 15:30:00;121;18;65;129;23;14;0;0
2020-10-01 15:45:00;136;12;59;153;25;14;0;0
2020-10-01 16:00:00;115;18;72;140;23;11;0;0
2020-10-01 16:15:00;160;16;69;149;29;36;0;0
2020-10-01 16:30:00;143;20;84;150;24;18;0;0
2020-10-01 16:45:00;137;18;73;157;27;10;0;0
2020-10-01 17:00:00;137;21;68;158;29;20;0;0
2020-10-01 17:15:00;109;20;70;167;37;20;0;0
2020-10-01 17:30:00;130;17;76;176;37;11;0;0
2020-10-01 17:45:00;102;14;81;138;31;19;0;0
2020-10-01 18:00:00;122;19;48;121;41;7;0;0
2020-10-01 18:15:00;84;18;55;123;35;6;0;0
2020-10-01 18:30:00;78;16;43;123;19;7;0;0
2020-10-01 18:45:00;80;9;39;109;27;10;0;0
2020-10-01 19:00:00;76;10;27;95;26;5;0;0
2020-10-01 19:15:00;83;10;32;81;18;8;0;0
2020-10-01 19:30:00;68;9;18;65;26;8;0;0
2020-10-01 19:45:00;53;7;16;82;13;9;0;2
2020-10-01 20:00:00;38;5;8;76;20;1;0;0
2020-10-01 20:15:00;38;10;8;66;10;0;0;0
2020-10-01 20:30:00;26;7;6;51;9;1;0;0
2020-10-01 20:45:00;29;6;4;48;7;0;0;0
2020-10-01 21:00:00;14;9;7;36;8;0;0;0
2020-10-01 21:15:00;18;6;6;55;4;0;0;0
2020-10-01 21:30:00;15;6;1;30;4;0;0;0
2020-10-01 21:45:00;36;4;14;43;5;0;0;0
2020-10-01 22:00:00;15;2;14;24;5;0;0;0
2020-10-01 22:15:00;16;3;3;36;5;0;0;0
2020-10-01 22:30:00;14;3;6;24;6;0;0;0
2020-10-01 22:45:00;9;1;3;20;1;0;0;0
2020-10-01 23:00:00;14;3;2;19;2;0;0;0
2020-10-01 23:15:00;4;1;1;22;1;0;0;0
2020-10-01 23:30:00;8;1;0;12;1;0;0;0
2020-10-01 23:45:00;3;1;1;8;2;0;0;0
