DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DD1);10(DD2);11(DRES1);12(DRES2);13(DRES3);14(DRES4);15(TARDB);16(TAFGA);17(TAFBA);18(TAFBB);19(TAFBD)
2019-12-23 00:00:00;14;19;4;4;11;12;0;6;0;0;0;0;0;0;0;0;0;0;0
2019-12-23 00:15:00;11;17;12;1;21;16;5;13;0;0;0;0;0;0;0;0;0;0;0
2019-12-23 00:30:00;14;18;7;0;13;12;2;4;0;0;0;0;0;0;0;0;0;0;0
2019-12-23 00:45:00;9;14;4;1;13;8;0;2;0;0;0;0;0;0;0;0;0;0;0
2019-12-23 01:00:00;11;14;6;1;8;8;4;6;0;0;0;0;0;0;0;0;0;0;0
2019-12-23 01:15:00;4;8;5;0;11;8;3;5;0;0;0;0;0;0;0;0;0;0;0
2019-12-23 01:30:00;5;8;8;1;7;11;3;8;0;0;0;0;0;0;0;0;0;0;0
2019-12-23 01:45:00;7;8;2;0;10;9;1;1;0;0;0;0;0;0;0;0;0;0;0
2019-12-23 02:00:00;6;9;5;0;11;12;3;5;0;0;0;0;0;0;0;0;0;0;0
2019-12-23 02:15:00;4;6;7;0;10;9;0;4;0;0;0;0;0;0;0;0;0;0;0
2019-12-23 02:30:00;4;6;2;1;4;1;3;3;0;0;0;0;0;0;0;0;0;0;0
2019-12-23 02:45:00;5;5;3;1;4;3;1;1;0;0;0;0;0;0;0;0;0;0;0
2019-12-23 03:00:00;4;6;3;0;5;7;3;3;0;0;0;0;0;0;0;0;0;0;0
2019-12-23 03:15:00;4;7;4;0;7;8;1;3;0;0;0;0;0;0;0;0;0;0;0
2019-12-23 03:30:00;5;6;5;1;4;7;2;3;0;0;0;0;0;0;0;0;0;0;0
2019-12-23 03:45:00;12;8;3;2;9;9;1;4;1;0;0;0;0;0;0;0;0;0;0
2019-12-23 04:00:00;3;7;5;2;2;2;2;4;0;0;0;0;0;0;0;0;0;0;0
2019-12-23 04:15:00;11;11;2;0;11;9;1;4;0;0;0;0;0;0;0;0;0;0;0
2019-12-23 04:30:00;6;11;4;0;12;9;4;4;0;0;0;0;0;0;0;0;0;0;0
2019-12-23 04:45:00;12;12;3;1;8;9;2;3;0;0;0;0;0;0;0;0;0;0;0
2019-12-23 05:00:00;20;24;8;4;17;14;1;6;0;0;0;0;0;0;0;0;0;0;0
2019-12-23 05:15:00;12;19;11;5;23;14;6;9;0;0;0;0;0;0;0;0;0;0;0
2019-12-23 05:30:00;26;35;17;6;19;21;12;23;1;0;0;0;0;0;0;0;0;0;0
2019-12-23 05:45:00;33;39;16;7;27;23;16;24;1;0;0;0;0;0;0;0;0;0;0
2019-12-23 06:00:00;44;35;16;8;31;22;19;29;2;0;0;0;0;0;0;1;1;0;0
2019-12-23 06:15:00;36;49;22;2;20;18;26;31;4;3;0;0;0;0;0;1;0;0;0
2019-12-23 06:30:00;50;60;36;9;27;29;31;42;6;2;0;0;0;0;0;4;16;3;0
2019-12-23 06:45:00;48;50;28;5;33;30;20;35;15;5;0;0;0;0;0;0;0;0;0
2019-12-23 07:00:00;46;62;38;9;35;36;35;41;15;10;0;0;0;0;0;4;0;0;0
2019-12-23 07:15:00;58;55;35;5;44;51;29;44;8;6;0;0;0;0;0;4;0;0;0
2019-12-23 07:30:00;61;66;38;6;43;50;25;37;17;9;0;0;0;0;0;4;0;0;0
2019-12-23 07:45:00;78;87;47;16;56;61;43;66;29;12;0;0;0;0;0;3;0;0;0
2019-12-23 08:00:00;78;84;56;5;74;62;37;83;19;15;0;0;0;0;0;6;0;0;0
2019-12-23 08:15:00;84;99;59;11;65;80;49;60;25;21;0;0;0;0;0;8;0;0;0
2019-12-23 08:30:00;114;109;80;21;71;76;39;66;23;8;0;0;0;0;0;7;1;0;0
2019-12-23 08:45:00;98;108;82;11;82;93;58;69;42;26;0;0;0;0;0;6;0;0;0
2019-12-23 09:00:00;129;130;73;26;94;108;64;68;19;15;0;0;0;0;0;3;0;0;0
2019-12-23 09:15:00;127;121;79;33;113;99;40;40;29;32;0;0;0;0;0;14;0;0;0
2019-12-23 09:30:00;124;154;94;25;127;103;56;55;33;36;0;0;0;0;0;9;0;0;0
2019-12-23 09:45:00;142;148;94;25;114;116;45;41;31;29;0;0;0;0;0;8;4;0;0
2019-12-23 10:00:00;135;160;90;22;142;113;36;32;33;27;0;0;0;0;0;9;1;1;0
2019-12-23 10:15:00;131;153;100;25;159;130;51;47;31;30;0;0;0;0;0;12;6;4;0
2019-12-23 10:30:00;150;149;92;26;148;113;38;31;35;31;0;0;0;0;0;9;0;0;0
2019-12-23 10:45:00;135;152;113;31;182;153;45;40;33;44;0;0;0;0;0;13;4;0;0
2019-12-23 11:00:00;138;151;87;29;177;142;44;44;35;38;0;0;0;0;0;10;1;0;0
2019-12-23 11:15:00;139;149;87;32;211;143;41;42;37;42;0;0;0;0;0;12;0;0;0
2019-12-23 11:30:00;135;159;102;18;198;141;57;43;42;39;0;0;0;0;0;13;0;1;0
2019-12-23 11:45:00;139;153;98;21;172;145;55;36;31;32;0;0;0;0;0;9;0;0;0
2019-12-23 12:00:00;140;139;94;25;163;136;45;34;33;29;0;0;0;0;0;10;2;0;6
2019-12-23 12:15:00;138;167;68;18;189;135;49;40;29;30;0;0;0;0;0;12;4;0;0
2019-12-23 12:30:00;132;139;90;26;157;126;41;41;28;29;0;0;0;0;0;13;29;0;8
2019-12-23 12:45:00;113;151;89;27;159;128;43;44;33;32;0;0;0;0;0;12;2;0;6
2019-12-23 13:00:00;148;159;78;29;177;117;42;41;37;30;0;0;0;0;0;11;3;0;0
2019-12-23 13:15:00;130;143;83;21;144;150;60;53;34;27;0;0;0;0;0;6;8;0;1
2019-12-23 13:30:00;139;151;109;15;157;121;49;68;44;36;0;0;0;0;0;10;6;0;0
2019-12-23 13:45:00;122;152;92;33;157;124;51;44;33;23;0;0;0;0;0;7;2;0;0
2019-12-23 14:00:00;120;149;97;18;133;121;55;48;31;34;0;0;0;0;0;12;0;0;1
2019-12-23 14:15:00;127;156;105;20;163;150;55;82;28;29;0;0;0;0;0;5;2;0;0
2019-12-23 14:30:00;137;145;109;19;145;139;61;76;31;26;0;0;0;0;0;6;6;0;0
2019-12-23 14:45:00;131;145;99;15;155;131;64;74;34;27;0;0;0;0;0;12;2;0;0
2019-12-23 15:00:00;128;138;81;16;158;140;43;61;31;34;0;0;0;0;0;8;0;0;9
2019-12-23 15:15:00;105;124;70;14;145;129;55;59;33;26;0;0;0;0;0;10;0;0;0
2019-12-23 15:30:00;132;142;90;13;151;132;58;84;36;33;0;0;0;0;0;9;5;0;0
2019-12-23 15:45:00;129;135;78;19;156;122;55;51;30;28;0;0;0;0;0;14;1;0;20
2019-12-23 16:00:00;112;131;79;12;150;145;49;65;30;27;0;0;0;0;0;15;6;1;0
2019-12-23 16:15:00;128;140;87;11;168;143;56;77;25;23;0;0;0;0;0;6;0;0;0
2019-12-23 16:30:00;106;130;80;19;154;130;52;57;32;18;0;0;0;0;0;14;0;0;0
2019-12-23 16:45:00;119;153;101;13;137;145;66;77;25;26;0;0;0;0;0;6;6;0;0
2019-12-23 17:00:00;112;138;75;16;124;99;48;50;32;26;0;0;0;0;36;9;0;0;0
2019-12-23 17:15:00;99;119;64;15;146;108;50;48;32;30;0;0;0;0;0;12;4;1;8
2019-12-23 17:30:00;114;117;69;19;143;122;44;53;35;21;0;0;0;0;0;7;13;0;0
2019-12-23 17:45:00;118;115;72;21;131;111;47;69;29;21;0;0;0;0;0;7;1;0;0
2019-12-23 18:00:00;102;111;75;12;133;101;37;89;21;23;0;0;0;0;0;6;2;0;0
2019-12-23 18:15:00;99;115;65;12;99;104;44;68;25;19;0;0;0;0;0;4;3;0;0
2019-12-23 18:30:00;75;91;61;12;116;90;36;59;25;14;0;0;0;0;0;6;17;5;0
2019-12-23 18:45:00;93;105;62;10;100;86;32;65;24;19;0;0;0;0;0;7;1;0;0
2019-12-23 19:00:00;73;73;61;9;82;90;36;61;21;15;0;0;0;0;0;3;2;0;0
2019-12-23 19:15:00;74;81;60;5;86;80;29;61;12;11;0;0;0;0;0;4;8;0;0
2019-12-23 19:30:00;71;80;55;7;64;68;27;52;18;11;0;0;0;0;0;2;3;0;0
2019-12-23 19:45:00;53;63;55;11;95;66;17;49;22;13;0;0;0;0;0;7;27;4;0
2019-12-23 20:00:00;51;54;46;9;84;62;14;43;12;10;0;0;0;0;0;0;0;0;0
2019-12-23 20:15:00;57;56;50;7;92;79;14;40;2;4;0;0;0;0;0;5;13;0;5
2019-12-23 20:30:00;36;42;22;17;71;62;8;31;2;0;0;0;0;0;0;0;0;0;0
2019-12-23 20:45:00;39;43;29;11;60;40;12;34;0;0;0;0;0;0;0;0;0;0;0
2019-12-23 21:00:00;30;38;33;5;52;45;8;25;0;0;0;0;0;0;0;0;0;0;0
