DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(DF1);7(DF2);8(DF3)
2019-09-10 00:00:00;3;4;1;3;2;0;0;3
2019-09-10 00:15:00;2;2;6;2;3;7;0;9
2019-09-10 00:30:00;2;1;0;1;1;2;0;1
2019-09-10 00:45:00;3;5;2;0;0;3;0;2
2019-09-10 01:00:00;3;2;0;1;0;0;0;2
2019-09-10 01:15:00;3;4;1;3;1;0;0;3
2019-09-10 01:30:00;0;0;0;0;1;0;0;1
2019-09-10 01:45:00;2;3;0;0;0;0;0;1
2019-09-10 02:00:00;1;2;1;1;0;1;0;0
2019-09-10 02:15:00;1;3;1;1;2;1;0;0
2019-09-10 02:30:00;4;1;0;3;0;0;0;0
2019-09-10 02:45:00;3;2;0;2;2;1;0;1
2019-09-10 03:00:00;1;1;1;1;2;0;0;1
2019-09-10 03:15:00;0;1;0;1;2;0;0;0
2019-09-10 03:30:00;2;0;0;0;4;1;0;1
2019-09-10 03:45:00;3;5;2;2;1;2;0;1
2019-09-10 04:00:00;1;1;0;0;1;1;0;0
2019-09-10 04:15:00;1;2;2;1;1;3;0;1
2019-09-10 04:30:00;3;4;4;2;0;3;0;3
2019-09-10 04:45:00;12;13;13;4;4;3;0;4
2019-09-10 05:00:00;3;15;23;6;3;16;0;6
2019-09-10 05:15:00;12;35;84;8;4;33;0;13
2019-09-10 05:30:00;24;34;62;17;7;26;0;12
2019-09-10 05:45:00;40;50;61;51;18;24;0;21
2019-09-10 06:00:00;26;30;52;45;25;12;0;13
2019-09-10 06:15:00;32;46;61;26;28;14;0;23
2019-09-10 06:30:00;57;39;87;28;32;29;0;36
2019-09-10 06:45:00;76;64;103;21;27;32;0;29
2019-09-10 07:00:00;91;58;88;21;46;38;0;33
2019-09-10 07:15:00;128;63;79;27;70;41;0;39
2019-09-10 07:30:00;125;88;93;42;113;54;0;56
2019-09-10 07:45:00;118;81;95;31;42;55;0;64
2019-09-10 08:00:00;81;69;100;32;35;52;0;68
2019-09-10 08:15:00;103;75;92;38;68;43;0;69
2019-09-10 08:30:00;101;69;82;33;42;35;0;46
2019-09-10 08:45:00;91;54;48;29;41;38;0;50
2019-09-10 09:00:00;77;41;57;28;44;48;0;52
2019-09-10 09:15:00;59;43;44;22;54;30;0;35
2019-09-10 09:30:00;71;49;40;23;36;19;0;54
2019-09-10 09:45:00;64;40;27;28;34;28;0;32
2019-09-10 10:00:00;48;43;28;29;49;34;0;53
2019-09-10 10:15:00;62;48;31;25;33;27;0;38
2019-09-10 10:30:00;62;49;29;49;84;41;0;46
2019-09-10 10:45:00;50;35;22;34;40;30;0;44
2019-09-10 11:00:00;67;44;22;35;48;41;0;45
2019-09-10 11:15:00;71;49;39;27;58;41;0;50
2019-09-10 11:30:00;97;80;46;28;30;47;0;73
2019-09-10 11:45:00;69;56;38;30;40;39;0;45
2019-09-10 12:00:00;65;47;23;39;43;32;0;46
2019-09-10 12:15:00;65;65;29;27;32;33;0;47
2019-09-10 12:30:00;50;38;32;28;27;40;0;52
2019-09-10 12:45:00;45;36;25;36;79;38;0;45
2019-09-10 13:00:00;58;46;35;24;27;40;0;63
2019-09-10 13:15:00;52;45;37;29;24;47;0;60
