DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DF1);8(DH1);9(DH2);10(DH3);11(DH4)
2019-08-07 00:00:00;0;3;0;14;9;4;7;5;6;0;0
2019-08-07 00:15:00;0;4;0;10;7;3;5;8;10;1;3
2019-08-07 00:30:00;2;2;0;7;7;4;3;5;7;3;3
2019-08-07 00:45:00;0;0;1;4;6;1;2;8;8;1;1
2019-08-07 01:00:00;1;2;0;2;5;2;3;3;2;1;1
2019-08-07 01:15:00;1;1;0;7;5;4;3;4;8;2;2
2019-08-07 01:30:00;0;3;0;2;1;0;0;3;1;0;0
2019-08-07 01:45:00;2;2;0;5;4;1;2;1;2;0;0
2019-08-07 02:00:00;0;1;0;0;3;2;1;3;2;0;0
2019-08-07 02:15:00;0;0;0;4;1;1;3;4;3;1;1
2019-08-07 02:30:00;1;1;0;5;1;1;0;2;1;0;0
2019-08-07 02:45:00;0;0;0;2;1;0;0;2;3;0;0
2019-08-07 03:00:00;0;1;0;4;3;1;2;0;0;0;0
2019-08-07 03:15:00;0;1;0;3;0;0;2;1;0;0;0
2019-08-07 03:30:00;1;0;0;5;2;1;2;3;2;1;0
2019-08-07 03:45:00;1;1;0;2;4;2;0;0;1;1;1
2019-08-07 04:00:00;0;1;0;4;3;2;0;6;6;1;1
2019-08-07 04:15:00;0;2;0;6;2;0;1;2;1;1;1
2019-08-07 04:30:00;0;4;0;4;5;3;3;2;1;1;1
2019-08-07 04:45:00;0;3;0;2;5;2;0;22;9;4;5
2019-08-07 05:00:00;1;5;0;8;9;3;2;9;9;6;4
2019-08-07 05:15:00;1;14;1;20;17;5;5;37;30;7;6
2019-08-07 05:30:00;1;16;0;19;17;6;4;30;40;23;14
2019-08-07 05:45:00;4;22;2;38;27;14;6;59;84;22;15
2019-08-07 06:00:00;1;10;6;35;20;5;8;48;43;8;7
2019-08-07 06:15:00;4;24;4;47;30;9;8;72;64;14;9
2019-08-07 06:30:00;3;38;5;37;34;19;14;102;104;18;15
2019-08-07 06:45:00;3;28;4;55;39;15;26;111;114;23;16
2019-08-07 07:00:00;5;21;5;49;32;7;18;92;106;16;15
2019-08-07 07:15:00;7;23;6;55;40;11;18;103;110;12;9
2019-08-07 07:30:00;19;33;2;61;52;12;37;95;119;22;15
2019-08-07 07:45:00;8;26;4;79;49;23;42;100;121;17;11
2019-08-07 08:00:00;14;41;1;75;57;16;19;81;105;14;6
2019-08-07 08:15:00;9;31;5;74;52;16;29;77;84;12;12
2019-08-07 08:30:00;7;26;3;78;55;13;34;79;91;5;6
2019-08-07 08:45:00;10;32;5;86;60;17;35;83;78;6;6
