DATUM;1(TAA);3(DA1);4(DA2);5(DC1);6(DC2);7(DC3);8(DC4)
2020-01-27 00:00:00;0;3;3;4;8;0;0
2020-01-27 00:15:00;0;8;6;7;8;3;3
2020-01-27 00:30:00;0;9;3;3;3;0;0
2020-01-27 00:45:00;0;5;4;9;6;1;1
2020-01-27 01:00:00;0;3;5;4;3;0;0
2020-01-27 01:15:00;0;5;3;7;5;0;0
2020-01-27 01:30:00;0;3;3;3;4;0;0
2020-01-27 01:45:00;0;4;4;7;3;0;0
2020-01-27 02:00:00;0;4;1;7;2;0;0
2020-01-27 02:15:00;0;3;0;5;0;0;0
2020-01-27 02:30:00;0;0;1;3;2;0;0
2020-01-27 02:45:00;0;4;3;2;1;0;0
2020-01-27 03:00:00;0;2;0;9;3;0;0
2020-01-27 03:15:00;0;2;1;4;3;0;0
2020-01-27 03:30:00;0;4;3;6;2;0;0
2020-01-27 03:45:00;3;6;3;8;2;0;0
2020-01-27 04:00:00;0;8;7;5;5;0;0
2020-01-27 04:15:00;0;8;4;13;6;0;0
2020-01-27 04:30:00;0;13;2;13;11;0;0
2020-01-27 04:45:00;0;25;14;14;6;0;0
2020-01-27 05:00:00;0;44;37;27;20;0;0
2020-01-27 05:15:00;1;83;68;35;22;0;0
2020-01-27 05:30:00;0;54;67;46;26;1;1
2020-01-27 05:45:00;14;70;82;39;37;2;2
2020-01-27 06:00:00;4;70;87;37;45;5;5
2020-01-27 06:15:00;3;80;121;45;62;3;2
2020-01-27 06:30:00;10;116;128;52;76;8;9
2020-01-27 06:45:00;16;112;132;70;84;2;2
2020-01-27 07:00:00;65;163;159;70;58;6;6
2020-01-27 07:15:00;43;178;191;84;73;7;7
2020-01-27 07:30:00;22;168;170;90;112;4;4
2020-01-27 07:45:00;24;153;142;106;128;4;4
2020-01-27 08:00:00;12;114;131;89;109;7;7
2020-01-27 08:15:00;8;108;110;100;88;3;2
2020-01-27 08:30:00;8;112;113;91;102;3;4
2020-01-27 08:45:00;11;101;99;90;106;4;4
2020-01-27 09:00:00;8;95;97;97;74;4;4
2020-01-27 09:15:00;6;104;100;109;81;2;2
2020-01-27 09:30:00;1;82;89;109;99;5;4
2020-01-27 09:45:00;5;110;100;115;108;3;4
2020-01-27 10:00:00;5;111;95;118;102;3;3
2020-01-27 10:15:00;5;105;116;106;110;4;4
2020-01-27 10:30:00;9;93;99;97;125;4;4
2020-01-27 10:45:00;2;100;86;103;102;3;3
2020-01-27 11:00:00;0;100;100;113;126;4;4
2020-01-27 11:15:00;31;79;85;113;102;3;3
2020-01-27 11:30:00;9;86;108;119;105;5;5
2020-01-27 11:45:00;14;103;86;121;113;3;3
2020-01-27 12:00:00;3;87;41;119;121;4;4
2020-01-27 12:15:00;13;106;74;107;105;2;2
2020-01-27 12:30:00;37;104;77;124;104;3;3
2020-01-27 12:45:00;5;84;84;122;137;6;6
2020-01-27 13:00:00;13;121;61;109;111;2;2
2020-01-27 13:15:00;29;108;61;120;137;9;9
2020-01-27 13:30:00;40;115;84;102;112;5;5
2020-01-27 13:45:00;10;97;56;106;120;3;3
2020-01-27 14:00:00;42;105;43;111;113;4;4
2020-01-27 14:15:00;6;124;85;137;149;3;2
2020-01-27 14:30:00;35;109;123;149;156;3;4
2020-01-27 14:45:00;17;109;97;135;153;4;4
2020-01-27 15:00:00;23;98;104;139;143;5;5
2020-01-27 15:15:00;18;106;99;112;169;2;2
2020-01-27 15:30:00;17;108;109;144;155;5;5
2020-01-27 15:45:00;20;108;95;172;201;4;4
2020-01-27 16:00:00;18;130;118;141;157;2;2
2020-01-27 16:15:00;5;113;110;180;181;4;4
2020-01-27 16:30:00;8;116;127;172;178;4;4
2020-01-27 16:45:00;29;110;98;145;189;6;6
2020-01-27 17:00:00;15;131;102;169;191;3;3
2020-01-27 17:15:00;20;133;117;166;195;3;3
2020-01-27 17:30:00;18;106;101;147;178;5;5
2020-01-27 17:45:00;26;109;118;138;155;4;4
2020-01-27 18:00:00;12;114;93;131;153;3;3
2020-01-27 18:15:00;8;104;87;129;116;4;4
2020-01-27 18:30:00;2;92;101;109;120;4;3
2020-01-27 18:45:00;15;96;87;111;119;4;5
2020-01-27 19:00:00;9;84;91;95;84;3;3
2020-01-27 19:15:00;0;89;64;84;92;4;4
2020-01-27 19:30:00;11;59;58;76;76;3;3
2020-01-27 19:45:00;5;52;44;85;79;3;3
2020-01-27 20:00:00;17;59;56;69;61;3;3
2020-01-27 20:15:00;2;41;36;66;59;2;2
2020-01-27 20:30:00;2;46;51;69;53;3;3
2020-01-27 20:45:00;1;47;46;49;48;1;1
2020-01-27 21:00:00;3;62;62;54;36;3;3
2020-01-27 21:15:00;0;46;61;52;44;1;1
2020-01-27 21:30:00;1;41;35;45;35;1;1
2020-01-27 21:45:00;5;19;25;59;49;1;1
2020-01-27 22:00:00;0;25;20;73;69;2;2
2020-01-27 22:15:00;0;28;22;81;95;2;2
2020-01-27 22:30:00;2;26;21;53;37;2;2
2020-01-27 22:45:00;0;16;10;32;29;1;1
2020-01-27 23:00:00;0;14;8;29;15;2;2
2020-01-27 23:15:00;0;14;14;21;16;2;2
2020-01-27 23:30:00;0;13;7;17;9;1;1
2020-01-27 23:45:00;0;9;6;10;5;0;0
