DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(TAA);6(TAFBA)
2019-10-10 00:00:00;10;7;16;7;0;0
2019-10-10 00:15:00;5;5;13;13;0;0
2019-10-10 00:30:00;7;6;14;9;0;0
2019-10-10 00:45:00;11;4;9;6;0;0
2019-10-10 01:00:00;8;5;9;5;0;0
2019-10-10 01:15:00;4;6;9;9;0;0
2019-10-10 01:30:00;5;2;16;3;0;0
2019-10-10 01:45:00;5;5;8;3;0;0
2019-10-10 02:00:00;2;1;8;7;0;0
2019-10-10 02:15:00;6;4;5;2;0;0
2019-10-10 02:30:00;9;7;9;6;0;0
2019-10-10 02:45:00;4;5;6;5;0;0
2019-10-10 03:00:00;3;2;9;9;0;0
2019-10-10 03:15:00;2;4;14;8;0;0
2019-10-10 03:30:00;9;6;11;8;0;0
2019-10-10 03:45:00;8;3;14;11;0;0
2019-10-10 04:00:00;10;7;12;10;0;0
2019-10-10 04:15:00;4;5;12;6;0;0
2019-10-10 04:30:00;21;13;33;11;0;0
2019-10-10 04:45:00;24;17;48;24;0;0
2019-10-10 05:00:00;23;25;88;79;0;0
2019-10-10 05:15:00;35;40;139;134;0;0
2019-10-10 05:30:00;55;69;153;155;0;0
2019-10-10 05:45:00;84;127;155;153;0;0
2019-10-10 06:00:00;101;129;122;133;0;0
2019-10-10 06:15:00;81;108;185;195;0;0
2019-10-10 06:30:00;65;101;184;189;0;0
2019-10-10 06:45:00;73;121;150;179;2;6
2019-10-10 07:00:00;63;88;166;191;0;0
2019-10-10 07:15:00;79;98;151;169;14;0
2019-10-10 07:30:00;88;98;126;140;15;18
2019-10-10 07:45:00;91;103;130;138;4;0
2019-10-10 08:00:00;81;79;129;130;10;0
2019-10-10 08:15:00;91;80;122;152;4;0
2019-10-10 08:30:00;81;87;140;150;27;0
2019-10-10 08:45:00;78;95;121;132;23;0
2019-10-10 09:00:00;84;98;114;142;12;0
2019-10-10 09:15:00;73;88;118;109;13;0
2019-10-10 09:30:00;92;95;98;119;1;0
2019-10-10 09:45:00;92;89;107;130;33;0
2019-10-10 10:00:00;92;91;101;91;8;0
2019-10-10 10:15:00;91;95;104;82;24;0
2019-10-10 10:30:00;82;92;111;80;3;0
2019-10-10 10:45:00;98;99;103;100;24;1
2019-10-10 11:00:00;78;89;88;95;4;0
2019-10-10 11:15:00;117;118;98;83;4;0
2019-10-10 11:30:00;92;99;110;98;9;1
2019-10-10 11:45:00;102;111;123;104;2;0
2019-10-10 12:00:00;100;118;122;98;1;0
2019-10-10 12:15:00;96;106;96;94;20;1
2019-10-10 12:30:00;98;117;98;95;19;7
2019-10-10 12:45:00;113;132;116;98;23;10
2019-10-10 13:00:00;123;131;121;116;16;1
2019-10-10 13:15:00;101;109;138;147;12;0
2019-10-10 13:30:00;103;143;174;168;24;0
2019-10-10 13:45:00;125;109;137;119;14;0
2019-10-10 14:00:00;129;165;142;120;16;11
2019-10-10 14:15:00;155;193;118;125;21;0
2019-10-10 14:30:00;139;190;93;89;13;18
2019-10-10 14:45:00;104;145;82;92;9;0
2019-10-10 15:00:00;156;200;119;122;15;0
2019-10-10 15:15:00;155;214;96;98;19;0
2019-10-10 15:30:00;135;195;113;127;15;0
2019-10-10 15:45:00;134;193;112;118;18;0
2019-10-10 16:00:00;150;180;104;92;26;0
2019-10-10 16:15:00;188;241;136;125;12;3
2019-10-10 16:30:00;138;190;118;107;24;0
2019-10-10 16:45:00;161;196;133;122;7;0
2019-10-10 17:00:00;136;186;124;127;12;0
2019-10-10 17:15:00;150;198;119;136;18;0
2019-10-10 17:30:00;159;199;130;114;9;0
2019-10-10 17:45:00;123;160;91;83;5;2
2019-10-10 18:00:00;129;165;108;117;14;4
2019-10-10 18:15:00;124;155;100;91;13;0
2019-10-10 18:30:00;140;146;118;94;5;2
2019-10-10 18:45:00;106;144;92;82;37;45
2019-10-10 19:00:00;81;104;72;63;3;0
2019-10-10 19:15:00;79;101;100;89;3;0
2019-10-10 19:30:00;74;90;69;50;1;0
2019-10-10 19:45:00;63;82;72;66;0;0
2019-10-10 20:00:00;66;66;76;57;2;0
2019-10-10 20:15:00;58;69;55;44;0;0
2019-10-10 20:30:00;62;55;58;44;2;0
2019-10-10 20:45:00;46;53;68;49;0;0
2019-10-10 21:00:00;42;34;99;107;3;0
2019-10-10 21:15:00;46;41;119;93;3;0
2019-10-10 21:30:00;57;55;66;45;2;0
2019-10-10 21:45:00;80;122;38;26;2;0
2019-10-10 22:00:00;101;153;40;29;0;0
2019-10-10 22:15:00;70;86;38;38;3;1
2019-10-10 22:30:00;39;33;30;28;0;0
2019-10-10 22:45:00;23;25;27;20;0;0
2019-10-10 23:00:00;16;25;22;20;0;0
2019-10-10 23:15:00;14;18;25;15;0;0
2019-10-10 23:30:00;14;11;12;9;0;0
2019-10-10 23:45:00;8;10;14;8;0;0
