DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(DA4);11(DA5);12(DC4);13(DC5);14(DA6);15(DC6);16(TA1FBA);17(TA2FBA);18(TA1FBB);19(TA2FBB);20(TA1FBC);21(TA2FBC);22(TA1FBD);23(TA2FBD)
2020-10-22 00:00:00;8;6;1;0;5;3;0;2;1;1;1;1;1;10;7;0;0;0;0;0;0;0;0
2020-10-22 00:15:00;10;8;0;2;7;8;2;1;1;1;1;3;3;11;9;0;0;0;0;0;0;0;0
2020-10-22 00:30:00;8;5;1;1;9;5;0;0;2;0;0;0;0;11;9;0;0;0;0;0;0;0;0
2020-10-22 00:45:00;2;5;1;0;4;1;1;1;0;0;1;1;1;2;4;0;0;0;0;0;0;0;0
2020-10-22 01:00:00;6;5;0;1;5;4;0;5;2;1;1;0;0;7;6;0;0;0;0;0;0;0;0
2020-10-22 01:15:00;2;5;0;1;2;3;0;0;1;0;0;0;0;4;2;0;0;0;0;0;0;0;0
2020-10-22 01:30:00;7;6;0;0;2;3;0;2;2;0;0;0;0;7;3;0;0;0;0;0;0;0;0
2020-10-22 01:45:00;5;1;0;2;5;6;0;1;1;0;0;0;0;6;7;0;0;0;0;0;0;0;0
2020-10-22 02:00:00;1;3;1;0;2;1;1;2;2;0;1;0;0;2;3;0;0;0;0;0;0;0;0
2020-10-22 02:15:00;3;4;1;1;5;4;0;1;1;0;0;2;2;4;6;0;0;0;0;0;0;0;0
2020-10-22 02:30:00;4;2;0;0;7;5;0;0;0;0;0;0;0;5;8;0;0;0;0;0;0;0;0
2020-10-22 02:45:00;5;2;0;0;5;2;0;0;1;2;1;0;0;5;5;0;0;0;0;0;0;0;0
2020-10-22 03:00:00;7;2;1;0;4;1;1;0;0;0;0;0;0;8;5;0;0;0;0;0;0;0;0
2020-10-22 03:15:00;6;3;0;1;5;3;0;1;0;3;3;1;0;7;5;0;0;0;0;0;0;0;0
2020-10-22 03:30:00;4;3;0;0;4;3;0;2;2;2;2;0;0;6;5;0;0;0;0;0;0;0;0
2020-10-22 03:45:00;7;6;0;1;6;5;1;3;1;0;0;0;0;9;7;0;0;0;0;0;0;0;0
2020-10-22 04:00:00;5;4;0;1;3;5;0;0;1;2;2;0;0;5;6;0;0;0;0;0;0;0;0
2020-10-22 04:15:00;12;5;1;2;13;6;0;1;2;1;0;0;0;12;14;0;0;0;0;0;0;0;0
2020-10-22 04:30:00;14;9;1;2;14;10;0;5;6;0;0;0;0;17;17;0;0;0;0;0;0;0;0
2020-10-22 04:45:00;29;20;2;3;11;10;2;7;12;1;1;0;0;38;15;0;0;0;0;0;0;0;0
2020-10-22 05:00:00;44;59;2;10;25;20;2;5;6;6;5;4;4;56;32;0;0;0;0;0;0;0;0
2020-10-22 05:15:00;74;89;1;6;26;25;7;18;16;3;4;2;2;108;35;0;0;0;0;0;0;0;0
2020-10-22 05:30:00;70;91;3;6;33;27;7;5;16;7;4;3;3;94;46;0;0;0;0;0;0;0;0
2020-10-22 05:45:00;60;71;1;11;52;42;10;10;11;8;10;5;4;78;73;0;0;0;0;0;0;0;0
2020-10-22 06:00:00;57;66;5;11;72;66;3;15;19;9;12;7;7;84;102;4;0;0;0;0;0;0;0
2020-10-22 06:15:00;87;113;7;14;61;58;8;22;16;17;15;6;6;121;116;0;0;0;0;0;0;0;0
2020-10-22 06:30:00;96;121;6;19;63;69;6;25;19;15;14;12;15;144;93;0;0;0;0;0;0;0;0
2020-10-22 06:45:00;117;140;3;25;76;68;7;21;23;15;16;11;12;160;105;0;0;0;0;0;0;0;0
2020-10-22 07:00:00;107;126;3;23;57;66;6;24;29;8;12;16;13;138;96;0;0;0;0;0;0;0;0
2020-10-22 07:15:00;168;179;6;36;75;76;11;42;46;36;29;18;18;164;105;0;10;0;0;0;0;0;0
2020-10-22 07:30:00;158;188;7;51;105;120;10;40;54;23;29;30;33;152;112;0;0;0;0;0;8;0;0
2020-10-22 07:45:00;133;149;8;43;105;117;19;44;70;18;20;18;18;124;133;1;0;0;0;0;0;0;0
2020-10-22 08:00:00;126;149;11;24;75;100;6;39;41;20;20;24;23;160;100;0;0;0;0;6;0;0;0
2020-10-22 08:15:00;118;108;4;30;94;93;8;37;33;16;16;17;13;161;129;2;0;0;0;0;0;0;0
2020-10-22 08:30:00;107;123;13;32;99;90;8;24;35;16;16;10;10;142;122;0;0;0;0;0;0;0;0
2020-10-22 08:45:00;123;123;11;44;100;108;15;19;40;16;23;13;15;146;115;0;0;0;0;2;0;1;0
