DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2)
2020-05-26 00:00:00;0;9;1;1;0;0;13;6;0;0
2020-05-26 00:15:00;0;15;0;0;1;0;15;6;0;0
2020-05-26 00:30:00;0;7;0;0;1;2;6;3;0;0
2020-05-26 00:45:00;0;11;0;0;2;0;8;3;0;0
2020-05-26 01:00:00;0;10;0;0;0;0;9;2;0;0
2020-05-26 01:15:00;0;10;1;0;0;1;8;5;0;0
2020-05-26 01:30:00;0;9;0;0;0;0;10;2;0;0
2020-05-26 01:45:00;0;8;2;0;0;1;9;5;0;0
2020-05-26 02:00:00;0;9;0;0;1;1;3;1;1;0
2020-05-26 02:15:00;0;8;0;0;0;0;7;2;0;0
2020-05-26 02:30:00;0;4;0;1;1;2;7;3;0;0
2020-05-26 02:45:00;0;7;0;0;0;2;8;2;0;0
2020-05-26 03:00:00;0;6;0;0;0;1;7;2;1;1
2020-05-26 03:15:00;0;5;0;1;0;2;7;4;0;0
2020-05-26 03:30:00;0;4;0;0;0;0;5;2;0;0
2020-05-26 03:45:00;0;10;0;0;0;1;5;2;0;0
2020-05-26 04:00:00;0;5;0;0;0;0;7;2;0;0
2020-05-26 04:15:00;0;8;0;0;0;1;6;4;1;1
2020-05-26 04:30:00;0;9;0;1;0;4;8;4;4;3
2020-05-26 04:45:00;0;20;0;0;1;9;24;7;2;3
2020-05-26 05:00:00;0;27;3;3;1;44;19;26;2;2
2020-05-26 05:15:00;0;43;0;3;1;126;58;64;2;6
2020-05-26 05:30:00;0;53;5;4;3;154;51;95;7;10
2020-05-26 05:45:00;0;94;10;34;36;134;51;69;9;20
2020-05-26 06:00:00;0;86;24;41;49;104;51;75;9;11
2020-05-26 06:15:00;0;84;6;19;27;148;62;101;11;17
2020-05-26 06:30:00;0;103;7;7;7;194;68;127;24;38
2020-05-26 06:45:00;0;102;5;12;9;181;63;138;27;38
2020-05-26 07:00:00;0;73;10;14;12;151;55;114;11;20
2020-05-26 07:15:00;0;93;8;14;15;150;69;142;16;18
2020-05-26 07:30:00;0;101;1;19;5;155;81;153;15;16
2020-05-26 07:45:00;0;107;7;17;11;162;93;159;19;23
2020-05-26 08:00:00;0;90;4;17;19;120;63;137;8;12
2020-05-26 08:15:00;0;85;4;13;6;93;72;104;13;11
2020-05-26 08:30:00;0;91;4;12;7;86;73;118;9;6
2020-05-26 08:45:00;0;101;9;13;12;68;77;111;12;6
2020-05-26 09:00:00;0;90;5;11;12;65;75;109;9;6
2020-05-26 09:15:00;0;84;7;8;13;39;79;102;10;7
2020-05-26 09:30:00;0;100;5;16;11;55;80;108;7;7
2020-05-26 09:45:00;0;99;8;16;17;47;76;115;11;6
2020-05-26 10:00:00;0;102;7;13;16;32;68;96;7;3
2020-05-26 10:15:00;0;117;19;15;15;36;86;105;7;5
2020-05-26 10:30:00;0;116;5;12;19;46;71;111;6;2
2020-05-26 10:45:00;0;113;10;19;14;35;85;109;10;6
2020-05-26 11:00:00;0;121;12;17;14;40;79;98;9;4
2020-05-26 11:15:00;0;123;10;12;21;42;78;117;18;6
2020-05-26 11:30:00;0;141;6;17;21;32;92;116;11;7
2020-05-26 11:45:00;0;119;10;11;18;43;70;94;6;4
2020-05-26 12:00:00;0;119;16;18;26;32;86;110;8;6
2020-05-26 12:15:00;0;113;14;15;21;39;78;104;8;0
2020-05-26 12:30:00;0;114;12;18;16;37;91;122;10;7
2020-05-26 12:45:00;0;115;20;21;30;58;84;125;12;10
2020-05-26 13:00:00;0;119;10;18;24;70;98;124;8;5
2020-05-26 13:15:00;0;118;6;21;29;116;103;140;6;6
2020-05-26 13:30:00;0;140;10;26;26;149;129;155;8;10
2020-05-26 13:45:00;0;126;10;27;39;174;125;187;15;10
2020-05-26 14:00:00;0;129;41;69;66;90;107;153;10;8
2020-05-26 14:15:00;0;171;31;81;82;40;89;115;14;10
2020-05-26 14:30:00;0;160;33;66;85;43;95;138;6;5
2020-05-26 14:45:00;0;159;23;47;59;33;102;141;10;5
2020-05-26 15:00:00;0;149;25;57;56;52;84;113;14;6
2020-05-26 15:15:00;0;163;21;71;77;42;89;134;9;11
2020-05-26 15:30:00;0;137;21;49;57;30;89;127;5;5
2020-05-26 15:45:00;0;175;21;38;49;29;97;132;14;5
2020-05-26 16:00:00;0;163;38;70;71;28;99;132;8;2
2020-05-26 16:15:00;0;177;27;52;54;22;93;132;8;3
2020-05-26 16:30:00;0;174;19;39;49;27;109;152;12;2
2020-05-26 16:45:00;0;165;20;50;59;21;124;126;11;1
2020-05-26 17:00:00;0;164;30;48;58;22;119;141;8;3
2020-05-26 17:15:00;0;148;9;37;40;18;111;143;10;4
2020-05-26 17:30:00;0;87;7;17;23;12;59;74;8;2
2020-05-26 17:45:00;0;84;7;19;24;12;43;62;6;3
2020-05-26 18:00:00;0;153;11;26;30;11;84;104;4;2
2020-05-26 18:15:00;0;131;12;19;21;15;92;118;6;0
2020-05-26 18:30:00;0;118;10;18;26;9;92;104;11;3
2020-05-26 18:45:00;0;110;7;14;26;15;82;100;10;4
2020-05-26 19:00:00;0;91;4;16;19;14;82;92;1;1
2020-05-26 19:15:00;0;115;9;15;14;16;69;76;7;1
2020-05-26 19:30:00;0;65;2;10;8;12;59;76;5;0
2020-05-26 19:45:00;0;76;3;4;11;10;55;75;2;1
2020-05-26 20:00:00;0;83;6;12;7;12;53;56;5;1
2020-05-26 20:15:00;0;67;0;9;8;8;55;49;6;0
2020-05-26 20:30:00;0;45;5;8;6;14;45;47;5;3
2020-05-26 20:45:00;0;55;1;7;5;16;54;51;2;1
2020-05-26 21:00:00;0;46;2;1;8;61;44;51;4;5
2020-05-26 21:15:00;0;47;1;6;7;91;66;75;6;6
2020-05-26 21:30:00;0;55;2;13;14;70;47;68;6;4
2020-05-26 21:45:00;0;72;10;49;49;29;48;35;8;3
2020-05-26 22:00:00;0;117;21;81;83;5;34;30;2;0
2020-05-26 22:15:00;0;108;10;36;29;3;43;39;3;2
2020-05-26 22:30:00;0;48;2;3;4;3;37;27;1;0
2020-05-26 22:45:00;0;22;3;4;3;6;26;29;1;0
2020-05-26 23:00:00;0;26;0;1;3;1;20;20;2;1
2020-05-26 23:15:00;0;22;0;1;1;2;31;21;0;0
2020-05-26 23:30:00;0;15;1;0;0;2;11;5;1;1
