DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(TAFGA);8(TAFBA);9(TAFBB);10(TAFGC);11(TAFBC);12(TAFBDRES)
2020-07-26 00:00:00;9;3;0;6;1;0;0;0;0;0;0;0
2020-07-26 00:15:00;2;1;0;7;7;1;0;0;0;0;0;0
2020-07-26 00:30:00;8;7;0;3;2;0;0;0;0;0;0;0
2020-07-26 00:45:00;3;1;0;3;3;2;0;0;0;0;0;0
2020-07-26 01:00:00;6;5;0;2;0;0;0;0;0;0;0;0
2020-07-26 01:15:00;2;1;0;1;1;0;0;0;0;0;0;0
2020-07-26 01:30:00;2;0;0;2;2;0;0;0;0;0;0;0
2020-07-26 01:45:00;4;4;0;0;3;1;0;0;0;0;0;0
2020-07-26 02:00:00;3;3;0;2;2;0;0;0;0;0;0;0
2020-07-26 02:15:00;1;2;0;1;0;0;0;0;0;0;0;0
2020-07-26 02:30:00;0;1;1;1;0;0;0;0;0;0;0;0
2020-07-26 02:45:00;2;1;0;1;0;0;0;0;0;0;0;0
2020-07-26 03:00:00;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-26 03:15:00;5;1;0;0;2;1;0;0;0;0;0;0
2020-07-26 03:30:00;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-26 03:45:00;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-26 04:00:00;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-26 04:15:00;2;2;0;1;1;0;0;0;0;0;0;0
2020-07-26 04:30:00;2;1;0;2;0;0;0;0;0;0;0;0
2020-07-26 04:45:00;1;2;0;1;1;0;0;0;0;0;0;0
2020-07-26 05:00:00;1;3;1;1;2;0;0;0;0;0;0;0
2020-07-26 05:15:00;0;1;0;2;3;0;0;0;0;0;0;0
2020-07-26 05:30:00;4;2;0;3;0;0;0;0;0;0;0;0
2020-07-26 05:45:00;4;1;0;5;1;0;0;0;0;0;0;0
2020-07-26 06:00:00;7;4;0;7;0;0;0;0;0;0;0;0
2020-07-26 06:15:00;7;3;0;7;1;0;0;0;0;0;0;0
2020-07-26 06:30:00;6;1;1;7;4;1;0;0;0;0;0;0
2020-07-26 06:45:00;9;5;0;13;3;0;0;0;0;0;0;0
2020-07-26 07:00:00;14;5;0;16;3;1;0;0;0;0;0;0
2020-07-26 07:15:00;13;6;0;12;3;0;0;0;0;0;0;0
2020-07-26 07:30:00;8;5;0;18;3;0;0;0;0;0;0;0
2020-07-26 07:45:00;9;9;1;19;3;3;0;0;0;0;0;0
2020-07-26 08:00:00;8;6;0;5;5;1;0;0;0;0;0;0
2020-07-26 08:15:00;11;6;1;11;0;0;0;0;0;0;0;0
2020-07-26 08:30:00;7;6;0;11;8;2;0;0;0;0;0;0
2020-07-26 08:45:00;5;9;0;11;3;0;0;0;0;0;0;0
2020-07-26 09:00:00;11;6;0;18;4;0;0;0;0;0;0;0
2020-07-26 09:15:00;9;8;0;10;6;3;0;0;0;0;0;0
2020-07-26 09:30:00;10;9;0;17;5;1;0;0;0;0;0;0
2020-07-26 09:45:00;5;6;0;13;6;1;0;0;0;0;0;0
2020-07-26 10:00:00;8;5;2;20;7;1;0;0;0;0;0;0
2020-07-26 10:15:00;6;3;1;15;5;2;0;0;0;0;0;0
2020-07-26 10:30:00;19;16;0;21;10;0;0;0;0;0;0;0
2020-07-26 10:45:00;10;6;1;18;6;1;0;0;0;0;0;0
2020-07-26 11:00:00;10;13;0;21;7;0;0;0;0;0;0;0
2020-07-26 11:15:00;18;14;3;17;2;0;0;0;0;0;0;0
2020-07-26 11:30:00;13;10;0;17;6;0;0;0;0;0;0;0
2020-07-26 11:45:00;18;6;0;31;14;1;0;0;0;0;0;0
2020-07-26 12:00:00;14;15;3;17;19;6;0;0;0;0;0;0
2020-07-26 12:15:00;7;5;3;14;7;4;0;0;0;0;0;0
2020-07-26 12:30:00;7;6;0;16;9;1;0;0;0;0;0;0
2020-07-26 12:45:00;6;9;1;7;10;3;0;0;0;0;0;0
2020-07-26 13:00:00;17;13;2;12;8;2;0;0;0;0;0;0
2020-07-26 13:15:00;8;5;0;7;10;1;0;0;0;0;0;0
2020-07-26 13:30:00;13;9;1;11;10;1;0;0;0;0;0;0
2020-07-26 13:45:00;8;8;3;14;5;1;0;0;0;0;0;0
2020-07-26 14:00:00;4;8;1;5;2;1;0;0;0;0;0;0
2020-07-26 14:15:00;8;9;0;4;8;0;0;0;0;0;0;0
2020-07-26 14:30:00;10;6;1;13;16;1;0;0;0;0;0;0
2020-07-26 14:45:00;7;7;0;7;14;1;0;0;0;0;0;0
2020-07-26 15:00:00;16;9;2;10;10;5;0;0;0;0;0;0
2020-07-26 15:15:00;12;6;0;6;4;4;0;0;0;0;0;0
2020-07-26 15:30:00;6;6;1;11;12;0;0;0;0;0;0;0
2020-07-26 15:45:00;7;3;0;7;10;1;0;0;0;0;0;0
2020-07-26 16:00:00;12;4;2;10;5;0;0;0;0;0;0;0
2020-07-26 16:15:00;7;6;0;5;7;1;0;0;0;0;0;0
2020-07-26 16:30:00;5;6;2;4;7;0;0;0;0;0;0;0
2020-07-26 16:45:00;9;5;0;9;12;2;0;0;0;0;0;0
2020-07-26 17:00:00;8;6;0;11;10;1;0;0;0;0;0;0
2020-07-26 17:15:00;10;5;0;11;5;1;0;0;0;0;0;0
2020-07-26 17:30:00;11;5;0;5;9;2;0;0;0;0;0;0
2020-07-26 17:45:00;7;7;0;7;7;1;0;0;0;0;0;0
2020-07-26 18:00:00;7;5;0;8;3;2;0;0;0;0;0;0
2020-07-26 18:15:00;9;7;1;9;5;0;0;0;0;0;0;0
2020-07-26 18:30:00;7;4;0;5;15;1;0;0;0;0;0;0
2020-07-26 18:45:00;7;5;0;7;9;1;0;0;0;0;0;0
2020-07-26 19:00:00;13;8;0;6;7;2;0;0;0;0;0;0
2020-07-26 19:15:00;10;6;4;8;8;1;0;0;0;0;0;0
2020-07-26 19:30:00;6;5;0;8;3;0;0;0;0;0;0;0
2020-07-26 19:45:00;8;5;1;6;3;0;0;0;0;0;0;0
2020-07-26 20:00:00;6;6;0;9;6;0;0;0;0;0;0;0
2020-07-26 20:15:00;14;3;1;10;7;1;0;0;0;0;0;0
2020-07-26 20:30:00;9;3;0;4;3;2;0;0;0;0;0;0
2020-07-26 20:45:00;6;7;3;7;3;0;0;0;0;0;0;0
2020-07-26 21:00:00;6;8;1;7;15;1;0;0;0;0;0;0
2020-07-26 21:15:00;2;5;0;8;6;1;0;0;0;0;0;0
2020-07-26 21:30:00;9;9;1;6;9;2;0;0;0;0;0;0
2020-07-26 21:45:00;0;4;0;6;5;1;0;0;0;0;0;0
2020-07-26 22:00:00;5;5;0;4;2;1;0;0;0;0;0;0
2020-07-26 22:15:00;6;4;0;1;1;0;0;0;0;0;0;0
2020-07-26 22:30:00;2;0;0;4;0;0;0;0;0;0;0;0
2020-07-26 22:45:00;2;0;0;2;1;0;0;0;0;0;0;0
2020-07-26 23:00:00;1;4;1;4;3;1;0;0;0;0;0;0
2020-07-26 23:15:00;0;2;1;0;1;0;0;0;0;0;0;0
2020-07-26 23:30:00;1;5;1;6;4;2;0;0;0;0;0;0
2020-07-26 23:45:00;5;5;0;3;4;0;0;0;0;0;0;0
