DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(TA1);8(TA2)
2020-06-04 00:00:00;5;3;0;0;0;3;0;0
2020-06-04 00:15:00;2;2;0;0;0;1;0;0
2020-06-04 00:30:00;7;0;0;0;0;3;0;0
2020-06-04 00:45:00;0;0;0;0;0;0;0;0
2020-06-04 01:00:00;1;2;0;0;0;2;0;0
2020-06-04 01:15:00;2;2;0;0;2;1;0;0
2020-06-04 01:30:00;2;3;0;0;4;6;0;0
2020-06-04 01:45:00;1;2;2;0;2;1;0;0
2020-06-04 02:00:00;0;2;0;0;0;5;0;0
2020-06-04 02:15:00;6;0;0;0;1;0;0;0
2020-06-04 02:30:00;1;0;0;0;3;5;0;0
2020-06-04 02:45:00;4;0;0;0;1;1;0;0
2020-06-04 03:00:00;2;0;0;0;1;1;0;0
2020-06-04 03:15:00;1;4;0;0;0;1;0;0
2020-06-04 03:30:00;2;2;0;0;0;2;0;0
2020-06-04 03:45:00;2;2;0;0;0;0;0;0
2020-06-04 04:00:00;1;3;0;0;0;1;0;0
2020-06-04 04:15:00;2;1;0;0;1;3;0;0
2020-06-04 04:30:00;1;3;0;0;2;9;0;0
2020-06-04 04:45:00;5;6;0;0;17;24;3;0
2020-06-04 05:00:00;13;16;0;0;28;47;15;0
2020-06-04 05:15:00;14;39;1;0;95;129;25;2
2020-06-04 05:30:00;33;71;3;0;101;114;12;8
2020-06-04 05:45:00;106;131;4;0;71;66;16;12
2020-06-04 06:00:00;34;52;4;0;16;13;2;11
2020-06-04 06:15:00;0;0;0;0;0;0;0;0
2020-06-04 06:30:00;46;73;0;0;39;45;17;0
2020-06-04 06:45:00;33;76;0;0;62;46;11;1
2020-06-04 07:00:00;18;50;2;0;37;39;19;0
2020-06-04 07:15:00;28;68;5;0;62;49;11;2
2020-06-04 07:30:00;35;60;3;0;56;48;19;0
2020-06-04 07:45:00;46;59;6;0;50;49;9;4
2020-06-04 08:00:00;22;49;6;0;37;45;12;0
2020-06-04 08:30:00;22;45;3;0;31;26;4;2
2020-06-04 08:45:00;33;45;5;0;27;26;6;0
2020-06-04 09:00:00;23;41;2;0;25;28;5;1
2020-06-04 09:15:00;29;31;5;0;23;24;2;2
2020-06-04 09:30:00;26;40;11;0;31;21;2;0
2020-06-04 09:45:00;24;44;8;0;27;35;2;2
2020-06-04 10:00:00;27;34;4;0;18;24;1;4
2020-06-04 10:15:00;21;32;4;0;29;20;2;4
2020-06-04 10:30:00;28;35;4;0;37;25;1;0
2020-06-04 10:45:00;33;37;7;0;31;36;0;0
2020-06-04 11:00:00;24;38;3;0;28;28;1;5
2020-06-04 11:15:00;34;40;8;0;30;21;4;7
2020-06-04 11:30:00;28;28;6;0;38;28;0;2
2020-06-04 11:45:00;32;28;8;0;33;21;3;3
2020-06-04 12:00:00;44;41;5;0;34;32;0;10
2020-06-04 12:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-04 12:30:00;25;40;4;0;28;29;0;9
2020-06-04 12:45:00;33;29;6;0;28;27;4;22
2020-06-04 13:00:00;31;52;6;0;45;25;15;2
2020-06-04 13:15:00;36;37;8;0;36;33;15;7
2020-06-04 13:30:00;34;59;6;0;47;53;17;6
2020-06-04 13:45:00;58;60;12;0;55;83;4;12
2020-06-04 14:00:00;70;98;9;0;54;51;9;17
2020-06-04 14:15:00;97;138;8;0;56;33;4;8
2020-06-04 14:30:00;138;169;8;0;48;49;4;15
2020-06-04 14:45:00;133;132;5;0;41;34;0;14
2020-06-04 15:00:00;58;73;4;0;52;30;0;39
2020-06-04 15:15:00;41;54;7;0;61;34;3;18
2020-06-04 15:30:00;35;50;4;0;51;33;1;8
2020-06-04 15:45:00;52;56;5;0;46;40;4;14
2020-06-04 16:00:00;47;51;5;0;48;26;0;9
2020-06-04 16:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-04 16:30:00;40;57;5;0;55;29;0;4
2020-06-04 16:45:00;35;41;6;0;39;22;0;8
2020-06-04 17:00:00;44;46;2;0;43;26;0;8
2020-06-04 17:15:00;38;37;6;0;48;30;0;8
2020-06-04 17:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-04 17:45:00;40;33;4;0;36;26;0;4
2020-06-04 18:00:00;25;31;9;0;21;9;0;2
2020-06-04 18:15:00;35;37;12;0;38;18;0;3
2020-06-04 18:30:00;19;22;5;0;23;10;0;2
2020-06-04 18:45:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-04 19:00:00;17;22;2;0;27;15;0;1
2020-06-04 19:15:00;30;25;5;0;16;13;0;2
2020-06-04 19:30:00;17;14;5;0;20;18;0;0
2020-06-04 19:45:00;13;17;1;0;13;10;0;0
2020-06-04 20:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-04 20:15:00;10;14;3;0;14;6;0;0
2020-06-04 20:30:00;15;11;2;0;15;15;0;0
2020-06-04 20:45:00;12;12;1;0;15;41;8;0
2020-06-04 21:00:00;8;21;3;0;38;60;19;0
2020-06-04 21:15:00;16;28;5;0;48;103;40;0
2020-06-04 21:30:00;22;32;5;0;43;76;20;9
2020-06-04 21:45:00;38;61;9;0;28;37;2;16
2020-06-04 22:00:00;34;36;5;0;38;19;1;15
2020-06-04 22:15:00;22;16;2;0;9;6;1;2
2020-06-04 22:30:00;6;6;1;0;9;6;0;0
2020-06-04 22:45:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-04 23:00:00;3;5;0;0;4;4;0;0
2020-06-04 23:15:00;5;3;0;0;3;2;0;0
2020-06-04 23:30:00;4;3;0;0;5;5;0;0
2020-06-04 23:45:00;5;3;0;0;1;3;0;0
