DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DD1);31(DB2);32(TARDD);33(TAFGA);34(TAFGC);35(TAFBA);36(TAFBB);37(TAFBC);38(TAFBD)
2020-09-22 00:00:00;5;3;5;2;12;0;2;8;0;0;0;0;0;0;0
2020-09-22 00:15:00;6;0;0;1;5;1;2;1;0;0;0;0;0;0;0
2020-09-22 00:30:00;2;2;1;1;12;0;4;3;0;0;0;0;0;0;0
2020-09-22 00:45:00;9;1;1;5;2;1;5;7;0;0;0;0;0;0;0
2020-09-22 01:00:00;1;2;2;4;3;1;1;6;0;0;0;0;0;0;0
2020-09-22 01:15:00;5;0;6;5;4;0;2;7;0;0;0;0;0;0;0
2020-09-22 01:30:00;1;0;1;0;3;0;1;0;0;0;0;0;0;0;0
2020-09-22 01:45:00;1;1;4;0;3;0;0;5;0;0;0;0;0;0;0
2020-09-22 02:00:00;3;0;3;3;1;0;0;6;0;0;0;0;0;0;0
2020-09-22 02:15:00;3;0;5;3;7;0;0;9;0;0;0;0;0;0;0
2020-09-22 02:30:00;1;1;3;2;4;0;1;7;0;0;0;0;0;0;0
2020-09-22 02:45:00;3;1;3;2;2;1;2;9;0;0;0;0;0;0;0
2020-09-22 03:00:00;7;0;1;3;7;0;5;3;0;0;0;0;0;0;0
2020-09-22 03:15:00;6;0;1;2;2;0;0;3;0;0;0;0;0;0;0
2020-09-22 03:30:00;3;2;2;4;1;1;0;5;0;0;0;0;0;0;0
2020-09-22 03:45:00;0;0;4;3;4;0;1;7;0;0;0;0;0;0;0
2020-09-22 04:00:00;2;2;2;3;4;0;2;4;0;0;0;0;0;0;0
2020-09-22 04:15:00;8;1;5;3;4;3;3;5;0;0;0;0;0;0;0
2020-09-22 04:30:00;16;2;5;4;5;0;3;9;0;0;0;0;0;0;0
2020-09-22 04:45:00;12;4;7;6;7;1;5;15;0;0;0;0;0;0;0
2020-09-22 05:00:00;24;2;3;5;13;0;5;9;0;0;0;0;0;0;0
2020-09-22 05:15:00;39;3;6;8;16;0;11;12;0;0;0;1;0;0;0
2020-09-22 05:30:00;75;14;13;17;20;0;14;22;0;0;1;0;0;0;0
2020-09-22 05:45:00;81;16;15;38;24;3;22;35;0;0;4;0;0;4;0
2020-09-22 06:00:00;79;20;12;38;32;2;18;40;0;0;0;0;0;0;0
2020-09-22 06:15:00;122;14;20;38;42;4;24;30;0;0;0;0;0;0;0
2020-09-22 06:30:00;113;30;17;41;54;1;29;36;0;0;0;0;0;3;0
2020-09-22 06:45:00;124;39;28;61;53;3;45;37;0;0;0;0;0;0;0
2020-09-22 07:00:00;178;22;29;34;53;4;39;27;0;1;0;0;0;0;0
2020-09-22 07:15:00;162;21;34;43;54;4;43;41;0;2;10;0;0;40;0
2020-09-22 07:30:00;184;25;40;37;51;8;50;28;0;0;3;0;0;0;0
2020-09-22 07:45:00;180;25;42;33;51;6;49;33;0;0;0;0;0;0;0
2020-09-22 08:00:00;130;11;36;37;40;10;50;39;0;1;0;0;0;0;0
2020-09-22 08:15:00;149;11;29;29;72;7;39;32;0;0;3;0;0;7;0
2020-09-22 08:30:00;155;7;36;31;64;4;45;31;0;0;2;0;0;1;0
2020-09-22 08:45:00;114;10;35;40;69;9;61;39;0;0;0;0;0;0;0
2020-09-22 09:00:00;124;7;41;26;72;9;39;33;0;0;1;0;0;0;0
2020-09-22 09:15:00;102;10;25;35;51;10;49;37;0;5;1;2;0;0;0
2020-09-22 09:30:00;128;8;40;35;72;10;42;44;0;0;0;0;0;0;0
2020-09-22 09:45:00;127;14;36;38;54;9;45;42;0;1;2;0;0;0;0
2020-09-22 10:00:00;100;7;36;38;63;5;44;34;0;0;1;0;0;0;0
2020-09-22 10:15:00;94;6;41;34;68;13;40;27;0;4;1;0;0;0;0
2020-09-22 10:30:00;114;11;33;23;58;13;46;31;0;4;4;1;0;0;0
2020-09-22 10:45:00;135;8;40;33;65;8;58;41;0;0;2;0;0;0;0
2020-09-22 11:00:00;83;5;34;39;89;10;44;33;0;0;0;0;0;0;0
2020-09-22 11:15:00;111;10;34;55;74;11;47;36;0;0;1;0;2;0;0
2020-09-22 11:30:00;88;7;43;41;72;11;51;28;0;1;3;0;0;0;0
2020-09-22 11:45:00;100;8;45;35;85;15;49;34;0;0;1;0;0;0;0
2020-09-22 12:00:00;89;7;47;46;81;10;60;40;0;0;1;0;0;0;0
2020-09-22 12:15:00;79;8;30;32;104;13;44;42;0;2;0;0;0;0;0
2020-09-22 12:30:00;81;6;50;35;96;15;53;29;0;3;0;0;0;0;0
2020-09-22 12:45:00;94;1;35;32;77;10;67;33;0;1;3;0;0;0;0
2020-09-22 13:00:00;99;15;44;30;89;14;57;37;0;0;1;0;0;0;0
2020-09-22 13:15:00;113;4;31;29;108;4;55;32;0;3;6;0;0;2;0
2020-09-22 13:30:00;107;13;29;32;87;8;43;29;0;0;0;0;0;0;0
2020-09-22 13:45:00;97;6;50;28;79;12;50;37;0;0;1;0;0;0;0
2020-09-22 14:00:00;110;11;39;32;106;7;51;31;0;1;3;0;0;3;0
2020-09-22 14:15:00;112;8;41;32;104;10;58;36;0;0;0;0;0;0;0
2020-09-22 14:30:00;104;9;41;28;119;14;69;31;0;0;1;0;0;0;0
2020-09-22 14:45:00;115;7;45;33;96;8;56;35;0;0;0;0;0;1;0
2020-09-22 15:00:00;93;8;51;33;108;10;59;37;0;3;1;0;0;0;0
2020-09-22 15:15:00;102;6;48;40;141;11;75;37;0;2;0;0;0;0;0
2020-09-22 15:30:00;112;8;54;27;126;12;76;52;0;0;1;0;0;0;0
2020-09-22 15:45:00;94;7;62;40;133;16;62;45;0;0;0;0;0;0;0
2020-09-22 16:00:00;120;4;53;35;155;18;71;36;0;0;2;0;0;0;0
2020-09-22 16:15:00;145;5;53;45;138;8;83;33;0;0;1;0;0;0;0
2020-09-22 16:30:00;100;7;63;41;131;12;80;41;0;0;3;0;3;1;1
2020-09-22 16:45:00;120;3;56;31;140;13;80;35;0;1;1;0;0;0;0
2020-09-22 17:00:00;111;5;51;28;134;9;68;46;0;2;1;0;0;0;0
2020-09-22 17:15:00;109;8;58;26;143;12;70;35;0;0;0;0;0;0;0
2020-09-22 17:30:00;114;5;53;30;125;13;72;42;0;0;2;2;0;0;0
2020-09-22 17:45:00;107;4;42;27;137;18;54;42;0;0;4;0;0;0;0
2020-09-22 18:00:00;110;5;45;30;126;15;55;32;0;2;2;0;0;0;1
2020-09-22 18:15:00;87;5;44;24;115;2;55;33;0;4;1;5;0;1;0
2020-09-22 18:30:00;103;3;26;25;99;8;37;35;0;1;0;0;0;0;0
2020-09-22 18:45:00;89;7;29;24;86;14;45;19;0;6;0;0;0;0;0
2020-09-22 19:00:00;93;3;31;22;92;16;25;25;0;0;4;0;17;0;0
2020-09-22 19:15:00;96;4;23;17;91;6;37;18;0;2;0;0;0;0;0
2020-09-22 19:30:00;70;4;24;17;79;10;37;20;0;0;1;0;0;3;0
2020-09-22 19:45:00;69;2;19;7;68;13;24;17;0;8;0;9;0;0;0
2020-09-22 20:00:00;53;3;16;11;92;8;24;22;0;0;1;0;0;0;0
2020-09-22 20:15:00;46;3;17;7;64;7;21;20;0;0;1;0;0;0;0
2020-09-22 20:30:00;55;2;12;6;63;6;20;13;0;0;0;0;0;0;0
2020-09-22 20:45:00;42;2;12;9;36;2;19;17;0;0;0;0;0;0;0
2020-09-22 21:00:00;46;5;16;8;53;2;21;19;0;0;0;0;0;0;0
2020-09-22 21:15:00;49;5;12;7;52;6;18;14;0;0;0;0;0;0;0
2020-09-22 21:30:00;31;1;10;5;52;7;15;8;0;0;2;0;0;30;0
2020-09-22 21:45:00;18;2;9;5;48;2;21;10;0;1;0;0;0;0;0
2020-09-22 22:00:00;32;1;16;1;48;6;16;7;0;0;0;0;0;0;0
2020-09-22 22:15:00;23;2;7;10;34;3;17;11;0;0;0;0;0;0;0
2020-09-22 22:30:00;16;4;13;5;31;0;10;10;0;0;0;0;0;0;0
2020-09-22 22:45:00;16;0;5;6;19;2;10;7;0;0;0;0;0;0;0
2020-09-22 23:00:00;11;2;10;3;17;3;9;10;0;0;0;0;0;0;0
2020-09-22 23:15:00;14;2;1;4;20;1;6;6;0;0;0;0;0;0;0
2020-09-22 23:30:00;11;0;5;3;20;2;6;9;0;0;0;0;0;0;0
