DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC3);7(DD12);8(TAFBB);9(TAFBC);10(TAFBD);11(TARDB);12(TARDD)
2019-11-01 00:00:00;11;11;20;0;0;8;0;0;0;0;0;0
2019-11-01 00:15:00;5;12;36;5;6;17;1;0;0;0;0;0
2019-11-01 00:30:00;5;12;30;2;0;20;0;0;0;0;0;0
2019-11-01 00:45:00;6;13;35;0;1;21;0;0;0;0;0;0
2019-11-01 01:00:00;9;18;40;1;0;24;0;0;0;0;0;0
2019-11-01 01:15:00;9;7;22;0;4;18;0;0;0;0;0;0
2019-11-01 01:30:00;6;13;28;4;2;13;0;0;0;0;0;0
2019-11-01 01:45:00;10;17;30;2;2;16;0;0;0;0;0;0
2019-11-01 02:00:00;10;12;32;2;0;20;0;0;0;0;0;0
2019-11-01 02:15:00;4;7;23;0;3;15;0;0;0;0;0;0
2019-11-01 02:30:00;9;13;28;0;0;19;0;0;0;0;0;0
2019-11-01 02:45:00;6;12;31;1;1;22;0;0;0;0;0;0
2019-11-01 03:00:00;10;14;31;0;1;18;0;0;0;0;0;0
2019-11-01 03:15:00;7;16;32;0;3;18;0;0;0;0;0;0
2019-11-01 03:30:00;10;15;30;0;1;14;0;0;0;0;0;0
2019-11-01 03:45:00;6;12;22;0;2;9;0;0;0;0;0;0
2019-11-01 04:00:00;4;5;19;0;0;12;0;0;0;0;0;0
2019-11-01 04:15:00;5;9;15;2;1;5;0;0;0;0;0;0
2019-11-01 04:30:00;5;9;17;0;0;6;0;0;0;0;0;0
2019-11-01 04:45:00;4;8;10;0;0;4;0;0;0;0;0;0
2019-11-01 05:00:00;1;3;7;0;0;5;0;0;0;0;0;0
2019-11-01 05:15:00;3;5;13;0;0;9;0;0;0;0;0;0
2019-11-01 05:30:00;7;9;17;0;1;9;0;0;0;0;0;0
2019-11-01 05:45:00;2;6;11;0;0;6;0;0;0;0;0;0
2019-11-01 06:00:00;1;2;9;0;0;8;0;0;0;0;0;0
2019-11-01 06:15:00;7;5;10;0;0;8;0;0;0;0;0;0
2019-11-01 06:30:00;4;3;10;0;0;9;0;0;0;0;0;0
