DATUM;1(TAA);2(TAFBA);3(MP3711);4(MP3712);5(MP3713);6(MP3714);7(MP3715);8(MP3716);9(MP3717);10(MP3718);11(MP3719);12(MP3720);13(MP3721);14(MP3722)
2020-05-22 00:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 00:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 00:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 00:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 01:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 01:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 01:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 01:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 02:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 02:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 02:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 02:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 03:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 03:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 03:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 03:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 04:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 04:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 04:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 04:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 05:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 05:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 05:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 05:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 06:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 06:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 06:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 06:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 07:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 07:15:00;13;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 07:30:00;7;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 07:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 08:00:00;17;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 08:15:00;4;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 08:30:00;13;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 08:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 09:00:00;13;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 09:15:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 09:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 09:45:00;2;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 10:00:00;4;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 10:15:00;7;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 10:30:00;12;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 10:45:00;36;19;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 11:00:00;8;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 11:15:00;9;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 11:30:00;13;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 11:45:00;7;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 12:00:00;9;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 12:15:00;4;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 12:30:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 12:45:00;5;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 13:00:00;18;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 13:15:00;9;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 13:30:00;6;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 13:45:00;10;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 14:00:00;18;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 14:15:00;27;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 14:30:00;17;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 14:45:00;87;3;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 15:00:00;18;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 15:15:00;6;6;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-22 15:30:00;14;6;0;0;0;0;0;0;0;0;0;0;0;0
