DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DD2)
2019-10-21 00:00:00;0;0;0;0;0;0;0;6;6
2019-10-21 00:15:00;0;0;0;0;0;0;0;7;7
2019-10-21 00:30:00;0;0;0;0;0;0;0;1;1
2019-10-21 00:45:00;0;0;0;0;0;0;0;5;5
2019-10-21 01:00:00;0;0;0;0;0;0;0;5;5
2019-10-21 01:15:00;0;0;0;0;0;0;0;4;4
2019-10-21 01:30:00;0;0;0;0;0;0;0;0;0
2019-10-21 01:45:00;0;0;0;0;0;0;0;4;4
2019-10-21 02:00:00;0;0;0;0;0;0;0;1;1
2019-10-21 02:15:00;0;0;0;0;0;0;0;4;4
2019-10-21 02:30:00;0;0;0;0;0;0;0;4;4
2019-10-21 02:45:00;0;0;0;0;0;0;0;6;6
2019-10-21 03:00:00;0;0;0;0;0;0;0;6;6
2019-10-21 03:15:00;0;0;0;0;0;0;0;5;5
2019-10-21 03:30:00;0;0;0;0;0;0;0;9;9
2019-10-21 03:45:00;0;0;0;0;0;0;0;3;3
2019-10-21 04:00:00;0;0;0;0;0;0;0;5;5
2019-10-21 04:15:00;0;0;0;0;0;0;0;5;5
2019-10-21 04:30:00;0;0;0;0;0;0;0;10;11
2019-10-21 04:45:00;0;0;0;0;0;0;0;12;11
2019-10-21 05:00:00;0;0;0;0;0;0;0;6;6
2019-10-21 05:15:00;0;0;0;0;0;0;0;17;18
2019-10-21 05:30:00;0;0;0;0;0;0;0;22;22
2019-10-21 05:45:00;0;0;0;0;0;0;0;34;33
2019-10-21 06:00:00;0;0;0;0;0;0;0;41;41
2019-10-21 06:15:00;0;0;0;0;0;0;0;41;41
2019-10-21 06:30:00;0;0;0;0;0;0;0;30;29
2019-10-21 06:45:00;0;0;0;0;0;0;0;45;46
2019-10-21 07:00:00;0;0;0;0;0;0;0;39;39
2019-10-21 07:15:00;0;0;0;0;0;0;0;57;56
2019-10-21 07:30:00;0;0;0;0;0;0;0;52;52
2019-10-21 07:45:00;0;0;0;0;0;0;1;51;51
2019-10-21 08:00:00;0;0;0;0;0;0;0;45;46
2019-10-21 08:15:00;0;0;0;0;0;0;0;49;49
2019-10-21 08:30:00;0;0;0;0;0;0;0;40;40
2019-10-21 08:45:00;0;0;0;0;0;0;0;50;50
2019-10-21 09:00:00;0;0;0;0;0;0;0;40;41
2019-10-21 09:15:00;0;0;0;0;0;0;0;57;57
2019-10-21 09:30:00;0;0;0;0;0;0;0;42;40
2019-10-21 09:45:00;0;0;0;0;0;0;0;53;53
2019-10-21 10:00:00;0;0;0;0;0;0;0;50;51
2019-10-21 10:15:00;0;0;0;0;0;0;0;46;45
2019-10-21 10:30:00;0;0;0;0;0;0;0;49;49
2019-10-21 10:45:00;0;0;0;0;0;0;0;49;50
2019-10-21 11:00:00;0;0;0;0;0;0;0;56;55
2019-10-21 11:15:00;0;0;0;0;0;0;0;62;62
2019-10-21 11:30:00;0;0;0;0;0;0;0;56;57
2019-10-21 11:45:00;0;0;0;0;0;0;0;46;45
2019-10-21 12:00:00;0;0;0;0;0;0;0;59;59
2019-10-21 12:15:00;0;0;0;0;0;0;2;58;58
2019-10-21 12:30:00;0;0;0;0;0;0;0;42;42
2019-10-21 12:45:00;0;0;0;0;0;0;0;55;55
2019-10-21 13:00:00;0;0;0;0;0;0;0;38;38
2019-10-21 13:15:00;0;0;0;0;0;0;0;58;58
2019-10-21 13:30:00;0;0;0;0;0;0;0;46;48
2019-10-21 13:45:00;0;0;0;0;0;0;0;53;52
2019-10-21 14:00:00;0;0;0;0;0;0;0;52;51
2019-10-21 14:15:00;0;0;0;0;0;0;0;65;67
2019-10-21 14:30:00;0;0;0;0;0;0;0;60;61
2019-10-21 14:45:00;0;0;0;0;0;0;0;72;69
2019-10-21 15:00:00;0;0;0;0;0;0;0;74;74
2019-10-21 15:15:00;0;0;0;0;0;0;0;62;63
2019-10-21 15:30:00;0;0;0;0;0;0;0;58;59
2019-10-21 15:45:00;0;0;0;0;0;0;0;62;60
2019-10-21 16:00:00;0;0;0;0;0;0;0;59;59
2019-10-21 16:15:00;0;0;0;0;0;0;0;62;62
2019-10-21 16:30:00;0;0;0;0;0;0;0;51;53
2019-10-21 16:45:00;0;0;0;0;0;0;0;52;52
2019-10-21 17:00:00;0;0;0;0;0;0;0;53;51
2019-10-21 17:15:00;0;0;0;0;0;0;0;54;53
2019-10-21 17:30:00;0;0;0;0;0;0;0;42;42
2019-10-21 17:45:00;0;0;0;0;0;0;0;71;71
2019-10-21 18:00:00;0;0;0;0;0;0;0;36;36
2019-10-21 18:15:00;0;0;0;0;0;0;0;39;39
2019-10-21 18:30:00;0;0;0;0;0;0;0;51;51
2019-10-21 18:45:00;0;0;0;0;0;0;0;42;43
2019-10-21 19:00:00;0;0;0;0;0;0;0;46;45
2019-10-21 19:15:00;0;0;0;0;0;1;1;52;52
2019-10-21 19:30:00;0;0;0;0;0;0;0;31;32
2019-10-21 19:45:00;0;0;0;0;0;0;0;16;16
2019-10-21 20:00:00;0;0;0;0;0;0;0;26;25
2019-10-21 20:15:00;0;0;0;0;0;0;0;27;28
2019-10-21 20:30:00;0;0;0;0;0;0;0;22;23
2019-10-21 20:45:00;0;0;0;0;0;0;0;26;24
2019-10-21 21:00:00;0;0;0;0;0;0;0;17;17
2019-10-21 21:15:00;0;0;0;0;0;0;0;18;18
2019-10-21 21:30:00;0;0;0;0;0;0;0;16;16
2019-10-21 21:45:00;0;0;0;0;0;0;0;32;32
2019-10-21 22:00:00;0;0;0;0;0;0;0;29;29
2019-10-21 22:15:00;0;0;0;0;0;0;0;33;33
2019-10-21 22:30:00;0;0;0;0;0;0;0;10;10
2019-10-21 22:45:00;0;0;0;0;0;0;0;12;12
2019-10-21 23:00:00;0;0;0;0;0;0;0;7;7
2019-10-21 23:15:00;0;0;0;0;0;0;0;11;12
2019-10-21 23:30:00;0;0;0;0;0;0;0;7;6
2019-10-21 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
