DATUM;1(DA1);2(DB1);3(DB2);4(DC1);5(DC2);9(TAFGB1);10(TAFGB2);11(TARDD);12(TAFBA);13(TAFBB);14(TAFGE);15(TAFBE)
2020-01-12 00:00:00;10;16;14;10;4;0;0;0;0;0;0;0
2020-01-12 00:15:00;3;21;11;18;10;0;0;0;0;0;0;0
2020-01-12 00:30:00;6;14;16;13;7;0;0;0;0;0;0;0
2020-01-12 00:45:00;1;20;18;12;9;0;0;0;0;0;0;0
2020-01-12 01:00:00;2;16;13;11;6;0;0;0;0;0;0;0
2020-01-12 01:15:00;3;19;12;10;7;0;0;0;0;0;0;0
2020-01-12 01:30:00;2;11;5;12;5;0;0;0;0;0;0;0
2020-01-12 01:45:00;5;19;13;13;7;0;0;0;0;0;0;0
2020-01-12 02:00:00;4;8;12;10;2;0;0;0;0;0;0;0
2020-01-12 02:15:00;0;19;14;11;3;0;0;0;0;0;0;0
2020-01-12 02:30:00;3;6;7;5;4;0;0;0;0;0;0;0
2020-01-12 02:45:00;2;6;7;3;4;0;0;0;0;0;0;0
2020-01-12 03:00:00;4;3;2;4;2;0;0;0;0;0;0;0
2020-01-12 03:15:00;3;11;8;8;6;0;0;0;0;0;0;0
2020-01-12 03:30:00;3;1;6;3;0;0;0;0;0;0;0;0
2020-01-12 03:45:00;2;3;7;7;5;0;0;0;0;0;0;0
2020-01-12 04:00:00;0;2;7;7;2;0;0;0;0;0;0;0
2020-01-12 04:15:00;1;7;9;6;2;0;0;0;0;0;0;0
2020-01-12 04:30:00;1;5;4;5;2;0;0;0;0;0;0;0
2020-01-12 04:45:00;2;4;2;3;2;0;0;0;0;0;0;0
2020-01-12 05:00:00;0;1;4;5;4;0;0;0;0;0;0;0
2020-01-12 05:15:00;2;8;12;5;3;0;0;0;0;0;0;0
2020-01-12 05:30:00;2;6;3;9;9;0;0;0;0;0;0;0
2020-01-12 05:45:00;2;10;3;11;6;0;0;0;0;0;0;0
2020-01-12 06:00:00;1;10;7;7;5;0;0;0;0;0;0;0
2020-01-12 06:15:00;2;12;12;14;7;0;0;0;0;0;0;0
2020-01-12 06:30:00;3;9;11;10;6;0;0;0;0;0;0;0
2020-01-12 06:45:00;2;6;6;6;4;0;0;0;0;0;0;0
2020-01-12 07:00:00;3;12;7;11;4;0;0;0;0;0;0;0
2020-01-12 07:15:00;5;15;17;4;2;0;0;0;0;0;0;0
2020-01-12 07:30:00;4;19;12;13;8;0;0;0;0;0;1;0
2020-01-12 07:45:00;2;18;11;15;8;0;0;0;0;0;0;0
2020-01-12 08:00:00;6;24;20;12;7;0;0;0;0;0;0;0
2020-01-12 08:15:00;3;24;12;11;6;0;0;0;0;0;0;0
2020-01-12 08:30:00;3;18;6;10;2;0;0;0;0;0;0;0
2020-01-12 08:45:00;4;25;15;26;14;1;0;0;0;6;0;0
2020-01-12 09:00:00;3;26;17;21;10;1;0;0;0;2;0;0
2020-01-12 09:15:00;3;17;25;32;19;1;0;0;0;0;0;0
2020-01-12 09:30:00;9;26;16;29;25;0;0;0;0;0;1;2
2020-01-12 09:45:00;14;23;26;42;29;0;1;0;0;0;7;8
2020-01-12 10:00:00;16;31;39;30;12;3;0;0;0;10;0;3
2020-01-12 10:15:00;9;47;21;27;18;3;0;0;0;9;0;0
2020-01-12 10:30:00;8;31;28;30;22;0;0;0;0;0;1;5
2020-01-12 10:45:00;10;39;32;31;32;0;0;0;0;0;1;1
2020-01-12 11:00:00;14;38;31;37;23;0;3;0;0;0;0;0
2020-01-12 11:15:00;13;44;37;31;27;2;3;0;0;5;1;3
2020-01-12 11:30:00;15;41;35;35;32;1;0;0;0;0;1;0
2020-01-12 11:45:00;18;48;42;59;46;2;3;0;0;9;2;26
2020-01-12 12:00:00;9;39;47;40;30;2;2;0;0;11;4;0
2020-01-12 12:15:00;15;31;42;43;36;1;2;0;0;2;4;5
2020-01-12 12:30:00;12;37;35;40;28;2;1;0;0;11;3;1
2020-01-12 12:45:00;24;50;40;33;28;0;2;0;0;0;1;2
2020-01-12 13:00:00;11;29;23;36;23;1;1;0;0;92;3;3
2020-01-12 13:15:00;18;46;27;37;26;0;3;0;0;5;0;0
2020-01-12 13:30:00;17;53;39;39;18;1;5;0;0;15;15;0
2020-01-12 13:45:00;16;37;42;38;35;4;2;0;0;2;7;11
2020-01-12 14:00:00;15;50;50;41;29;1;2;0;0;7;5;0
2020-01-12 14:15:00;43;47;33;42;36;5;0;0;0;0;2;0
2020-01-12 14:30:00;14;45;45;39;34;3;2;0;0;3;3;2
2020-01-12 14:45:00;16;37;36;43;27;4;2;0;0;16;8;22
2020-01-12 15:00:00;8;38;21;34;24;0;5;0;0;34;1;1
2020-01-12 15:15:00;17;42;44;36;29;1;5;0;0;36;2;0
