DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2)
2020-08-25 00:00:00;0;14;0;0;2;1;13;6;1;1
2020-08-25 00:15:00;0;20;0;0;3;0;16;6;1;1
2020-08-25 00:30:00;0;11;1;1;0;1;15;10;0;0
2020-08-25 00:45:00;0;10;0;1;1;0;9;4;1;1
2020-08-25 01:00:00;0;9;0;0;1;1;14;12;1;0
2020-08-25 01:15:00;0;13;0;0;0;2;8;4;0;0
2020-08-25 01:30:00;0;8;1;2;2;0;10;3;1;0
2020-08-25 01:45:00;0;11;0;0;0;0;8;9;0;0
2020-08-25 02:00:00;0;13;0;0;3;0;2;3;1;1
2020-08-25 02:15:00;0;9;0;3;0;0;12;5;1;1
2020-08-25 02:30:00;0;7;0;1;0;1;4;0;0;0
2020-08-25 02:45:00;0;8;0;0;0;0;10;7;1;1
2020-08-25 03:00:00;0;8;0;2;1;1;3;2;0;0
2020-08-25 03:15:00;0;12;0;1;1;0;6;3;0;0
2020-08-25 03:30:00;0;10;0;0;0;0;7;4;0;0
2020-08-25 03:45:00;0;8;0;0;0;0;13;1;0;0
2020-08-25 04:00:00;0;6;0;0;0;2;9;1;0;0
2020-08-25 04:15:00;0;9;0;0;0;6;8;2;0;1
2020-08-25 04:30:00;0;17;0;0;0;8;11;5;3;2
2020-08-25 04:45:00;0;23;0;0;1;13;27;8;1;1
2020-08-25 05:00:00;0;26;1;6;3;60;31;24;2;1
2020-08-25 05:15:00;0;42;1;3;0;134;60;61;5;7
2020-08-25 05:30:00;0;57;3;3;4;131;44;90;8;10
2020-08-25 05:45:00;0;90;5;30;36;109;46;81;6;14
2020-08-25 06:00:00;0;92;17;43;50;83;39;74;4;6
2020-08-25 06:15:00;0;93;8;19;25;134;50;109;13;18
2020-08-25 06:30:00;0;93;7;12;8;172;77;148;21;33
2020-08-25 06:45:00;0;104;7;11;11;173;64;136;15;29
2020-08-25 07:00:00;0;71;5;18;11;152;55;137;21;25
2020-08-25 07:15:00;0;92;10;20;11;146;62;131;16;18
2020-08-25 07:30:00;0;96;7;23;11;140;69;124;8;17
2020-08-25 07:45:00;0;92;6;16;17;165;67;125;17;22
2020-08-25 08:00:00;0;108;3;12;7;135;69;108;15;10
2020-08-25 08:15:00;0;82;2;13;10;115;69;134;13;10
2020-08-25 08:30:00;0;86;5;23;19;84;82;137;5;11
2020-08-25 08:45:00;0;98;12;18;16;86;82;121;9;6
2020-08-25 09:00:00;0;66;6;25;23;47;58;91;6;5
2020-08-25 09:15:00;0;85;5;15;12;47;65;104;7;5
2020-08-25 09:30:00;0;99;7;20;15;50;71;101;4;5
2020-08-25 09:45:00;0;109;13;22;21;45;78;123;11;2
2020-08-25 10:00:00;0;90;7;24;14;35;68;101;12;4
2020-08-25 10:15:00;0;114;12;22;21;49;70;102;13;6
2020-08-25 10:30:00;0;108;5;18;27;47;72;110;7;2
2020-08-25 10:45:00;0;115;8;22;17;41;84;112;11;5
2020-08-25 11:00:00;0;119;9;22;18;38;96;109;9;3
2020-08-25 11:15:00;0;112;11;19;21;35;85;104;10;4
2020-08-25 11:30:00;0;123;10;28;33;37;77;113;12;7
2020-08-25 11:45:00;0;128;10;25;20;46;75;108;8;4
2020-08-25 12:00:00;0;131;12;21;24;40;78;109;8;3
2020-08-25 12:15:00;0;125;14;23;19;30;69;111;6;1
2020-08-25 12:30:00;0;134;5;23;26;34;84;116;6;5
2020-08-25 12:45:00;0;114;18;30;34;41;78;105;12;9
2020-08-25 13:00:00;0;110;12;29;27;67;75;104;13;4
2020-08-25 13:15:00;0;125;12;24;21;78;93;137;14;10
2020-08-25 13:30:00;0;143;14;38;31;96;92;144;12;11
2020-08-25 13:45:00;0;120;9;23;31;97;89;137;6;3
2020-08-25 14:00:00;0;159;21;48;55;60;107;145;12;5
2020-08-25 14:15:00;0;168;11;74;89;36;94;125;11;4
2020-08-25 14:30:00;0;172;18;84;90;30;92;133;6;4
2020-08-25 14:45:00;0;152;9;55;88;43;104;143;8;4
2020-08-25 15:00:00;0;168;19;61;70;39;102;127;11;8
2020-08-25 15:15:00;0;167;22;66;72;32;103;139;16;12
2020-08-25 15:30:00;0;178;12;55;72;28;94;136;14;4
2020-08-25 15:45:00;0;171;22;63;64;25;94;146;8;0
2020-08-25 16:00:00;0;209;38;86;72;30;103;148;9;5
2020-08-25 16:15:00;0;197;25;62;62;23;118;153;10;2
2020-08-25 16:30:00;0;190;14;41;62;24;116;156;6;4
2020-08-25 16:45:00;0;177;20;54;67;14;111;162;12;3
2020-08-25 17:00:00;0;173;21;64;59;23;116;149;9;3
2020-08-25 17:15:00;0;187;20;50;47;22;91;153;10;2
2020-08-25 17:30:00;0;159;21;37;32;29;102;154;8;4
2020-08-25 17:45:00;0;149;14;35;49;17;105;149;4;3
2020-08-25 18:00:00;0;146;15;30;31;17;93;133;11;3
2020-08-25 18:15:00;0;146;10;29;30;22;99;125;9;3
2020-08-25 18:30:00;0;135;13;28;28;13;96;111;6;2
2020-08-25 18:45:00;0;123;8;21;23;12;91;108;10;3
2020-08-25 19:00:00;0;124;3;11;19;8;85;101;5;3
2020-08-25 19:15:00;0;94;5;9;20;16;70;91;3;0
2020-08-25 19:30:00;0;102;4;8;12;9;65;81;5;3
2020-08-25 19:45:00;0;79;2;6;9;9;69;68;6;3
2020-08-25 20:00:00;0;98;2;8;10;19;71;65;7;2
2020-08-25 20:15:00;0;83;1;11;8;14;70;77;5;2
2020-08-25 20:30:00;0;69;5;9;8;8;58;72;3;2
2020-08-25 20:45:00;0;61;3;9;7;24;59;78;4;0
2020-08-25 21:00:00;0;71;0;9;8;71;63;79;7;4
2020-08-25 21:15:00;0;65;4;7;2;88;65;64;3;4
2020-08-25 21:30:00;0;49;3;12;14;61;55;83;11;5
2020-08-25 21:45:00;0;71;7;37;47;16;44;48;4;2
2020-08-25 22:00:00;0;78;18;63;71;6;29;47;3;2
2020-08-25 22:15:00;0;64;6;15;21;4;46;38;3;1
2020-08-25 22:30:00;0;36;3;5;4;2;40;33;2;1
2020-08-25 22:45:00;0;40;0;4;4;5;34;28;3;1
2020-08-25 23:00:00;0;26;2;6;2;2;19;21;3;1
2020-08-25 23:15:00;0;25;1;1;3;0;26;22;1;0
2020-08-25 23:30:00;0;20;0;1;3;0;13;22;1;0
