DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DD1);6(TAFBA);7(TAFBC);8(TAFBD)
2019-09-26 00:00:00;0;2;1;0;0;0;0;0
2019-09-26 00:15:00;0;3;1;1;0;0;0;0
2019-09-26 00:30:00;1;5;1;1;1;0;0;0
2019-09-26 00:45:00;0;0;1;1;0;0;0;0
2019-09-26 01:00:00;0;0;0;0;0;0;0;0
2019-09-26 01:15:00;0;0;0;0;0;0;0;0
2019-09-26 01:30:00;0;3;0;0;0;0;0;0
2019-09-26 01:45:00;0;1;0;0;0;0;0;0
2019-09-26 02:00:00;0;1;1;1;0;0;0;0
2019-09-26 02:15:00;0;0;1;0;0;0;0;0
2019-09-26 02:30:00;0;0;0;0;0;0;0;0
2019-09-26 02:45:00;0;0;0;0;0;0;0;0
2019-09-26 03:00:00;0;1;1;1;0;0;0;0
2019-09-26 03:15:00;0;0;0;0;0;0;0;0
2019-09-26 03:30:00;0;2;0;0;0;0;0;0
2019-09-26 03:45:00;0;0;0;0;0;0;0;0
2019-09-26 04:00:00;0;1;2;1;1;0;0;0
2019-09-26 04:15:00;0;1;0;0;0;0;0;0
2019-09-26 04:30:00;0;2;1;1;0;0;0;0
2019-09-26 04:45:00;0;4;3;1;0;0;0;0
2019-09-26 05:00:00;1;7;13;2;0;0;0;0
2019-09-26 05:15:00;0;19;32;7;1;0;0;0
2019-09-26 05:30:00;3;17;22;13;3;0;0;0
2019-09-26 05:45:00;6;27;35;4;11;0;0;0
2019-09-26 06:00:00;0;10;36;1;7;0;0;0
2019-09-26 06:15:00;4;23;46;5;3;0;0;0
2019-09-26 06:30:00;5;29;101;6;2;0;0;0
2019-09-26 06:45:00;7;36;110;7;16;0;0;0
2019-09-26 07:00:00;3;28;79;6;12;0;0;0
2019-09-26 07:15:00;4;23;83;8;9;0;1;0
2019-09-26 07:30:00;8;22;69;11;6;0;0;0
2019-09-26 07:45:00;3;25;89;8;14;0;0;0
2019-09-26 08:00:00;8;23;81;16;10;0;6;0
2019-09-26 08:15:00;7;34;115;18;14;1;0;0
2019-09-26 08:30:00;9;26;63;11;11;0;10;0
2019-09-26 08:45:00;4;27;51;25;10;0;0;0
2019-09-26 09:00:00;7;27;31;9;11;0;0;0
2019-09-26 09:15:00;1;19;34;4;11;0;2;0
2019-09-26 09:30:00;7;18;26;12;8;0;3;0
2019-09-26 09:45:00;3;19;19;4;13;0;1;0
2019-09-26 10:00:00;6;20;15;7;18;0;1;4
2019-09-26 10:15:00;6;26;21;5;7;0;0;0
2019-09-26 10:30:00;2;19;19;9;13;0;0;1
2019-09-26 10:45:00;3;12;16;4;4;0;0;0
2019-09-26 11:00:00;6;31;15;4;14;0;1;0
2019-09-26 11:15:00;4;26;30;8;11;0;2;0
2019-09-26 11:30:00;2;32;26;5;6;0;1;0
2019-09-26 11:45:00;2;40;24;4;9;0;1;0
2019-09-26 12:00:00;5;39;19;9;14;0;1;8
2019-09-26 12:15:00;4;29;26;6;12;0;0;0
2019-09-26 12:30:00;7;29;24;7;9;0;2;0
2019-09-26 12:45:00;1;37;22;9;13;0;4;0
