DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1)
2020-04-14 00:00:00;1;0;0;1;0
2020-04-14 00:15:00;2;2;2;2;0
2020-04-14 00:30:00;1;0;0;0;2
2020-04-14 00:45:00;0;0;0;1;1
2020-04-14 01:00:00;0;0;0;0;0
2020-04-14 01:15:00;0;0;0;0;0
2020-04-14 01:30:00;0;0;0;2;0
2020-04-14 01:45:00;3;0;0;2;0
2020-04-14 02:00:00;0;0;0;0;0
2020-04-14 02:15:00;0;0;0;4;1
2020-04-14 02:30:00;1;0;0;2;0
2020-04-14 02:45:00;1;0;0;45;0
2020-04-14 03:00:00;1;0;0;790;0
2020-04-14 03:15:00;1;0;0;255;0
2020-04-14 03:30:00;0;0;0;3;1
2020-04-14 03:45:00;0;0;0;0;0
2020-04-14 04:00:00;2;0;1;2;0
2020-04-14 04:15:00;2;0;0;1;1
2020-04-14 04:30:00;0;0;0;1;3
2020-04-14 04:45:00;1;0;1;1;1
2020-04-14 05:00:00;5;0;1;1;2
2020-04-14 05:15:00;1;0;1;3;1
2020-04-14 05:30:00;11;1;0;2;11
2020-04-14 05:45:00;6;0;1;5;16
2020-04-14 06:00:00;13;2;0;9;13
2020-04-14 06:15:00;17;4;4;14;15
2020-04-14 06:30:00;20;5;2;19;36
2020-04-14 06:45:00;22;3;3;14;24
2020-04-14 07:00:00;21;9;0;10;41
2020-04-14 07:15:00;25;9;8;12;28
2020-04-14 07:30:00;29;10;4;13;42
2020-04-14 07:45:00;37;14;6;31;43
2020-04-14 08:00:00;22;8;2;12;26
2020-04-14 08:15:00;17;5;6;15;22
2020-04-14 08:30:00;17;11;5;12;31
2020-04-14 08:45:00;27;11;8;20;32
2020-04-14 09:00:00;28;6;9;10;30
2020-04-14 09:15:00;18;9;7;12;28
2020-04-14 09:30:00;21;13;8;22;31
2020-04-14 09:45:00;21;8;11;17;43
2020-04-14 10:00:00;24;8;10;18;22
2020-04-14 10:15:00;27;5;8;24;34
2020-04-14 10:30:00;23;10;14;16;37
2020-04-14 10:45:00;20;10;14;14;31
2020-04-14 11:00:00;18;5;13;20;20
2020-04-14 11:15:00;17;3;9;15;30
2020-04-14 11:30:00;23;12;9;12;32
2020-04-14 11:45:00;24;8;9;19;36
2020-04-14 12:00:00;33;8;16;22;39
2020-04-14 12:15:00;22;10;9;23;58
2020-04-14 12:30:00;26;7;13;21;41
2020-04-14 12:45:00;14;4;15;20;28
2020-04-14 13:00:00;24;14;15;19;42
2020-04-14 13:15:00;24;4;10;27;38
2020-04-14 13:30:00;29;11;10;18;30
2020-04-14 13:45:00;28;11;9;18;32
2020-04-14 14:00:00;18;8;12;18;29
2020-04-14 14:15:00;20;10;7;16;48
2020-04-14 14:30:00;26;7;10;25;28
2020-04-14 14:45:00;23;6;10;20;42
2020-04-14 15:00:00;35;11;14;30;39
2020-04-14 15:15:00;22;4;5;16;41
2020-04-14 15:30:00;33;11;11;16;48
2020-04-14 15:45:00;25;8;15;21;51
2020-04-14 16:00:00;32;6;21;30;40
2020-04-14 16:15:00;30;7;11;31;36
2020-04-14 16:30:00;30;8;9;24;41
2020-04-14 16:45:00;25;5;15;24;50
2020-04-14 17:00:00;33;7;12;25;47
2020-04-14 17:15:00;39;5;8;14;47
2020-04-14 17:30:00;23;9;8;20;33
2020-04-14 17:45:00;16;2;12;14;39
2020-04-14 18:00:00;21;4;14;21;25
2020-04-14 18:15:00;22;5;8;17;24
2020-04-14 18:30:00;14;4;4;15;24
2020-04-14 18:45:00;18;6;5;13;14
2020-04-14 19:00:00;13;4;7;15;13
2020-04-14 19:15:00;16;3;3;8;19
2020-04-14 19:30:00;8;3;4;8;16
2020-04-14 19:45:00;10;4;2;7;17
2020-04-14 20:00:00;15;5;4;10;17
2020-04-14 20:15:00;8;3;2;6;14
2020-04-14 20:30:00;6;3;3;8;13
2020-04-14 20:45:00;5;2;1;5;7
2020-04-14 21:00:00;4;5;4;6;4
2020-04-14 21:15:00;6;0;0;2;10
2020-04-14 21:30:00;3;1;1;7;5
2020-04-14 21:45:00;2;0;0;1;4
2020-04-14 22:00:00;6;2;4;3;9
2020-04-14 22:15:00;3;0;0;1;10
2020-04-14 22:30:00;3;0;1;2;4
2020-04-14 22:45:00;2;2;2;2;4
2020-04-14 23:00:00;3;3;3;3;0
2020-04-14 23:15:00;2;0;1;0;2
2020-04-14 23:30:00;2;0;0;3;2
