DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(TA);28(DD1)
2020-02-03 00:00:00;7;8;1;0;0;14;12;0;0
2020-02-03 00:15:00;12;13;0;0;0;12;3;0;0
2020-02-03 00:30:00;9;3;0;0;0;14;7;0;0
2020-02-03 00:45:00;6;5;0;0;0;14;5;0;2
2020-02-03 01:00:00;5;5;0;0;0;3;1;0;0
2020-02-03 01:15:00;11;4;0;0;0;11;7;0;1
2020-02-03 01:30:00;6;8;0;0;0;7;5;0;0
2020-02-03 01:45:00;7;2;0;0;1;7;0;0;0
2020-02-03 02:00:00;4;5;0;0;0;3;0;0;0
2020-02-03 02:15:00;7;4;0;0;0;8;3;0;0
2020-02-03 02:30:00;8;6;0;0;0;7;5;0;0
2020-02-03 02:45:00;12;5;0;0;0;8;4;0;0
2020-02-03 03:00:00;5;5;1;0;0;5;2;0;0
2020-02-03 03:15:00;6;6;0;0;0;3;3;0;2
2020-02-03 03:30:00;7;3;0;0;0;7;4;0;0
2020-02-03 03:45:00;12;5;0;0;0;8;2;0;0
2020-02-03 04:00:00;13;4;1;0;0;11;8;0;0
2020-02-03 04:15:00;33;13;0;0;0;24;15;0;0
2020-02-03 04:30:00;24;11;0;0;0;34;17;0;0
2020-02-03 04:45:00;31;16;0;1;1;55;27;0;0
2020-02-03 05:00:00;37;35;1;0;0;113;64;0;0
2020-02-03 05:15:00;52;50;1;0;0;207;149;0;7
2020-02-03 05:30:00;46;60;0;1;4;195;154;0;4
2020-02-03 05:45:00;72;73;5;1;4;234;176;0;2
2020-02-03 06:00:00;89;73;2;1;4;173;140;0;3
2020-02-03 06:15:00;88;90;3;2;9;236;177;0;8
2020-02-03 06:30:00;99;87;5;3;7;233;214;5;8
2020-02-03 06:45:00;89;97;10;5;14;227;230;14;9
2020-02-03 07:00:00;81;99;6;10;17;233;255;8;8
2020-02-03 07:15:00;100;95;7;12;12;232;248;6;16
2020-02-03 07:30:00;104;103;4;6;18;271;275;11;10
2020-02-03 07:45:00;123;136;5;11;11;263;260;4;11
2020-02-03 08:00:00;144;135;6;10;7;210;252;14;6
2020-02-03 08:15:00;103;107;4;9;11;231;246;4;2
2020-02-03 08:30:00;115;120;6;20;17;205;213;17;4
2020-02-03 08:45:00;101;103;14;14;14;191;217;3;2
2020-02-03 09:00:00;97;115;3;12;15;145;173;2;4
2020-02-03 09:15:00;103;109;20;17;10;149;200;3;3
2020-02-03 09:30:00;110;111;7;16;21;163;170;3;4
2020-02-03 09:45:00;141;109;21;20;15;133;165;7;3
2020-02-03 10:00:00;109;119;22;23;29;114;161;1;2
2020-02-03 10:15:00;99;105;10;36;17;118;142;25;1
2020-02-03 10:30:00;137;121;16;25;21;108;125;6;1
2020-02-03 10:45:00;120;133;10;27;20;102;138;7;1
2020-02-03 11:00:00;131;115;16;36;20;114;141;9;0
2020-02-03 11:15:00;117;138;16;30;17;102;109;52;3
2020-02-03 11:30:00;129;142;15;25;20;116;158;13;1
2020-02-03 11:45:00;133;135;14;27;18;121;144;1;3
2020-02-03 12:00:00;124;161;5;36;16;115;132;18;0
2020-02-03 12:15:00;143;171;11;22;21;105;151;0;0
2020-02-03 12:30:00;131;137;16;18;20;109;138;6;0
2020-02-03 12:45:00;158;164;15;20;17;131;142;10;1
2020-02-03 13:00:00;154;166;13;25;21;166;182;31;1
2020-02-03 13:15:00;153;177;14;16;12;193;214;40;1
2020-02-03 13:30:00;126;151;9;35;17;183;219;6;1
2020-02-03 13:45:00;159;166;18;28;18;173;202;6;1
2020-02-03 14:00:00;212;230;10;25;19;153;163;8;1
2020-02-03 14:15:00;256;247;19;21;19;130;158;9;0
2020-02-03 14:30:00;274;264;19;31;14;117;162;9;3
2020-02-03 14:45:00;246;245;12;21;21;132;141;5;0
2020-02-03 15:00:00;247;249;18;33;15;139;160;6;1
2020-02-03 15:15:00;272;262;14;22;16;121;150;0;0
2020-02-03 15:30:00;253;257;18;27;19;121;151;6;3
2020-02-03 15:45:00;249;260;16;19;24;121;135;7;0
2020-02-03 16:00:00;282;241;17;39;21;113;162;39;9
2020-02-03 16:15:00;277;269;15;25;22;136;166;6;0
2020-02-03 16:30:00;275;265;17;27;12;136;171;6;1
2020-02-03 16:45:00;253;230;14;32;13;138;163;7;2
2020-02-03 17:00:00;237;243;14;35;20;132;159;11;4
2020-02-03 17:15:00;251;261;10;22;20;145;166;8;3
2020-02-03 17:30:00;243;255;11;23;16;117;162;26;3
2020-02-03 17:45:00;229;236;10;24;13;112;141;16;4
2020-02-03 18:00:00;214;243;10;22;14;110;123;1;2
2020-02-03 18:15:00;232;233;10;17;7;115;132;12;3
2020-02-03 18:30:00;152;160;9;17;3;94;117;3;2
2020-02-03 18:45:00;133;150;6;26;9;81;108;4;9
2020-02-03 19:00:00;123;141;2;13;2;82;83;3;1
2020-02-03 19:15:00;113;125;7;15;1;71;82;49;4
2020-02-03 19:30:00;98;108;3;5;2;75;73;0;0
2020-02-03 19:45:00;76;87;2;5;3;71;65;1;0
2020-02-03 20:00:00;82;94;1;2;3;76;80;0;3
2020-02-03 20:15:00;90;94;1;4;0;73;50;5;0
2020-02-03 20:30:00;59;63;2;4;2;68;56;0;0
2020-02-03 20:45:00;55;62;2;1;0;92;54;0;0
2020-02-03 21:00:00;63;52;1;0;1;151;82;0;1
2020-02-03 21:15:00;63;60;0;2;1;187;128;0;5
2020-02-03 21:30:00;59;62;2;1;2;119;106;0;3
2020-02-03 21:45:00;101;96;0;0;1;50;26;0;2
2020-02-03 22:00:00;205;205;1;1;0;43;28;0;1
2020-02-03 22:15:00;148;132;4;2;0;45;41;0;1
2020-02-03 22:30:00;63;47;0;1;0;39;30;0;1
2020-02-03 22:45:00;35;19;0;0;1;28;21;0;1
2020-02-03 23:00:00;35;24;1;0;0;24;15;0;1
2020-02-03 23:15:00;30;20;0;0;0;19;18;0;1
2020-02-03 23:30:00;22;11;1;1;0;20;10;0;0
2020-02-03 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
