DATUM;1(DA1);2(DA2);3(VDB1);4(VDB2);5(DB3);6(DB4);7(DC1);8(DC2);9(VDD1);10(VDD2);11(DD3);12(DD4);13(TAFGA);14(TAFGC);15(TAFBA);16(TAFBB);17(TAFBC);18(TAFBD)
2020-10-17 00:00:00;2;5;2;2;3;4;14;12;4;2;3;6;0;0;0;0;0;0
2020-10-17 00:15:00;3;11;1;4;1;6;9;14;10;0;8;4;0;0;0;0;0;0
2020-10-17 00:30:00;2;5;0;0;0;3;6;11;1;2;2;4;0;0;0;0;0;0
2020-10-17 00:45:00;1;5;3;1;2;1;6;6;5;1;6;5;0;0;0;0;0;0
2020-10-17 01:00:00;0;5;4;4;5;4;5;10;7;3;7;6;0;0;0;0;0;0
2020-10-17 01:15:00;1;8;1;4;2;5;13;16;7;0;7;2;0;0;0;0;0;0
2020-10-17 01:30:00;1;7;1;4;2;3;8;8;0;1;0;2;0;0;0;0;0;0
2020-10-17 01:45:00;1;3;0;2;1;3;4;3;0;1;0;3;0;0;0;0;0;0
2020-10-17 02:00:00;2;6;1;0;1;1;3;5;2;2;4;5;0;0;0;0;0;0
2020-10-17 02:15:00;1;5;1;2;1;2;3;5;0;2;0;2;0;0;0;0;0;0
2020-10-17 02:30:00;0;4;3;6;3;7;0;3;2;0;2;3;0;0;0;0;0;0
2020-10-17 02:45:00;1;5;0;2;0;3;1;3;2;2;4;5;0;0;0;0;0;0
2020-10-17 03:00:00;4;3;3;1;3;4;6;6;0;0;0;2;0;0;0;0;0;0
2020-10-17 03:15:00;2;4;0;0;0;1;3;1;2;0;2;2;0;0;0;0;0;0
2020-10-17 03:30:00;0;0;0;0;0;0;2;3;0;1;0;1;0;0;0;0;0;0
2020-10-17 03:45:00;0;2;0;1;0;1;4;4;0;0;0;0;0;0;0;0;0;0
2020-10-17 04:00:00;2;4;1;1;1;1;2;3;2;0;2;1;0;0;0;0;0;0
2020-10-17 04:15:00;0;3;1;0;1;0;1;1;1;1;1;1;0;0;0;0;0;0
2020-10-17 04:30:00;1;3;0;1;0;1;2;5;0;0;0;1;0;0;0;0;0;0
2020-10-17 04:45:00;0;2;1;1;0;3;4;4;4;2;7;8;0;0;0;0;0;0
2020-10-17 05:00:00;1;1;2;0;2;0;0;1;0;0;0;1;0;0;0;0;0;0
2020-10-17 05:15:00;2;2;0;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-17 05:30:00;9;16;3;4;3;6;4;2;1;1;3;4;0;0;0;0;0;0
2020-10-17 05:45:00;2;5;4;1;4;3;2;1;2;2;2;1;0;0;0;0;0;0
2020-10-17 06:00:00;2;4;2;4;3;7;8;10;5;0;5;2;0;0;0;0;0;0
2020-10-17 06:15:00;2;8;4;1;5;7;5;8;6;1;7;2;0;0;0;0;0;0
2020-10-17 06:30:00;6;13;6;2;8;5;6;5;1;2;1;9;0;0;0;0;0;0
2020-10-17 06:45:00;4;13;2;2;4;4;7;9;6;5;7;8;0;0;0;0;0;0
2020-10-17 07:00:00;6;8;5;1;7;3;6;8;11;2;14;5;0;0;0;0;0;0
2020-10-17 07:15:00;7;15;3;1;3;5;6;8;6;0;8;6;0;0;0;0;0;0
2020-10-17 07:30:00;16;22;18;9;17;12;6;16;8;2;7;3;0;0;0;0;0;0
