DATUM;1(TAA);3(DA1);4(DA2);5(DC1);6(DC2);7(DC3);8(DC4)
2020-08-11 00:00:00;0;3;7;13;6;0;0
2020-08-11 00:15:00;0;9;9;19;7;3;3
2020-08-11 00:30:00;0;9;11;7;12;0;0
2020-08-11 00:45:00;0;5;6;5;6;0;0
2020-08-11 01:00:00;0;9;9;8;3;0;0
2020-08-11 01:15:00;2;5;8;7;3;0;0
2020-08-11 01:30:00;0;7;2;11;4;0;0
2020-08-11 01:45:00;0;5;3;7;2;0;0
2020-08-11 02:00:00;0;7;3;2;3;0;0
2020-08-11 02:15:00;0;3;1;8;4;0;0
2020-08-11 02:30:00;0;2;2;4;5;0;0
2020-08-11 02:45:00;0;6;1;1;2;0;0
2020-08-11 03:00:00;0;2;1;10;3;0;0
2020-08-11 03:15:00;0;3;3;7;3;0;0
2020-08-11 03:30:00;0;2;0;5;2;0;0
2020-08-11 03:45:00;0;4;2;4;3;0;0
2020-08-11 04:00:00;0;6;2;12;1;0;0
2020-08-11 04:15:00;0;7;3;10;4;0;0
2020-08-11 04:30:00;0;10;2;9;3;0;0
2020-08-11 04:45:00;0;13;6;12;3;0;0
2020-08-11 05:00:00;0;19;8;22;10;0;0
2020-08-11 05:15:00;0;24;12;23;11;0;0
2020-08-11 05:30:00;0;42;38;27;19;1;1
2020-08-11 05:45:00;2;38;38;28;31;2;2
2020-08-11 06:00:00;3;41;35;29;32;5;5
2020-08-11 06:15:00;2;53;63;42;39;3;3
2020-08-11 06:30:00;5;59;70;49;35;6;6
2020-08-11 06:45:00;10;67;77;50;45;3;3
2020-08-11 07:00:00;4;68;85;33;48;6;6
2020-08-11 07:15:00;18;89;97;64;58;4;4
2020-08-11 07:30:00;2;80;107;56;68;5;5
2020-08-11 07:45:00;7;48;155;79;80;5;5
2020-08-11 08:00:00;0;81;77;78;56;5;5
2020-08-11 08:15:00;12;82;90;72;62;3;3
2020-08-11 08:30:00;2;66;110;87;75;5;5
2020-08-11 08:45:00;4;70;78;65;79;2;2
2020-08-11 09:00:00;5;86;83;90;78;4;4
2020-08-11 09:15:00;14;82;69;94;63;2;2
2020-08-11 09:30:00;4;99;111;95;92;5;5
2020-08-11 09:45:00;12;82;97;109;93;3;3
2020-08-11 10:00:00;50;90;75;106;104;2;2
2020-08-11 10:15:00;4;108;99;110;101;4;4
2020-08-11 10:30:00;3;88;87;103;99;5;5
2020-08-11 10:45:00;9;100;94;114;96;3;3
2020-08-11 11:00:00;9;95;93;91;77;3;3
2020-08-11 11:15:00;4;103;92;94;92;3;3
2020-08-11 11:30:00;9;82;110;122;116;7;7
2020-08-11 11:45:00;19;98;98;109;93;2;2
2020-08-11 12:00:00;3;83;63;107;86;3;2
2020-08-11 12:15:00;8;84;97;104;92;2;3
2020-08-11 12:30:00;9;85;74;87;100;5;5
2020-08-11 12:45:00;6;80;92;94;88;4;4
2020-08-11 13:00:00;16;88;88;103;99;3;3
2020-08-11 13:15:00;10;87;77;88;75;2;2
2020-08-11 13:30:00;7;92;84;98;103;7;7
2020-08-11 13:45:00;3;92;87;113;93;2;2
2020-08-11 14:00:00;8;108;99;113;101;3;3
2020-08-11 14:15:00;23;80;84;94;85;3;3
2020-08-11 14:30:00;88;82;101;112;112;7;7
2020-08-11 14:45:00;30;91;83;105;111;2;2
2020-08-11 15:00:00;3;112;96;103;120;4;4
2020-08-11 15:15:00;5;70;85;108;112;2;2
2020-08-11 15:30:00;0;85;93;118;102;4;4
2020-08-11 15:45:00;11;83;82;114;121;5;5
2020-08-11 16:00:00;18;94;98;127;117;3;4
2020-08-11 16:15:00;14;94;76;111;135;2;2
2020-08-11 16:30:00;32;90;79;100;126;6;6
2020-08-11 16:45:00;16;90;91;120;127;3;3
2020-08-11 17:00:00;19;93;96;100;107;4;4
2020-08-11 17:15:00;28;82;87;127;138;2;2
2020-08-11 17:30:00;22;100;115;112;120;6;6
2020-08-11 17:45:00;30;86;105;117;111;3;3
2020-08-11 18:00:00;21;86;98;102;113;4;4
2020-08-11 18:15:00;10;89;93;120;105;4;4
2020-08-11 18:30:00;4;70;85;93;97;5;5
2020-08-11 18:45:00;9;93;101;91;82;3;3
2020-08-11 19:00:00;6;84;87;91;73;3;3
2020-08-11 19:15:00;6;89;73;76;70;2;2
2020-08-11 19:30:00;4;81;64;74;58;6;6
2020-08-11 19:45:00;10;71;59;79;53;2;2
2020-08-11 20:00:00;6;77;58;75;66;3;3
2020-08-11 20:15:00;1;56;40;64;57;2;2
2020-08-11 20:30:00;0;46;52;54;43;3;3
2020-08-11 20:45:00;9;42;38;55;47;1;1
2020-08-11 21:00:00;0;34;35;54;54;3;3
2020-08-11 21:15:00;0;56;45;64;66;1;1
2020-08-11 21:30:00;4;37;41;65;57;1;1
2020-08-11 21:45:00;4;26;34;65;51;0;0
2020-08-11 22:00:00;2;31;32;25;30;2;2
2020-08-11 22:15:00;0;23;25;36;22;1;1
2020-08-11 22:30:00;0;19;23;36;34;1;1
2020-08-11 22:45:00;0;18;23;26;11;1;1
2020-08-11 23:00:00;0;17;16;26;14;2;2
2020-08-11 23:15:00;0;13;19;30;17;0;0
2020-08-11 23:30:00;0;13;9;20;7;1;1
