DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(TAFGC)
2019-09-20 00:00:00;8;6;4;1;3;5;0
2019-09-20 00:15:00;10;9;5;2;12;10;0
2019-09-20 00:30:00;3;2;3;2;7;5;0
2019-09-20 00:45:00;4;3;3;2;7;2;0
2019-09-20 01:00:00;3;4;2;3;4;4;0
2019-09-20 01:15:00;2;3;4;2;1;2;0
2019-09-20 01:30:00;6;5;3;0;4;3;0
2019-09-20 01:45:00;6;5;3;0;10;10;0
2019-09-20 02:00:00;4;4;2;0;6;3;0
2019-09-20 02:15:00;5;4;2;3;3;3;0
2019-09-20 02:30:00;1;1;1;0;2;2;0
2019-09-20 02:45:00;3;6;6;1;5;5;0
2019-09-20 03:00:00;2;2;1;3;3;5;0
2019-09-20 03:15:00;6;7;4;6;4;5;0
2019-09-20 03:30:00;9;5;4;4;3;2;0
2019-09-20 03:45:00;7;6;5;3;10;6;0
2019-09-20 04:00:00;5;6;2;2;9;7;0
2019-09-20 04:15:00;5;4;3;2;7;4;0
2019-09-20 04:30:00;11;15;6;1;5;5;0
2019-09-20 04:45:00;16;12;5;10;10;8;0
2019-09-20 05:00:00;27;15;10;3;22;10;0
2019-09-20 05:15:00;35;27;20;15;36;17;0
2019-09-20 05:30:00;39;28;19;5;39;18;0
2019-09-20 05:45:00;58;33;26;18;56;16;0
2019-09-20 06:00:00;47;39;27;11;57;30;0
2019-09-20 06:15:00;89;60;51;22;64;40;0
2019-09-20 06:30:00;84;62;54;22;75;32;0
2019-09-20 06:45:00;103;66;61;38;99;62;2
2019-09-20 07:00:00;118;62;60;44;65;32;0
2019-09-20 07:15:00;117;89;87;36;102;30;1
2019-09-20 07:30:00;135;83;76;53;90;32;0
2019-09-20 07:45:00;125;82;72;57;102;36;2
2019-09-20 08:00:00;104;67;59;33;79;47;0
2019-09-20 08:15:00;88;53;51;48;93;47;6
2019-09-20 08:30:00;71;57;58;50;88;44;2
2019-09-20 08:45:00;86;55;49;42;89;41;0
2019-09-20 09:00:00;82;53;51;33;69;48;0
2019-09-20 09:15:00;99;52;46;45;73;44;0
2019-09-20 09:30:00;83;46;38;35;85;52;0
2019-09-20 09:45:00;87;58;61;29;82;43;0
2019-09-20 10:00:00;102;60;53;34;80;41;2
2019-09-20 10:15:00;77;48;44;49;87;53;1
2019-09-20 10:30:00;86;50;42;24;83;54;1
2019-09-20 10:45:00;84;55;45;30;69;43;0
2019-09-20 11:00:00;89;50;41;38;67;47;3
2019-09-20 11:15:00;93;48;38;41;106;68;0
2019-09-20 11:30:00;87;56;49;47;108;71;1
2019-09-20 11:45:00;88;54;47;57;86;48;3
2019-09-20 12:00:00;80;53;44;51;101;61;1
2019-09-20 12:15:00;99;57;46;62;98;66;1
2019-09-20 12:30:00;99;66;60;45;130;73;7
2019-09-20 12:45:00;80;62;56;35;113;55;3
2019-09-20 13:00:00;95;61;52;43;119;66;5
2019-09-20 13:15:00;91;53;51;50;108;64;1
2019-09-20 13:30:00;99;68;62;42;118;69;0
2019-09-20 13:45:00;81;62;54;57;107;60;0
2019-09-20 14:00:00;88;57;57;50;122;61;2
2019-09-20 14:15:00;83;61;56;43;113;71;1
2019-09-20 14:30:00;100;77;64;60;128;66;6
2019-09-20 14:45:00;74;66;58;36;123;76;1
2019-09-20 15:00:00;118;75;67;64;132;79;2
2019-09-20 15:15:00;99;76;71;58;124;75;1
2019-09-20 15:30:00;91;58;53;46;108;66;1
2019-09-20 15:45:00;86;65;60;40;114;49;4
2019-09-20 16:00:00;100;58;54;59;114;65;1
2019-09-20 16:15:00;90;52;47;29;111;52;1
2019-09-20 16:30:00;92;45;41;43;87;48;1
2019-09-20 16:45:00;91;67;65;25;91;41;6
2019-09-20 17:00:00;64;55;47;45;87;37;4
2019-09-20 17:15:00;79;61;49;42;108;54;1
2019-09-20 17:30:00;90;65;50;25;106;49;2
2019-09-20 17:45:00;72;46;42;21;59;42;5
2019-09-20 18:00:00;77;69;59;20;74;50;3
2019-09-20 18:15:00;80;48;45;16;99;47;1
2019-09-20 18:30:00;75;50;47;9;64;41;1
2019-09-20 18:45:00;65;34;27;16;78;30;0
2019-09-20 19:00:00;55;39;31;14;52;24;0
2019-09-20 19:15:00;52;24;25;13;56;25;2
2019-09-20 19:30:00;42;31;23;11;53;24;0
2019-09-20 19:45:00;48;25;18;93;43;21;3
2019-09-20 20:00:00;35;21;18;7;50;20;1
2019-09-20 20:15:00;47;31;18;11;57;21;0
2019-09-20 20:30:00;28;23;18;4;38;20;0
2019-09-20 20:45:00;36;19;14;10;46;20;0
2019-09-20 21:00:00;31;20;10;7;33;17;0
2019-09-20 21:15:00;35;12;4;7;27;21;0
2019-09-20 21:30:00;31;19;8;1;30;8;0
2019-09-20 21:45:00;28;17;11;6;42;21;0
2019-09-20 22:00:00;22;17;10;6;57;17;0
2019-09-20 22:15:00;28;24;18;4;67;32;0
2019-09-20 22:30:00;22;12;8;4;29;15;0
2019-09-20 22:45:00;23;16;6;4;37;11;0
2019-09-20 23:00:00;14;15;9;5;19;8;0
2019-09-20 23:15:00;18;7;3;4;33;15;0
2019-09-20 23:30:00;13;10;8;5;19;6;0
2019-09-20 23:45:00;18;10;6;5;19;14;0
