DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DD2)
2020-10-30 00:00:00;1;2;1;3;1;2;0;0;1
2020-10-30 00:15:00;3;2;1;8;2;3;0;0;1
2020-10-30 00:30:00;5;1;0;4;1;3;7;0;3
2020-10-30 00:45:00;4;3;1;5;0;1;1;0;0
2020-10-30 01:00:00;3;1;0;2;1;1;2;0;3
2020-10-30 01:15:00;0;1;0;3;1;6;2;0;2
2020-10-30 01:30:00;0;1;0;1;3;2;1;0;2
2020-10-30 01:45:00;3;0;0;3;0;1;3;0;1
2020-10-30 02:00:00;4;0;1;3;3;3;1;0;2
2020-10-30 02:15:00;1;0;0;2;3;1;2;0;0
2020-10-30 02:30:00;2;0;1;8;5;2;4;0;1
2020-10-30 02:45:00;6;1;2;3;1;0;0;0;2
2020-10-30 03:00:00;4;2;1;4;3;4;2;0;4
2020-10-30 03:15:00;1;0;0;4;0;1;1;0;2
2020-10-30 03:30:00;2;2;0;5;0;2;0;0;5
2020-10-30 03:45:00;5;3;1;2;0;1;2;0;0
2020-10-30 04:00:00;3;1;1;5;3;0;2;0;3
2020-10-30 04:15:00;3;3;0;2;0;5;4;0;3
2020-10-30 04:30:00;5;3;1;9;2;1;3;0;5
2020-10-30 04:45:00;7;6;2;11;1;7;5;0;4
2020-10-30 05:00:00;20;4;0;19;3;19;14;0;7
2020-10-30 05:15:00;38;15;7;17;11;23;27;0;7
2020-10-30 05:30:00;40;31;7;19;25;35;38;0;7
2020-10-30 05:45:00;45;23;8;48;40;37;43;0;8
2020-10-30 06:00:00;45;21;4;55;52;52;70;0;13
2020-10-30 06:15:00;40;28;11;60;55;64;74;0;21
2020-10-30 06:30:00;43;38;9;36;34;73;80;0;17
2020-10-30 06:45:00;55;42;5;34;33;89;90;0;22
2020-10-30 07:00:00;47;32;11;37;24;103;126;0;23
2020-10-30 07:15:00;50;36;11;35;25;173;139;0;21
2020-10-30 07:30:00;85;57;10;36;19;138;113;0;21
2020-10-30 07:45:00;80;64;19;35;34;106;104;0;24
2020-10-30 08:00:00;65;29;24;29;26;86;84;0;18
2020-10-30 08:15:00;63;33;20;33;22;77;78;0;15
2020-10-30 08:30:00;45;29;30;28;33;55;77;0;22
2020-10-30 08:45:00;67;45;15;40;31;61;76;0;14
2020-10-30 09:00:00;67;43;15;36;23;47;69;0;12
2020-10-30 09:15:00;65;26;16;41;30;62;68;0;17
