DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DC1);8(DC2);9(TAFGA);10(TAFGC);11(TAFBA);12(TAFBB);13(TAFBC)
2019-10-23 00:00:00;11;0;1;0;0;0;1;17;0;0;0;0;0
2019-10-23 00:15:00;12;6;5;1;0;1;2;17;0;0;0;0;0
2019-10-23 00:30:00;11;4;6;2;4;4;2;15;0;0;0;0;0
2019-10-23 00:45:00;9;1;5;0;1;0;2;15;0;0;0;0;0
2019-10-23 01:00:00;6;3;3;0;0;0;0;6;0;0;0;0;0
2019-10-23 01:15:00;5;2;4;0;1;2;2;9;0;0;0;0;0
2019-10-23 01:30:00;10;1;2;1;1;1;1;1;0;0;0;0;0
2019-10-23 01:45:00;11;1;0;0;0;0;1;6;0;0;0;0;0
2019-10-23 02:00:00;9;3;4;0;0;0;0;3;0;0;0;0;0
2019-10-23 02:15:00;9;2;4;2;0;0;0;7;0;0;0;0;0
2019-10-23 02:30:00;6;5;6;4;0;0;0;10;0;0;0;0;0
2019-10-23 02:45:00;9;3;4;2;0;0;0;4;0;0;0;0;0
2019-10-23 03:00:00;4;1;4;0;0;0;0;8;0;0;0;0;0
2019-10-23 03:15:00;8;1;2;0;0;0;0;10;0;0;0;0;0
2019-10-23 03:30:00;4;1;1;1;0;0;0;5;0;0;0;0;0
2019-10-23 03:45:00;7;3;5;1;0;0;0;6;0;0;0;0;0
2019-10-23 04:00:00;7;2;4;1;0;0;0;6;0;0;0;0;0
2019-10-23 04:15:00;12;2;3;2;2;2;1;7;0;0;0;0;0
2019-10-23 04:30:00;14;2;4;1;3;2;1;9;0;0;0;0;0
2019-10-23 04:45:00;23;5;6;5;3;3;2;14;0;0;0;0;0
2019-10-23 05:00:00;22;11;16;9;4;7;7;35;0;0;0;0;0
2019-10-23 05:15:00;42;24;30;21;12;8;14;55;0;0;0;0;0
2019-10-23 05:30:00;49;13;16;9;7;7;7;89;0;0;0;0;0
2019-10-23 05:45:00;73;14;24;10;6;7;13;120;0;0;0;0;0
2019-10-23 06:00:00;79;14;22;9;6;5;6;79;0;0;0;0;0
2019-10-23 06:15:00;124;20;27;10;9;11;10;144;0;0;0;0;0
2019-10-23 06:30:00;126;18;28;13;18;18;14;186;0;0;0;0;0
2019-10-23 06:45:00;135;22;27;22;11;13;25;193;0;3;0;0;0
2019-10-23 07:00:00;166;18;20;13;11;23;18;166;1;2;0;0;0
2019-10-23 07:15:00;190;20;23;21;26;26;28;177;0;2;0;0;0
2019-10-23 07:30:00;227;15;19;13;28;24;21;202;1;2;0;0;0
2019-10-23 07:45:00;173;31;34;27;30;29;27;236;4;0;0;0;0
2019-10-23 08:00:00;177;33;39;34;22;24;32;196;0;4;0;0;0
2019-10-23 08:15:00;170;37;40;34;31;31;28;192;1;1;0;0;0
2019-10-23 08:30:00;179;19;23;19;27;28;20;195;3;5;0;0;0
2019-10-23 08:45:00;175;28;33;28;32;33;29;205;1;0;0;0;0
2019-10-23 09:00:00;135;23;27;17;33;36;16;162;1;0;0;0;0
2019-10-23 09:15:00;150;22;29;23;34;34;23;177;1;3;0;0;0
2019-10-23 09:30:00;171;19;25;21;33;34;18;180;2;3;0;0;0
2019-10-23 09:45:00;169;15;22;15;18;18;12;195;9;0;0;0;0
2019-10-23 10:00:00;146;25;32;30;20;29;29;224;3;2;0;0;0
2019-10-23 10:15:00;175;18;21;18;38;39;25;229;5;1;0;0;0
2019-10-23 10:30:00;160;19;24;22;30;35;21;197;0;1;0;0;0
2019-10-23 10:45:00;174;25;35;26;34;37;26;220;5;1;0;0;0
2019-10-23 11:00:00;160;20;29;20;36;38;19;211;3;4;0;0;0
2019-10-23 11:15:00;183;25;26;25;25;32;9;157;4;1;0;0;0
2019-10-23 11:30:00;196;26;31;17;22;22;13;224;2;0;0;0;0
2019-10-23 11:45:00;200;18;20;17;17;27;1;185;3;1;0;0;0
2019-10-23 12:00:00;133;22;26;20;26;28;13;185;3;0;0;0;0
2019-10-23 12:15:00;176;23;25;20;30;37;18;225;2;1;0;0;0
2019-10-23 12:30:00;193;30;24;19;23;28;23;222;3;3;0;0;0
2019-10-23 12:45:00;179;33;31;28;34;38;19;212;1;3;0;0;0
2019-10-23 13:00:00;175;26;32;26;40;42;24;196;3;2;0;0;0
2019-10-23 13:15:00;183;25;36;23;42;41;23;203;2;3;0;0;0
2019-10-23 13:30:00;185;22;28;25;30;37;21;215;2;4;0;0;0
2019-10-23 13:45:00;183;16;23;16;40;46;10;185;0;7;0;0;0
2019-10-23 14:00:00;175;11;18;7;32;53;14;205;5;4;0;0;0
2019-10-23 14:15:00;196;22;25;20;23;21;19;204;0;1;0;0;0
2019-10-23 14:30:00;200;28;37;23;28;30;20;159;0;4;0;0;0
2019-10-23 14:45:00;193;26;27;19;19;20;20;215;0;2;0;0;0
2019-10-23 15:00:00;180;20;27;18;24;27;18;200;2;1;0;0;0
2019-10-23 15:15:00;191;17;27;17;30;30;15;213;3;0;0;0;0
2019-10-23 15:30:00;234;19;19;13;34;31;20;204;3;2;0;0;0
2019-10-23 15:45:00;203;21;28;19;31;34;18;225;3;0;0;0;0
2019-10-23 16:00:00;207;25;34;22;39;37;15;227;3;3;0;0;0
2019-10-23 16:15:00;198;25;32;28;40;45;23;228;2;1;0;0;0
2019-10-23 16:30:00;235;21;28;21;36;36;24;225;1;3;0;0;0
2019-10-23 16:45:00;223;20;28;16;38;37;26;201;3;0;0;0;0
2019-10-23 17:00:00;218;23;25;17;44;52;17;227;3;2;0;0;0
2019-10-23 17:15:00;208;19;23;18;31;27;20;235;3;0;0;0;0
2019-10-23 17:30:00;233;28;29;22;23;27;25;221;1;6;0;0;0
2019-10-23 17:45:00;219;17;23;17;38;40;17;209;6;1;0;0;0
2019-10-23 18:00:00;208;16;21;14;41;46;23;183;0;1;0;0;0
2019-10-23 18:15:00;214;17;19;12;21;26;17;243;0;0;0;0;0
2019-10-23 18:30:00;203;11;18;9;21;28;16;217;0;3;0;0;0
2019-10-23 18:45:00;206;17;22;15;18;17;8;214;0;0;0;0;0
2019-10-23 19:00:00;174;18;25;18;28;26;27;206;0;7;0;0;0
2019-10-23 19:15:00;185;14;22;8;9;12;11;165;4;1;0;0;0
2019-10-23 19:30:00;155;6;10;7;11;14;7;117;1;2;0;0;0
2019-10-23 19:45:00;165;14;19;9;7;7;13;138;0;0;0;0;0
2019-10-23 20:00:00;181;12;11;5;4;9;14;145;1;0;0;0;0
2019-10-23 20:15:00;152;13;23;13;13;14;4;94;1;0;0;0;0
2019-10-23 20:30:00;116;12;15;9;3;2;3;81;0;1;0;0;0
2019-10-23 20:45:00;83;14;18;8;13;12;7;84;0;0;0;0;0
2019-10-23 21:00:00;86;12;18;9;9;11;4;87;0;0;0;0;0
2019-10-23 21:15:00;71;15;20;5;12;13;5;100;0;0;0;0;0
2019-10-23 21:30:00;71;8;14;2;9;9;4;97;0;0;0;0;0
2019-10-23 21:45:00;54;9;12;3;8;9;6;79;0;0;0;0;0
