DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(TAFGB);10(TAFBB)
2020-10-27 00:00:00;2;2;0;0;1;1;2;1;0;0
2020-10-27 00:15:00;2;3;1;3;0;0;0;2;0;0
2020-10-27 00:30:00;1;1;2;2;0;0;1;1;0;0
2020-10-27 00:45:00;2;2;0;1;0;0;1;0;0;0
2020-10-27 01:00:00;3;4;0;1;0;0;1;0;0;0
2020-10-27 01:15:00;4;4;0;2;0;0;0;2;0;0
2020-10-27 01:30:00;2;2;0;1;0;1;1;0;0;0
2020-10-27 01:45:00;4;3;0;0;0;0;0;1;0;0
2020-10-27 02:00:00;2;2;1;1;0;1;1;3;0;0
2020-10-27 02:15:00;3;2;2;2;0;0;0;2;0;0
2020-10-27 02:30:00;2;2;1;3;0;0;0;1;0;0
2020-10-27 02:45:00;2;4;1;2;1;0;2;1;0;0
2020-10-27 03:00:00;4;3;1;1;0;0;0;0;0;0
2020-10-27 03:15:00;1;1;2;2;1;0;0;0;0;0
2020-10-27 03:30:00;2;4;0;2;0;0;1;0;0;0
2020-10-27 03:45:00;6;5;0;0;1;0;0;1;0;0
2020-10-27 04:00:00;0;2;2;3;1;0;0;1;0;0
2020-10-27 04:15:00;5;4;4;4;0;0;0;0;0;0
2020-10-27 04:30:00;7;3;6;9;1;1;0;0;0;0
2020-10-27 04:45:00;20;6;14;18;1;2;2;2;0;0
2020-10-27 05:00:00;51;9;41;41;0;2;0;6;0;0
2020-10-27 05:15:00;112;15;133;132;1;3;1;6;0;0
2020-10-27 05:30:00;151;24;114;113;4;7;19;18;0;0
2020-10-27 05:45:00;90;32;73;82;28;7;93;66;0;0
2020-10-27 06:00:00;57;36;65;66;77;1;130;117;1;0
2020-10-27 06:15:00;44;28;66;71;11;2;33;35;0;0
2020-10-27 06:30:00;60;36;65;64;5;2;10;15;0;0
2020-10-27 06:45:00;71;39;107;95;5;1;8;10;0;0
2020-10-27 07:00:00;46;23;54;54;5;4;8;1;0;0
2020-10-27 07:15:00;21;19;44;45;5;1;6;5;0;0
2020-10-27 07:30:00;63;72;98;91;3;5;14;10;2;27
2020-10-27 07:45:00;52;64;104;113;5;4;19;12;0;1
2020-10-27 08:00:00;52;63;91;99;5;4;13;10;0;0
2020-10-27 08:15:00;49;54;73;84;4;3;8;13;10;0
2020-10-27 08:30:00;51;65;66;73;6;2;17;9;0;3
2020-10-27 08:45:00;41;53;51;56;3;10;9;9;0;1
2020-10-27 09:00:00;44;49;58;62;7;0;9;9;0;0
2020-10-27 09:15:00;35;43;40;48;5;3;7;15;0;0
2020-10-27 09:30:00;33;51;51;54;7;6;12;6;0;0
2020-10-27 09:45:00;33;43;46;52;5;3;6;9;3;0
