DATUM;1(DA1);2(DA2);3(DB1A);4(DB1B);5(DC1);6(DC2);7(DD2A);8(DD2B);9(DD1);10(DE1);11(DE2);12(DE3);13(DF1);14(DF2);15(DF3);16(TAFG1);17(TAFG2)
2020-10-26 00:00:00;8;3;0;0;5;3;3;3;2;0;6;3;3;8;3;0;0
2020-10-26 00:15:00;5;1;0;0;8;4;2;2;1;0;4;1;4;12;4;0;0
2020-10-26 00:30:00;3;3;0;0;5;2;0;0;0;0;4;1;2;7;2;0;0
2020-10-26 00:45:00;4;0;0;0;9;3;0;0;0;1;4;1;3;11;3;0;0
2020-10-26 01:00:00;12;4;0;0;7;1;1;1;0;0;10;6;1;9;1;0;0
2020-10-26 01:15:00;6;1;0;0;8;2;0;0;0;0;6;1;1;10;1;0;0
2020-10-26 01:30:00;7;0;0;0;6;2;3;3;3;0;6;0;2;8;2;0;0
2020-10-26 01:45:00;7;0;0;0;6;0;2;2;1;0;6;0;0;6;0;0;0
2020-10-26 02:00:00;5;5;0;0;2;2;0;0;0;0;5;5;2;4;2;0;0
2020-10-26 02:15:00;10;3;0;0;7;4;1;1;1;0;11;2;4;11;5;0;0
2020-10-26 02:30:00;5;0;0;0;6;2;1;1;1;0;4;0;2;9;2;0;0
2020-10-26 02:45:00;9;2;0;0;5;1;0;0;0;0;9;2;1;6;1;0;0
2020-10-26 03:00:00;4;2;0;0;6;2;2;2;0;0;3;2;2;7;2;0;0
2020-10-26 03:15:00;3;6;1;1;3;1;0;0;0;0;4;5;2;3;1;0;0
2020-10-26 03:30:00;8;1;0;0;1;1;0;0;0;0;5;2;1;2;1;0;0
2020-10-26 03:45:00;14;2;2;0;11;0;1;1;1;0;13;2;0;11;0;0;0
2020-10-26 04:00:00;10;4;1;1;8;1;1;1;2;1;8;3;1;10;2;0;0
2020-10-26 04:15:00;12;4;0;1;7;3;1;1;2;0;10;5;3;10;3;0;0
2020-10-26 04:30:00;24;8;0;1;17;7;1;1;0;0;24;5;5;19;5;0;0
2020-10-26 04:45:00;23;4;1;0;17;9;5;5;6;2;19;4;9;23;9;0;0
2020-10-26 05:00:00;29;8;3;1;38;17;1;1;2;0;22;9;14;57;16;0;0
2020-10-26 05:15:00;51;26;1;0;49;21;2;2;2;5;44;26;22;69;23;0;0
2020-10-26 05:30:00;45;31;4;1;60;26;2;2;2;0;43;33;25;78;25;0;0
2020-10-26 05:45:00;69;56;1;1;64;32;1;1;2;6;66;57;30;86;30;0;0
2020-10-26 06:00:00;64;36;3;0;56;29;0;0;0;2;61;34;28;82;31;0;0
2020-10-26 06:15:00;77;57;2;0;89;54;3;4;2;1;70;52;55;129;52;0;0
2020-10-26 06:30:00;117;117;3;1;94;57;1;2;0;2;109;121;56;136;57;0;0
2020-10-26 06:45:00;152;196;3;1;114;84;5;6;5;5;135;197;79;157;77;0;4
2020-10-26 07:00:00;113;131;4;1;118;80;14;13;4;1;106;127;79;162;77;0;0
2020-10-26 07:15:00;143;160;2;0;133;112;9;10;3;1;127;170;108;190;111;0;7
2020-10-26 07:30:00;162;170;0;0;129;110;6;7;1;0;147;169;96;201;100;6;0
2020-10-26 07:45:00;163;207;0;1;120;83;19;20;8;3;142;204;82;169;81;0;3
2020-10-26 08:00:00;154;150;1;1;106;65;8;8;4;3;136;154;62;148;64;0;0
2020-10-26 08:15:00;135;176;1;1;117;82;13;12;5;3;112;183;83;169;82;0;0
2020-10-26 08:30:00;135;124;1;0;110;75;22;22;9;1;117;130;70;160;72;0;0
2020-10-26 08:45:00;166;159;2;0;93;67;15;16;7;0;145;157;67;133;64;0;10
