DATUM;1(DA1);2(DA2);3(DAL1);4(DB1);5(DB2);6(DC1);7(DC2);8(DCL1);9(DD1);10(DD2);11(DD3)
2020-06-28 00:00:00;18;16;3;6;1;20;12;5;1;9;3
2020-06-28 00:15:00;22;17;4;5;5;21;12;3;7;11;6
2020-06-28 00:30:00;24;16;3;15;4;26;14;2;4;12;6
2020-06-28 00:45:00;15;15;5;4;3;13;8;2;2;11;4
2020-06-28 01:00:00;11;14;5;4;2;11;8;2;2;7;3
2020-06-28 01:15:00;19;10;2;7;5;17;5;1;2;6;2
2020-06-28 01:30:00;14;7;2;7;4;13;16;7;5;5;2
2020-06-28 01:45:00;14;10;3;6;4;18;15;1;3;9;5
2020-06-28 02:00:00;12;8;1;5;3;14;10;0;1;3;2
2020-06-28 02:15:00;11;6;0;2;1;12;8;1;1;6;4
2020-06-28 02:30:00;7;8;1;1;1;7;4;2;0;4;2
2020-06-28 02:45:00;15;7;0;2;1;8;7;1;0;2;1
2020-06-28 03:00:00;7;6;3;2;1;6;5;1;3;3;0
2020-06-28 03:15:00;6;7;0;1;0;3;3;0;0;4;1
2020-06-28 03:30:00;6;6;2;1;1;1;3;0;0;3;1
2020-06-28 03:45:00;4;1;0;5;3;5;3;1;0;3;1
2020-06-28 04:00:00;7;3;0;0;1;2;0;1;1;5;3
2020-06-28 04:15:00;4;7;1;0;1;3;5;2;2;1;0
2020-06-28 04:30:00;9;6;0;1;1;1;4;0;0;1;0
2020-06-28 04:45:00;7;3;1;1;0;1;0;0;1;5;1
2020-06-28 05:00:00;6;3;1;1;4;7;5;0;0;2;1
2020-06-28 05:15:00;8;7;3;4;1;10;6;1;1;1;1
2020-06-28 05:30:00;5;3;1;4;0;11;4;2;2;1;0
2020-06-28 05:45:00;8;5;2;8;3;14;11;2;3;2;2
2020-06-28 06:00:00;6;4;2;3;4;7;3;1;2;2;0
2020-06-28 06:15:00;8;6;1;4;1;6;1;0;0;2;1
2020-06-28 06:30:00;12;9;1;4;2;7;4;1;1;2;0
2020-06-28 06:45:00;6;7;4;6;4;3;2;1;4;5;2
2020-06-28 07:00:00;16;12;2;4;2;12;7;4;3;5;1
2020-06-28 07:15:00;15;9;2;10;3;12;2;0;3;11;3
2020-06-28 07:30:00;22;9;3;8;2;6;5;2;1;10;1
2020-06-28 07:45:00;10;9;1;13;9;9;2;4;5;14;6
2020-06-28 08:00:00;11;8;3;10;4;18;3;1;5;11;2
2020-06-28 08:15:00;15;7;2;11;2;13;7;1;3;9;2
2020-06-28 08:30:00;21;15;5;21;5;13;9;8;4;15;5
2020-06-28 08:45:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-28 09:00:00;30;15;4;23;6;20;4;4;6;15;6
2020-06-28 09:15:00;30;25;3;32;7;21;10;3;6;19;5
2020-06-28 09:30:00;35;23;6;26;9;23;12;8;6;25;8
2020-06-28 09:45:00;29;29;8;29;7;24;17;9;8;22;10
2020-06-28 10:00:00;39;27;7;11;15;32;20;3;18;35;8
2020-06-28 10:15:00;45;27;19;31;7;32;20;6;13;25;12
2020-06-28 10:30:00;44;26;14;28;9;47;26;7;10;20;7
2020-06-28 10:45:00;46;35;14;31;21;36;19;9;17;37;10
2020-06-28 11:00:00;48;45;9;20;11;32;22;12;10;30;14
2020-06-28 11:15:00;38;38;10;30;9;42;23;8;8;21;9
2020-06-28 11:30:00;49;38;15;33;13;28;23;7;16;32;8
2020-06-28 11:45:00;56;45;13;39;14;35;25;7;12;37;9
2020-06-28 12:00:00;51;36;16;29;11;39;29;5;20;35;9
2020-06-28 12:15:00;49;41;14;29;7;27;30;7;14;21;6
2020-06-28 12:30:00;49;38;13;26;11;29;23;9;10;30;11
2020-06-28 12:45:00;47;35;16;30;14;37;29;6;17;40;13
2020-06-28 13:00:00;63;41;14;31;10;37;30;11;11;39;16
2020-06-28 13:15:00;43;37;14;87;7;40;23;9;11;25;7
2020-06-28 13:30:00;44;36;12;41;10;55;42;9;17;39;13
2020-06-28 13:45:00;51;41;16;25;10;44;35;13;15;35;10
2020-06-28 14:00:00;55;45;16;22;15;46;45;7;14;27;8
2020-06-28 14:15:00;62;53;12;32;15;58;37;10;17;36;10
2020-06-28 14:30:00;53;52;16;38;7;47;35;7;19;39;5
2020-06-28 14:45:00;47;41;18;45;13;48;37;6;9;36;12
2020-06-28 15:00:00;49;45;14;24;10;48;34;9;11;35;9
2020-06-28 15:15:00;55;50;16;31;13;38;24;10;5;41;14
2020-06-28 15:30:00;52;36;13;41;16;52;36;8;20;42;9
2020-06-28 15:45:00;61;48;14;45;21;52;34;9;13;31;10
2020-06-28 16:00:00;54;47;21;33;12;36;28;6;15;37;14
2020-06-28 16:15:00;55;50;16;37;11;55;37;12;15;37;17
2020-06-28 16:30:00;55;40;14;34;13;61;54;8;15;28;8
2020-06-28 16:45:00;39;32;6;32;13;38;31;10;11;32;13
2020-06-28 17:00:00;58;51;18;35;10;49;39;8;14;42;11
2020-06-28 17:15:00;59;44;18;48;10;58;45;12;10;42;15
2020-06-28 17:30:00;53;38;14;44;11;56;44;15;11;43;17
2020-06-28 17:45:00;58;46;17;46;10;57;34;6;10;36;8
2020-06-28 18:00:00;53;52;12;42;22;60;44;10;12;33;10
2020-06-28 18:15:00;46;38;20;41;9;48;41;18;13;30;9
2020-06-28 18:30:00;45;36;11;65;15;54;34;11;13;42;13
2020-06-28 18:45:00;42;28;16;42;18;51;44;10;9;34;9
2020-06-28 19:00:00;54;38;18;39;11;49;34;9;16;40;9
2020-06-28 19:15:00;56;35;29;40;13;48;40;9;13;44;12
2020-06-28 19:30:00;50;31;15;41;13;41;31;15;12;40;12
2020-06-28 19:45:00;44;31;8;24;8;48;47;9;8;29;10
2020-06-28 20:00:00;45;41;24;27;8;64;39;11;9;27;9
2020-06-28 20:15:00;32;35;12;17;7;35;36;9;8;28;6
2020-06-28 20:30:00;47;34;11;24;13;53;39;7;8;26;8
2020-06-28 20:45:00;42;32;14;30;7;49;34;6;6;27;9
2020-06-28 21:00:00;40;26;9;14;3;48;36;8;14;32;11
2020-06-28 21:15:00;27;21;12;21;2;33;30;6;6;21;9
2020-06-28 21:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-28 21:45:00;22;21;4;14;10;34;21;8;3;18;10
2020-06-28 22:00:00;22;21;8;10;9;36;20;1;5;13;3
2020-06-28 22:15:00;21;17;11;9;5;30;13;3;4;13;3
2020-06-28 22:30:00;21;19;7;8;1;24;15;4;6;7;4
2020-06-28 22:45:00;19;12;5;9;6;23;12;3;0;10;4
2020-06-28 23:00:00;15;10;5;15;5;20;14;4;2;10;5
2020-06-28 23:15:00;19;12;2;2;1;18;14;2;4;10;2
2020-06-28 23:30:00;13;7;5;9;3;12;14;5;4;5;1
2020-06-28 23:45:00;15;9;1;4;2;11;5;0;4;4;2
