DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(TAFGB);10(TAFBB)
2020-11-13 00:00:00;1;2;2;0;0;1;0;2;0;0
2020-11-13 00:15:00;3;5;2;1;2;1;0;2;0;0
2020-11-13 00:30:00;3;2;0;1;0;0;0;3;0;0
2020-11-13 00:45:00;2;5;2;1;0;0;0;2;0;0
2020-11-13 01:00:00;4;4;1;1;1;1;2;0;0;0
2020-11-13 01:15:00;3;4;1;3;0;0;2;3;0;0
2020-11-13 01:30:00;1;2;2;2;0;1;3;1;0;0
2020-11-13 01:45:00;4;2;3;0;0;0;0;1;0;0
2020-11-13 02:00:00;4;3;0;1;0;1;2;4;0;0
2020-11-13 02:15:00;2;2;1;0;2;1;1;0;0;0
2020-11-13 02:30:00;0;0;1;0;0;0;0;1;0;0
2020-11-13 02:45:00;1;1;0;0;0;0;1;0;0;0
2020-11-13 03:00:00;3;5;3;0;0;0;1;0;0;0
2020-11-13 03:15:00;2;3;4;1;0;0;1;1;0;0
2020-11-13 03:30:00;1;0;1;0;0;0;0;0;0;0
2020-11-13 03:45:00;3;4;0;1;0;0;0;1;0;0
2020-11-13 04:00:00;1;3;4;0;0;0;0;1;0;0
2020-11-13 04:15:00;7;4;5;0;3;0;0;2;0;0
2020-11-13 04:30:00;10;5;7;0;1;0;0;0;0;0
2020-11-13 04:45:00;17;5;14;2;1;0;1;2;0;0
2020-11-13 05:00:00;51;10;41;1;1;1;1;2;0;0
2020-11-13 05:15:00;109;13;123;9;1;3;3;5;0;0
2020-11-13 05:30:00;144;24;119;9;6;5;14;15;0;0
2020-11-13 05:45:00;86;18;59;8;29;5;79;72;0;0
2020-11-13 06:00:00;31;27;54;12;76;0;110;115;1;2
2020-11-13 06:15:00;39;26;71;5;21;0;35;40;0;0
2020-11-13 06:30:00;70;36;64;2;4;3;8;15;0;0
2020-11-13 06:45:00;52;36;78;4;2;1;10;10;0;0
2020-11-13 07:00:00;52;31;43;4;3;3;11;8;0;0
2020-11-13 07:15:00;43;36;59;4;1;2;8;8;0;0
2020-11-13 07:30:00;60;71;94;6;2;4;13;7;2;8
2020-11-13 07:45:00;59;55;90;8;1;10;6;9;2;0
2020-11-13 08:00:00;54;60;84;3;1;5;19;11;0;0
2020-11-13 08:15:00;44;54;73;5;7;2;7;6;5;0
2020-11-13 08:30:00;36;50;53;3;7;2;12;10;0;1
2020-11-13 08:45:00;30;54;60;2;4;2;6;13;0;0
2020-11-13 09:00:00;28;44;52;6;5;3;8;5;4;0
2020-11-13 09:15:00;34;42;54;2;5;5;13;11;0;1
2020-11-13 09:30:00;38;41;44;3;3;4;14;7;0;0
2020-11-13 09:45:00;27;37;50;2;7;3;6;12;4;0
2020-11-13 10:00:00;29;45;62;4;3;1;13;11;6;3
2020-11-13 10:15:00;45;52;67;2;5;5;9;13;0;0
2020-11-13 10:30:00;28;55;67;4;4;4;17;9;2;3
2020-11-13 10:45:00;35;48;74;3;4;6;12;8;2;0
2020-11-13 11:00:00;27;55;59;4;9;5;6;18;1;0
2020-11-13 11:15:00;29;46;61;3;4;2;8;15;0;0
2020-11-13 11:30:00;37;57;69;4;6;6;11;8;1;0
2020-11-13 11:45:00;25;44;76;3;5;3;12;10;6;6
2020-11-13 12:00:00;42;72;80;4;9;1;25;29;2;0
2020-11-13 12:15:00;23;44;102;4;12;3;24;22;4;5
2020-11-13 12:30:00;45;60;62;6;4;6;30;16;0;0
2020-11-13 12:45:00;42;56;93;2;8;3;29;16;1;4
2020-11-13 13:00:00;59;62;112;4;8;4;24;18;2;7
2020-11-13 13:15:00;94;63;121;8;13;7;20;16;4;4
2020-11-13 13:30:00;100;55;141;9;17;11;18;18;0;0
2020-11-13 13:45:00;105;67;135;11;9;7;39;22;4;3
2020-11-13 14:00:00;90;68;132;10;22;8;96;62;1;0
2020-11-13 14:15:00;43;84;66;10;43;9;132;65;3;6
2020-11-13 14:30:00;42;87;81;6;46;6;82;39;0;2
2020-11-13 14:45:00;29;74;74;4;15;3;42;19;2;0
2020-11-13 15:00:00;30;67;84;6;16;2;33;54;2;2
2020-11-13 15:15:00;38;70;73;6;5;1;34;26;0;0
2020-11-13 15:30:00;39;72;70;5;14;4;30;29;0;0
2020-11-13 15:45:00;30;58;68;3;8;3;16;18;0;0
2020-11-13 16:00:00;40;75;87;5;9;6;26;21;1;0
2020-11-13 16:15:00;32;56;71;5;7;3;14;19;3;3
2020-11-13 16:30:00;27;61;81;5;4;6;20;13;2;1
2020-11-13 16:45:00;25;43;70;2;10;5;29;15;13;67
2020-11-13 17:00:00;36;57;79;9;15;7;15;167;3;14
2020-11-13 17:15:00;21;47;70;4;6;2;13;11;0;0
2020-11-13 17:30:00;27;48;75;6;9;3;16;8;1;0
2020-11-13 17:45:00;21;47;58;5;2;0;16;3;3;0
2020-11-13 18:00:00;32;48;52;6;12;5;11;7;1;0
2020-11-13 18:15:00;28;41;54;3;9;2;10;9;0;0
2020-11-13 18:30:00;30;36;53;6;4;3;9;8;0;0
2020-11-13 18:45:00;15;28;49;2;3;1;2;3;6;2
2020-11-13 19:00:00;22;29;63;3;5;5;7;12;0;0
2020-11-13 19:15:00;22;28;36;1;2;3;1;5;0;0
2020-11-13 19:30:00;20;23;30;2;4;5;5;10;0;0
2020-11-13 19:45:00;16;23;30;4;2;1;4;10;0;0
2020-11-13 20:00:00;19;15;26;2;2;2;2;2;0;0
2020-11-13 20:15:00;19;16;21;2;1;0;7;5;0;0
2020-11-13 20:30:00;27;16;23;1;5;1;5;6;0;0
2020-11-13 20:45:00;31;13;36;1;0;1;4;9;0;0
2020-11-13 21:00:00;74;11;59;5;1;2;1;6;0;0
2020-11-13 21:15:00;134;18;107;6;3;4;4;7;0;0
2020-11-13 21:30:00;127;11;61;4;4;4;16;15;0;0
2020-11-13 21:45:00;46;18;24;9;21;4;72;47;2;0
2020-11-13 22:00:00;22;39;12;24;77;1;154;82;0;0
2020-11-13 22:15:00;17;20;14;10;26;2;27;38;1;0
2020-11-13 22:30:00;12;15;6;3;5;0;2;10;0;0
2020-11-13 22:45:00;6;7;7;0;1;1;5;6;0;0
2020-11-13 23:00:00;13;12;9;3;1;0;3;13;0;0
2020-11-13 23:15:00;9;10;5;4;3;0;2;5;0;0
2020-11-13 23:30:00;6;12;8;2;2;1;3;6;0;0
2020-11-13 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
