DATUM;1(DA1);2(DA2);3(DC);4(DB);5(TAFGA);6(TAFGC)
2020-07-21 00:00:00;6;0;6;0;0;0
2020-07-21 00:15:00;5;0;6;0;0;0
2020-07-21 00:30:00;5;0;6;2;0;0
2020-07-21 00:45:00;4;0;3;0;0;0
2020-07-21 01:00:00;5;0;4;0;0;0
2020-07-21 01:15:00;2;0;4;0;0;0
2020-07-21 01:30:00;6;1;5;0;0;0
2020-07-21 01:45:00;2;0;6;1;0;0
2020-07-21 02:00:00;2;0;1;2;0;0
2020-07-21 02:15:00;2;0;6;0;0;0
2020-07-21 02:30:00;4;0;1;0;0;0
2020-07-21 02:45:00;3;0;3;0;0;0
2020-07-21 03:00:00;5;0;5;0;0;0
2020-07-21 03:15:00;4;0;5;0;0;0
2020-07-21 03:30:00;4;0;7;0;0;0
2020-07-21 03:45:00;4;0;4;0;0;0
2020-07-21 04:00:00;7;0;6;0;0;0
2020-07-21 04:15:00;5;0;6;0;0;0
2020-07-21 04:30:00;7;2;13;0;0;0
2020-07-21 04:45:00;6;1;18;0;0;0
2020-07-21 05:00:00;14;8;63;1;5;1
2020-07-21 05:15:00;38;27;132;2;9;8
2020-07-21 05:30:00;49;27;181;8;8;12
2020-07-21 05:45:00;105;19;111;72;12;18
2020-07-21 06:00:00;100;9;94;79;20;13
2020-07-21 06:15:00;69;15;113;18;8;4
2020-07-21 06:30:00;61;21;151;11;13;7
2020-07-21 06:45:00;56;8;125;3;7;10
2020-07-21 07:00:00;66;9;100;1;6;5
2020-07-21 07:15:00;61;1;138;0;3;10
2020-07-21 07:30:00;82;9;114;1;5;12
2020-07-21 07:45:00;79;10;117;3;7;5
2020-07-21 08:00:00;66;3;98;0;0;1
2020-07-21 08:15:00;61;4;90;3;1;4
2020-07-21 08:30:00;68;1;70;2;3;0
2020-07-21 08:45:00;54;1;88;3;1;1
2020-07-21 09:00:00;51;0;69;1;1;0
2020-07-21 09:15:00;49;1;51;3;0;0
2020-07-21 09:30:00;53;2;64;1;0;0
2020-07-21 09:45:00;55;3;61;1;1;1
2020-07-21 10:00:00;47;1;51;4;0;0
2020-07-21 10:15:00;46;2;57;4;0;0
2020-07-21 10:30:00;59;0;47;0;0;0
2020-07-21 10:45:00;57;1;57;1;1;0
2020-07-21 11:00:00;82;4;52;3;0;3
2020-07-21 11:15:00;63;5;43;6;0;0
2020-07-21 11:30:00;54;3;47;1;0;1
2020-07-21 11:45:00;47;2;50;6;1;1
2020-07-21 12:00:00;66;3;53;3;7;8
2020-07-21 12:15:00;66;0;52;3;3;4
2020-07-21 12:30:00;58;5;69;6;8;1
2020-07-21 12:45:00;68;3;69;8;3;5
2020-07-21 13:00:00;89;4;77;1;3;3
2020-07-21 13:15:00;89;11;95;4;9;8
2020-07-21 13:30:00;85;22;154;5;17;16
2020-07-21 13:45:00;91;36;148;27;10;17
2020-07-21 14:00:00;131;19;120;44;12;12
2020-07-21 14:15:00;121;8;113;69;27;8
2020-07-21 14:30:00;102;2;53;79;20;4
2020-07-21 14:45:00;99;3;63;24;8;13
2020-07-21 15:00:00;104;3;70;38;21;12
2020-07-21 15:15:00;133;1;56;30;10;11
2020-07-21 15:30:00;91;1;48;23;9;1
2020-07-21 15:45:00;105;1;59;17;34;6
2020-07-21 16:00:00;113;0;57;13;10;4
2020-07-21 16:15:00;105;5;50;12;0;6
2020-07-21 16:30:00;97;6;65;19;8;4
2020-07-21 16:45:00;100;1;68;7;1;5
2020-07-21 17:00:00;115;2;77;16;2;3
2020-07-21 17:15:00;79;0;61;4;8;4
2020-07-21 17:30:00;80;2;67;3;0;0
2020-07-21 17:45:00;90;1;66;7;10;10
2020-07-21 18:00:00;76;0;65;3;0;2
2020-07-21 18:15:00;63;2;48;4;0;3
2020-07-21 18:30:00;52;0;43;2;0;2
2020-07-21 18:45:00;54;0;52;2;0;0
2020-07-21 19:00:00;40;0;39;3;0;0
2020-07-21 19:15:00;47;0;32;2;0;0
2020-07-21 19:30:00;45;0;48;1;0;0
2020-07-21 19:45:00;37;0;27;0;2;0
2020-07-21 20:00:00;19;0;30;1;0;15
2020-07-21 20:15:00;33;1;41;1;0;0
2020-07-21 20:30:00;25;3;38;1;2;0
2020-07-21 20:45:00;29;4;50;2;0;0
2020-07-21 21:00:00;35;12;105;0;7;3
2020-07-21 21:15:00;49;19;169;2;15;7
2020-07-21 21:30:00;33;17;97;30;12;13
2020-07-21 21:45:00;75;4;56;87;8;17
2020-07-21 22:00:00;112;3;31;86;2;32
2020-07-21 22:15:00;38;1;20;19;3;1
2020-07-21 22:30:00;16;0;12;7;0;0
2020-07-21 22:45:00;22;0;13;3;0;0
2020-07-21 23:00:00;13;1;13;7;0;1
2020-07-21 23:15:00;9;0;8;1;0;0
2020-07-21 23:30:00;6;1;10;0;0;0
