DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(TAA);9(TAC);10(TAFBA);11(TAFBB);12(TAFBC);13(TAFBD)
2020-07-27 00:00:00;9;0;0;2;11;0;0;0;0;0;0;0;0
2020-07-27 00:15:00;3;0;0;1;16;0;0;0;0;0;0;0;0
2020-07-27 00:30:00;3;0;0;0;16;0;0;0;0;0;0;0;0
2020-07-27 00:45:00;5;1;0;1;5;0;0;0;0;0;0;0;0
2020-07-27 01:00:00;6;0;0;0;8;0;0;0;0;0;0;0;0
2020-07-27 01:15:00;2;0;0;0;5;0;0;0;0;0;0;0;0
2020-07-27 01:30:00;6;0;0;0;5;0;0;0;0;0;0;0;0
2020-07-27 01:45:00;11;0;0;0;6;0;0;0;0;0;0;0;0
2020-07-27 02:00:00;9;0;0;0;3;0;0;0;0;0;0;0;0
2020-07-27 02:15:00;7;0;0;0;6;0;0;0;0;0;0;0;0
2020-07-27 02:30:00;7;0;0;0;6;0;0;0;0;0;0;0;0
2020-07-27 02:45:00;8;0;0;0;3;0;0;0;0;0;0;0;0
2020-07-27 03:00:00;5;0;0;0;5;0;0;0;0;0;0;0;0
2020-07-27 03:15:00;4;0;0;0;12;0;0;0;0;0;0;0;0
2020-07-27 03:30:00;3;0;0;0;6;0;0;0;0;0;0;0;0
2020-07-27 03:45:00;4;0;0;0;4;0;0;0;0;0;0;0;0
2020-07-27 04:00:00;5;0;0;0;14;0;0;0;0;0;0;0;0
2020-07-27 04:15:00;7;1;0;0;6;0;0;0;0;0;0;0;0
2020-07-27 04:30:00;16;0;0;0;9;0;0;0;0;0;0;0;0
2020-07-27 04:45:00;15;1;0;0;10;0;0;0;0;0;0;0;0
2020-07-27 05:00:00;17;0;0;3;20;0;0;0;0;0;0;0;0
2020-07-27 05:15:00;38;0;0;3;26;0;0;0;0;0;0;0;0
2020-07-27 05:30:00;54;0;0;1;40;0;0;0;0;0;0;0;0
2020-07-27 05:45:00;66;0;1;2;55;1;0;0;0;0;0;0;0
2020-07-27 06:00:00;74;1;3;1;70;1;0;0;0;0;0;0;0
2020-07-27 06:15:00;93;3;3;8;54;0;0;0;0;0;0;0;0
2020-07-27 06:30:00;103;0;2;5;97;0;0;5;0;0;0;0;0
2020-07-27 06:45:00;123;2;2;6;102;1;0;1;2;0;0;0;0
2020-07-27 07:00:00;112;5;6;2;96;3;0;0;10;0;0;0;0
2020-07-27 07:15:00;131;10;5;2;95;0;0;0;24;0;0;0;0
2020-07-27 07:30:00;133;10;4;6;85;0;0;0;14;0;0;0;0
2020-07-27 07:45:00;126;9;5;6;96;0;0;2;0;0;0;0;0
2020-07-27 08:00:00;100;12;11;7;96;0;0;0;0;0;0;0;0
2020-07-27 08:15:00;118;9;11;10;100;0;1;2;4;0;0;0;0
2020-07-27 08:30:00;148;7;7;11;116;0;2;0;3;0;1;0;0
2020-07-27 08:45:00;133;15;11;10;111;0;1;2;7;0;0;0;0
2020-07-27 09:00:00;151;12;12;13;112;6;2;13;16;4;0;0;0
2020-07-27 09:15:00;126;10;7;14;112;6;5;10;8;0;0;0;0
2020-07-27 09:30:00;143;12;15;11;125;12;3;2;19;0;0;0;0
2020-07-27 09:45:00;133;10;7;11;120;5;8;3;10;0;0;0;0
2020-07-27 10:00:00;136;9;15;12;122;10;6;5;14;0;0;0;0
2020-07-27 10:15:00;146;9;11;8;140;8;7;5;9;0;0;0;0
2020-07-27 10:30:00;159;9;15;17;141;11;12;1;7;0;0;0;0
2020-07-27 10:45:00;157;18;16;11;122;3;4;18;20;0;0;0;0
2020-07-27 11:00:00;144;13;15;11;129;7;5;1;33;0;0;0;0
2020-07-27 11:15:00;133;9;17;9;157;17;10;1;9;0;0;0;0
2020-07-27 11:30:00;134;7;19;14;128;6;6;21;2;11;0;0;0
