DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(TAA);9(TAC);10(TAFBA);11(TAFBB);12(TAFBC);13(TAFBD)
2019-12-26 00:00:00;13;0;0;1;17;0;0;0;0;0;0;0;0
2019-12-26 00:15:00;15;0;1;1;13;0;0;0;0;0;0;0;0
2019-12-26 00:30:00;9;0;0;1;6;0;0;0;0;0;0;0;0
2019-12-26 00:45:00;7;0;0;2;15;0;0;0;0;0;0;0;0
2019-12-26 01:00:00;10;1;1;0;10;0;0;0;0;0;0;0;0
2019-12-26 01:15:00;5;0;1;2;14;0;0;0;0;0;0;0;0
2019-12-26 01:30:00;9;0;0;0;19;1;0;0;0;0;0;0;0
2019-12-26 01:45:00;12;0;0;3;19;0;0;0;0;0;0;0;0
2019-12-26 02:00:00;8;0;0;1;13;0;0;0;0;0;0;0;0
2019-12-26 02:15:00;8;0;0;1;11;0;0;0;0;0;0;0;0
2019-12-26 02:30:00;4;0;0;0;7;0;0;0;0;0;0;0;0
2019-12-26 02:45:00;4;0;0;0;3;0;0;0;0;0;0;0;0
2019-12-26 03:00:00;5;1;0;1;12;0;0;0;0;0;0;0;0
2019-12-26 03:15:00;4;0;0;0;9;0;0;0;0;0;0;0;0
2019-12-26 03:30:00;6;1;0;0;12;1;0;0;0;0;0;0;0
2019-12-26 03:45:00;5;1;0;1;4;0;0;0;0;0;0;0;0
2019-12-26 04:00:00;8;1;0;0;6;0;0;0;0;0;0;0;0
2019-12-26 04:15:00;6;0;0;0;6;0;0;0;0;0;0;0;0
2019-12-26 04:30:00;7;1;0;0;7;0;0;0;0;0;0;0;0
2019-12-26 04:45:00;3;0;0;0;3;0;0;0;0;0;0;0;0
2019-12-26 05:00:00;5;0;0;0;2;0;0;0;0;0;0;0;0
2019-12-26 05:15:00;10;0;0;0;5;0;0;0;0;0;0;0;0
2019-12-26 05:30:00;8;1;1;0;6;0;0;0;0;0;0;0;0
2019-12-26 05:45:00;11;1;0;0;8;0;0;0;0;0;0;0;0
2019-12-26 06:00:00;6;0;1;2;10;0;0;0;0;0;0;0;0
2019-12-26 06:15:00;7;0;1;1;9;0;0;0;0;0;0;0;0
2019-12-26 06:30:00;11;0;0;0;5;0;0;0;0;0;0;0;0
2019-12-26 06:45:00;7;0;0;2;6;1;0;0;0;0;0;0;0
2019-12-26 07:00:00;11;1;1;2;12;1;0;0;0;0;0;0;0
2019-12-26 07:15:00;5;3;4;1;9;0;0;0;0;0;0;0;0
2019-12-26 07:30:00;10;2;3;0;7;0;0;0;0;0;0;0;0
2019-12-26 07:45:00;12;6;6;3;13;0;0;0;0;0;0;0;0
2019-12-26 08:00:00;8;6;10;2;19;0;1;0;2;0;0;0;0
2019-12-26 08:15:00;25;8;10;3;14;0;0;0;0;0;0;0;0
2019-12-26 08:30:00;23;14;8;3;19;1;0;0;6;0;0;0;0
2019-12-26 08:45:00;23;12;11;2;20;0;0;0;2;0;0;0;0
2019-12-26 09:00:00;28;8;11;4;21;0;0;0;0;0;0;0;0
2019-12-26 09:15:00;42;10;9;6;35;0;0;0;0;0;0;0;0
2019-12-26 09:30:00;50;11;8;6;37;0;0;0;15;0;0;0;0
2019-12-26 09:45:00;45;6;6;0;39;1;0;0;4;0;0;0;0
2019-12-26 10:00:00;57;7;11;4;42;0;0;1;4;0;0;0;0
2019-12-26 10:15:00;53;10;9;16;50;0;0;8;0;0;0;0;0
