DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2)
2019-11-21 00:00:00;8;9;3;3;7;9;10;3
2019-11-21 00:15:00;8;6;1;0;0;4;18;15
2019-11-21 00:30:00;8;8;3;2;2;6;10;4
2019-11-21 00:45:00;6;7;3;1;1;7;20;7
2019-11-21 01:00:00;9;10;3;0;0;3;16;8
2019-11-21 01:15:00;7;7;1;0;1;2;11;5
2019-11-21 01:30:00;7;9;0;0;1;2;6;3
2019-11-21 01:45:00;7;3;2;0;0;1;12;6
2019-11-21 02:00:00;7;12;1;0;0;0;10;5
2019-11-21 02:15:00;7;5;0;0;1;2;5;3
2019-11-21 02:30:00;9;5;0;0;0;1;10;7
2019-11-21 02:45:00;12;9;0;2;2;3;9;3
2019-11-21 03:00:00;9;10;1;2;2;3;11;7
2019-11-21 03:15:00;4;3;3;0;1;3;16;9
2019-11-21 03:30:00;5;6;2;0;0;0;8;5
2019-11-21 03:45:00;14;5;1;2;4;5;13;9
2019-11-21 04:00:00;8;8;1;0;1;2;4;3
2019-11-21 04:15:00;20;11;2;4;2;6;9;8
2019-11-21 04:30:00;19;6;1;2;1;7;16;13
2019-11-21 04:45:00;32;8;4;1;2;7;27;15
2019-11-21 05:00:00;25;21;2;4;2;8;36;24
2019-11-21 05:15:00;50;42;17;5;11;20;39;18
2019-11-21 05:30:00;56;35;15;3;8;17;57;33
2019-11-21 05:45:00;82;72;24;5;13;50;80;45
2019-11-21 06:00:00;75;77;23;6;6;42;84;61
2019-11-21 06:15:00;80;74;17;8;11;77;61;56
2019-11-21 06:30:00;139;122;33;25;23;95;101;77
2019-11-21 06:45:00;138;184;30;21;31;129;114;85
2019-11-21 07:00:00;119;146;35;21;30;169;126;112
2019-11-21 07:15:00;137;157;39;27;37;185;122;109
2019-11-21 07:30:00;144;178;37;29;36;161;126;84
2019-11-21 07:45:00;241;228;35;32;40;151;106;77
2019-11-21 08:00:00;173;229;38;28;47;142;98;67
2019-11-21 08:15:00;123;165;38;27;42;134;113;73
2019-11-21 08:30:00;140;194;30;21;33;126;99;72
2019-11-21 08:45:00;135;177;33;27;39;128;109;77
2019-11-21 09:00:00;126;148;26;23;34;105;91;67
2019-11-21 09:15:00;112;134;29;22;30;98;117;82
2019-11-21 09:30:00;107;109;23;28;27;105;115;76
2019-11-21 09:45:00;112;117;28;23;22;96;107;87
2019-11-21 10:00:00;124;122;26;22;21;85;111;82
2019-11-21 10:15:00;118;132;33;13;23;59;120;77
2019-11-21 10:30:00;127;119;24;20;19;68;114;92
2019-11-21 10:45:00;129;110;30;17;19;70;110;83
2019-11-21 11:00:00;119;92;27;15;12;68;104;78
2019-11-21 11:15:00;118;103;28;23;20;70;129;91
2019-11-21 11:30:00;125;135;25;15;22;66;132;93
2019-11-21 11:45:00;109;114;24;6;12;61;128;106
2019-11-21 12:00:00;97;114;24;13;11;62;118;86
2019-11-21 12:15:00;107;127;19;17;23;76;122;99
2019-11-21 12:30:00;98;111;29;20;12;79;138;109
2019-11-21 12:45:00;121;127;27;15;21;69;130;82
2019-11-21 13:00:00;130;131;33;13;23;63;138;103
2019-11-21 13:15:00;125;133;30;19;23;69;130;87
2019-11-21 13:30:00;125;131;37;11;12;51;139;102
2019-11-21 13:45:00;126;127;35;20;20;83;133;123
2019-11-21 14:00:00;124;124;35;11;15;64;140;110
2019-11-21 14:15:00;136;107;32;18;14;74;131;121
2019-11-21 14:30:00;117;102;40;20;17;72;132;90
2019-11-21 14:45:00;139;143;28;16;12;77;153;113
2019-11-21 15:00:00;131;126;47;18;10;80;162;142
2019-11-21 15:15:00;138;132;39;16;18;91;169;130
2019-11-21 15:30:00;161;146;53;22;21;83;142;104
2019-11-21 15:45:00;143;130;45;22;27;100;135;139
2019-11-21 16:00:00;150;141;62;26;17;103;177;146
2019-11-21 16:15:00;147;110;62;25;27;122;159;124
2019-11-21 16:30:00;139;133;59;18;22;114;178;147
2019-11-21 16:45:00;161;129;78;24;26;118;182;144
2019-11-21 17:00:00;148;114;71;28;24;98;201;144
2019-11-21 17:15:00;131;121;71;19;18;83;163;143
2019-11-21 17:30:00;137;126;57;12;15;95;167;126
2019-11-21 17:45:00;123;105;38;19;19;104;135;127
2019-11-21 18:00:00;116;103;53;18;23;106;161;129
2019-11-21 18:15:00;85;86;46;16;9;73;152;106
2019-11-21 18:30:00;88;82;24;14;11;69;135;97
2019-11-21 18:45:00;74;69;32;11;8;75;129;77
2019-11-21 19:00:00;72;61;30;9;8;72;114;69
2019-11-21 19:15:00;70;73;25;11;8;66;104;74
2019-11-21 19:30:00;40;59;25;6;7;55;85;41
2019-11-21 19:45:00;46;34;14;5;10;51;94;47
2019-11-21 20:00:00;50;39;20;10;12;67;77;48
2019-11-21 20:15:00;45;37;19;7;3;42;55;33
2019-11-21 20:30:00;33;45;29;2;3;31;64;29
2019-11-21 20:45:00;38;31;12;2;1;30;48;23
2019-11-21 21:00:00;32;27;14;7;3;37;46;26
2019-11-21 21:15:00;37;36;15;7;4;43;51;40
2019-11-21 21:30:00;45;35;22;3;3;30;47;21
2019-11-21 21:45:00;36;32;13;3;2;18;51;24
2019-11-21 22:00:00;34;45;9;3;4;20;38;16
2019-11-21 22:15:00;40;39;4;2;4;22;44;30
2019-11-21 22:30:00;37;29;6;6;4;26;20;14
2019-11-21 22:45:00;23;21;11;5;1;17;24;13
2019-11-21 23:00:00;18;18;10;3;3;16;30;17
2019-11-21 23:15:00;14;21;11;2;1;16;22;9
2019-11-21 23:30:00;16;15;4;1;2;16;20;12
2019-11-21 23:45:00;17;16;4;4;2;20;23;13
