DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(TAAC);22(TARDB);23(TARDD)
2020-01-06 00:00:00;8;1;3;12;3;0;0;0
2020-01-06 00:15:00;5;0;1;10;1;0;0;0
2020-01-06 00:30:00;3;1;2;17;2;0;0;0
2020-01-06 00:45:00;3;1;3;12;2;0;0;0
2020-01-06 01:00:00;5;3;4;8;0;0;0;0
2020-01-06 01:15:00;4;0;1;3;2;0;0;0
2020-01-06 01:30:00;3;2;2;9;0;0;0;0
2020-01-06 01:45:00;8;0;1;5;0;0;0;0
2020-01-06 02:00:00;5;0;0;5;1;0;0;0
2020-01-06 02:15:00;3;0;1;9;1;0;0;0
2020-01-06 02:30:00;4;1;3;5;1;0;0;0
2020-01-06 02:45:00;3;1;0;4;0;0;0;0
2020-01-06 03:00:00;1;0;1;3;1;0;0;0
2020-01-06 03:15:00;2;0;0;1;0;0;0;0
2020-01-06 03:30:00;1;0;0;1;1;0;0;0
2020-01-06 03:45:00;2;1;0;3;0;0;0;0
2020-01-06 04:00:00;3;1;1;3;0;0;0;0
2020-01-06 04:15:00;2;1;0;1;0;0;0;0
2020-01-06 04:30:00;0;0;1;3;0;0;0;0
2020-01-06 04:45:00;5;0;0;4;0;0;0;0
2020-01-06 05:00:00;6;0;1;2;1;0;0;0
2020-01-06 05:15:00;5;0;1;6;0;0;0;0
2020-01-06 05:30:00;5;0;0;12;0;0;0;0
2020-01-06 05:45:00;3;1;0;8;1;0;0;0
2020-01-06 06:00:00;4;0;2;9;1;0;0;0
2020-01-06 06:15:00;13;0;2;5;0;0;0;0
2020-01-06 06:30:00;10;1;1;6;1;0;0;0
2020-01-06 06:45:00;11;1;0;6;1;0;0;0
2020-01-06 07:00:00;12;1;0;9;1;0;0;0
2020-01-06 07:15:00;10;1;1;1;2;0;0;0
2020-01-06 07:30:00;13;2;1;11;0;0;0;0
2020-01-06 07:45:00;16;2;4;7;3;0;0;0
2020-01-06 08:00:00;14;0;4;10;3;0;0;0
2020-01-06 08:15:00;11;0;5;10;0;0;0;0
2020-01-06 08:30:00;26;2;16;14;2;0;0;0
2020-01-06 08:45:00;29;7;7;21;4;0;0;0
2020-01-06 09:00:00;32;3;13;16;4;3;0;0
2020-01-06 09:15:00;36;4;16;29;8;0;0;0
2020-01-06 09:30:00;45;3;25;28;7;9;0;0
2020-01-06 09:45:00;62;7;29;38;13;6;0;0
2020-01-06 10:00:00;46;4;31;27;15;19;0;0
2020-01-06 10:15:00;54;7;29;35;17;6;0;0
2020-01-06 10:30:00;39;4;37;43;13;9;0;2
2020-01-06 10:45:00;59;5;21;42;17;8;0;0
2020-01-06 11:00:00;50;8;25;51;30;7;0;1
2020-01-06 11:15:00;69;6;34;44;27;25;0;5
2020-01-06 11:30:00;78;8;38;67;25;2;0;0
2020-01-06 11:45:00;66;8;40;53;38;2;0;0
2020-01-06 12:00:00;58;6;29;54;43;6;0;0
2020-01-06 12:15:00;65;11;34;69;35;11;0;2
2020-01-06 12:30:00;76;9;48;54;25;16;0;0
2020-01-06 12:45:00;69;14;47;63;25;0;0;0
2020-01-06 13:00:00;82;16;53;75;45;1;0;0
2020-01-06 13:15:00;71;11;53;76;27;14;0;1
2020-01-06 13:30:00;83;5;49;73;30;11;0;0
2020-01-06 13:45:00;79;8;51;75;39;8;2;0
2020-01-06 14:00:00;97;10;51;87;51;20;0;2
2020-01-06 14:15:00;100;14;41;73;46;50;0;0
2020-01-06 14:30:00;105;9;41;79;48;19;0;0
2020-01-06 14:45:00;93;12;41;73;37;27;0;0
2020-01-06 15:00:00;79;11;43;85;51;15;0;3
2020-01-06 15:15:00;64;11;42;72;49;15;0;0
2020-01-06 15:30:00;71;11;48;74;91;25;0;0
2020-01-06 15:45:00;70;9;34;67;53;63;0;0
2020-01-06 16:00:00;75;7;20;82;71;15;0;1
2020-01-06 16:15:00;81;11;25;76;63;10;0;0
2020-01-06 16:30:00;63;9;22;74;55;3;0;0
2020-01-06 16:45:00;61;11;14;88;55;14;6;0
2020-01-06 17:00:00;60;7;15;74;44;1;0;0
2020-01-06 17:15:00;73;9;15;72;37;1;0;0
2020-01-06 17:30:00;62;5;11;68;12;4;0;0
2020-01-06 17:45:00;71;9;23;58;12;3;0;0
2020-01-06 18:00:00;52;7;12;66;8;1;0;0
2020-01-06 18:15:00;71;9;9;77;5;3;1;0
2020-01-06 18:30:00;66;3;16;60;9;0;0;0
2020-01-06 18:45:00;53;6;10;49;7;0;0;0
2020-01-06 19:00:00;34;5;8;46;5;0;0;0
2020-01-06 19:15:00;38;7;8;56;8;4;0;0
2020-01-06 19:30:00;35;6;10;52;7;2;0;0
2020-01-06 19:45:00;33;5;3;50;6;0;0;0
2020-01-06 20:00:00;32;4;8;69;3;1;0;0
2020-01-06 20:15:00;29;3;6;47;9;0;0;0
2020-01-06 20:30:00;27;3;6;33;3;2;0;0
2020-01-06 20:45:00;18;6;5;34;7;0;0;0
2020-01-06 21:00:00;14;0;4;46;3;0;0;0
2020-01-06 21:15:00;18;3;3;35;5;0;0;0
2020-01-06 21:30:00;28;3;3;42;5;0;0;0
2020-01-06 21:45:00;14;2;3;23;2;0;0;0
2020-01-06 22:00:00;16;4;2;28;2;0;0;0
2020-01-06 22:15:00;9;1;2;17;5;0;0;0
2020-01-06 22:30:00;16;2;4;20;5;0;0;0
2020-01-06 22:45:00;13;0;3;16;1;0;0;0
2020-01-06 23:00:00;7;4;0;11;2;0;0;0
2020-01-06 23:15:00;1;0;3;8;3;0;0;0
2020-01-06 23:30:00;3;2;2;8;2;0;0;0
2020-01-06 23:45:00;4;3;1;7;0;0;0;0
