DATUM;1(DA1);2(DA2RES);3(DB1);4(DC1);5(DC2RES);6(DD1);7(TAFBA);8(TAFGB);9(TAFBB);10(TAFBC);11(TAFGD);12(TAFBD);13(TAFGB2);14(TAFBB2)
2020-10-27 00:00:00;0;0;3;0;0;4;0;0;0;0;0;0;0;0
2020-10-27 00:15:00;1;0;2;1;2;10;0;0;0;0;0;0;0;0
2020-10-27 00:30:00;0;0;4;0;0;2;0;0;0;0;0;0;0;0
2020-10-27 00:45:00;0;0;3;1;1;1;0;0;0;0;0;0;0;0
2020-10-27 01:00:00;0;0;3;0;1;5;0;0;0;0;0;0;0;0
2020-10-27 01:15:00;0;0;0;1;1;1;0;0;0;0;0;0;0;0
2020-10-27 01:30:00;0;0;3;0;0;2;0;0;0;0;0;0;0;0
2020-10-27 01:45:00;0;0;2;0;0;0;0;0;0;0;0;0;0;0
2020-10-27 02:00:00;0;0;1;0;0;3;0;0;0;0;0;0;0;0
2020-10-27 02:15:00;0;0;3;0;0;7;0;0;0;0;0;0;0;0
2020-10-27 02:30:00;0;0;3;0;0;0;0;0;0;0;0;0;0;0
2020-10-27 02:45:00;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-10-27 03:00:00;0;0;2;0;0;2;0;0;0;0;0;0;0;0
2020-10-27 03:15:00;0;0;4;0;1;3;0;0;0;0;0;0;0;0
2020-10-27 03:30:00;0;0;0;1;1;3;0;0;0;0;0;0;0;0
2020-10-27 03:45:00;1;0;3;0;0;7;0;0;0;0;0;0;0;0
2020-10-27 04:00:00;0;0;4;0;0;6;0;0;0;0;0;0;0;0
2020-10-27 04:15:00;0;0;9;0;0;3;0;0;0;0;0;0;0;0
2020-10-27 04:30:00;0;0;13;0;1;3;0;0;0;0;0;0;0;0
2020-10-27 04:45:00;0;0;31;3;4;9;0;0;0;0;0;0;0;0
2020-10-27 05:00:00;0;0;75;1;2;12;0;0;0;0;0;0;0;0
2020-10-27 05:15:00;2;0;136;3;5;8;0;0;0;0;0;0;0;0
2020-10-27 05:30:00;0;0;156;4;4;22;0;0;0;0;0;0;0;0
2020-10-27 05:45:00;1;0;139;4;7;54;0;0;0;0;0;0;0;0
2020-10-27 06:00:00;0;0;118;0;0;70;0;0;0;0;0;0;0;0
2020-10-27 06:15:00;0;0;204;3;6;70;0;0;0;0;0;0;0;0
2020-10-27 06:30:00;2;0;239;11;11;61;0;0;0;0;2;0;0;0
2020-10-27 06:45:00;1;0;244;11;18;90;0;0;0;0;1;0;0;0
2020-10-27 07:00:00;1;0;219;15;18;54;0;0;0;0;0;0;0;0
2020-10-27 07:15:00;3;0;112;32;32;63;0;3;0;0;0;0;1;0
