DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DE1);10(DE2);11(DA4);12(TAA);13(TAFBA);14(TAFBB);15(TAC);16(TAFBC);17(TAFBD);18(TAFBE)
2020-11-03 00:00:00;4;3;2;2;3;6;2;0;0;0;0;0;0;0;0;0;0;0
2020-11-03 00:15:00;5;5;1;2;3;2;6;0;0;0;0;0;0;0;0;0;0;0
2020-11-03 00:30:00;0;5;7;0;2;2;3;0;0;0;0;0;0;0;0;0;0;0
2020-11-03 00:45:00;1;4;3;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0
2020-11-03 01:00:00;1;2;1;1;1;3;5;0;0;0;0;0;0;0;0;0;0;0
2020-11-03 01:15:00;0;2;1;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0
2020-11-03 01:30:00;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2020-11-03 01:45:00;4;6;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0
2020-11-03 02:00:00;2;1;2;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0
2020-11-03 02:15:00;0;1;1;2;3;1;1;0;0;0;0;0;0;0;0;0;0;0
2020-11-03 02:30:00;2;4;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
2020-11-03 02:45:00;4;2;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0
2020-11-03 03:00:00;0;0;0;1;2;2;3;0;0;0;0;0;0;0;0;0;0;0
2020-11-03 03:15:00;1;2;0;0;0;5;4;0;0;0;1;0;0;0;0;0;0;0
2020-11-03 03:30:00;1;2;1;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0
2020-11-03 03:45:00;1;3;7;1;2;1;3;0;0;0;0;0;0;0;0;0;0;0
2020-11-03 04:00:00;2;5;4;0;0;5;7;0;0;0;0;0;0;0;0;0;0;0
2020-11-03 04:15:00;2;5;0;1;1;4;3;1;0;0;1;0;0;0;0;0;0;0
2020-11-03 04:30:00;8;6;0;3;4;3;4;1;0;0;1;0;0;0;0;0;0;0
2020-11-03 04:45:00;20;20;5;6;8;3;5;1;0;0;0;0;0;0;0;0;0;0
2020-11-03 05:00:00;39;51;2;15;17;6;24;2;0;0;2;3;0;0;8;4;0;0
2020-11-03 05:15:00;72;135;9;31;44;9;36;4;0;0;8;7;1;0;35;0;0;0
2020-11-03 05:30:00;79;120;9;18;25;23;52;2;4;4;10;11;0;0;30;6;0;0
2020-11-03 05:45:00;66;77;18;23;25;71;123;1;4;2;7;26;12;0;37;2;0;0
2020-11-03 06:00:00;52;42;11;26;23;72;144;3;3;3;2;6;1;0;20;0;0;0
2020-11-03 06:15:00;41;39;9;25;6;29;70;0;7;4;1;0;0;0;7;0;0;0
