DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DC4);10(DD1);11(DD2);12(DD3);13(DD4)
2019-08-28 00:00:00;9;2;3;3;2;10;11;2;2;8;5;0;3
2019-08-28 00:15:00;10;6;2;4;1;11;7;6;3;10;9;2;2
2019-08-28 00:30:00;9;3;2;2;3;5;6;4;4;7;6;0;2
2019-08-28 00:45:00;5;0;1;1;4;11;8;5;2;7;5;0;1
2019-08-28 01:00:00;9;3;1;1;1;3;1;2;2;2;0;0;1
2019-08-28 01:15:00;6;0;2;2;3;7;12;2;1;3;3;0;2
2019-08-28 01:30:00;3;0;1;0;2;7;5;3;2;5;1;0;1
2019-08-28 01:45:00;0;1;1;0;1;7;7;1;1;4;3;0;1
2019-08-28 02:00:00;2;0;1;2;1;7;6;1;0;1;1;0;1
2019-08-28 02:15:00;5;0;1;4;5;9;7;0;2;3;1;0;0
2019-08-28 02:30:00;3;2;0;0;0;8;5;2;2;0;0;0;1
2019-08-28 02:45:00;2;1;1;2;1;9;3;2;2;3;3;1;1
2019-08-28 03:00:00;12;2;1;3;3;10;9;0;0;5;2;2;1
2019-08-28 03:15:00;5;1;2;1;2;6;10;3;2;2;2;0;2
2019-08-28 03:30:00;9;3;0;3;1;8;7;1;0;0;0;0;0
2019-08-28 03:45:00;8;2;0;1;0;6;4;1;1;2;1;0;0
2019-08-28 04:00:00;6;0;1;3;2;8;7;0;1;5;8;1;1
2019-08-28 04:15:00;6;1;1;3;3;12;10;2;1;1;1;0;1
2019-08-28 04:30:00;5;1;1;8;10;21;9;3;2;5;5;2;1
2019-08-28 04:45:00;15;3;0;2;7;30;22;6;2;1;0;1;0
2019-08-28 05:00:00;15;6;2;5;12;18;14;2;0;1;0;0;2
2019-08-28 05:15:00;24;11;1;14;14;31;30;9;5;6;2;0;1
2019-08-28 05:30:00;35;18;5;25;25;31;33;13;7;8;8;3;5
2019-08-28 05:45:00;35;26;5;20;28;55;48;19;9;11;10;4;5
2019-08-28 06:00:00;35;30;8;28;26;39;40;17;6;8;4;3;7
2019-08-28 06:15:00;59;40;7;24;25;67;79;28;17;21;9;2;8
2019-08-28 06:30:00;44;47;17;40;48;77;85;45;35;27;11;7;18
2019-08-28 06:45:00;47;46;10;67;46;97;116;70;65;56;11;5;7
2019-08-28 07:00:00;45;45;13;45;38;86;94;59;46;42;18;8;13
2019-08-28 07:15:00;57;56;17;66;32;86;88;63;46;48;16;5;17
2019-08-28 07:30:00;53;43;22;72;46;91;98;79;65;65;20;9;21
2019-08-28 07:45:00;51;60;15;106;42;101;123;97;67;74;42;13;14
2019-08-28 08:00:00;40;45;21;90;37;90;108;84;75;65;28;7;16
2019-08-28 08:15:00;48;41;12;74;51;87;114;88;88;85;37;10;13
2019-08-28 08:30:00;57;54;14;73;44;87;102;87;73;74;32;11;16
2019-08-28 08:45:00;54;42;16;63;41;95;100;89;69;82;38;12;16
2019-08-28 09:00:00;56;51;11;67;30;61;96;61;44;53;38;13;11
2019-08-28 09:15:00;80;62;15;75;40;89;90;77;57;73;44;14;15
2019-08-28 09:30:00;68;43;13;65;40;76;72;56;42;68;40;14;13
2019-08-28 09:45:00;68;62;28;50;38;88;87;61;53;88;57;17;26
2019-08-28 10:00:00;67;41;31;74;40;82;84;54;44;53;57;24;33
2019-08-28 10:15:00;67;57;19;75;37;92;86;60;41;75;73;23;21
2019-08-28 10:30:00;71;44;18;50;37;84;74;52;37;64;85;30;18
2019-08-28 10:45:00;72;61;15;73;44;81;93;46;41;84;80;20;15
2019-08-28 11:00:00;86;74;25;64;31;76;74;45;46;75;66;17;23
2019-08-28 11:15:00;68;56;16;64;34;86;94;57;37;90;78;23;17
2019-08-28 11:30:00;91;68;14;73;41;87;101;63;44;96;54;30;13
2019-08-28 11:45:00;87;79;31;60;35;87;92;52;52;103;75;29;32
2019-08-28 12:00:00;93;72;19;61;34;80;80;68;61;86;74;29;19
2019-08-28 12:15:00;82;70;25;64;28;77;68;62;48;94;78;36;25
