DATUM;1(TAFGA);2(MP0701);3(MP0702);4(MP0703);5(MP0704);6(MP0705);7(MP0706);8(MP0707);9(MP0708)
2020-06-08 00:00:00;0;0;0;0;0;0;0;0;0
2020-06-08 00:15:00;0;0;0;0;0;0;0;0;0
2020-06-08 00:30:00;0;0;0;0;0;0;0;0;0
2020-06-08 00:45:00;0;0;0;0;0;0;0;0;0
2020-06-08 01:00:00;0;0;0;0;0;0;0;0;0
2020-06-08 01:15:00;0;0;0;0;0;0;0;0;0
2020-06-08 01:30:00;0;0;0;0;0;0;0;0;0
2020-06-08 01:45:00;0;0;0;0;0;0;0;0;0
2020-06-08 02:00:00;0;0;0;0;0;0;0;0;0
2020-06-08 02:15:00;0;0;0;0;0;0;0;0;0
2020-06-08 02:30:00;0;0;0;0;0;0;0;0;0
2020-06-08 02:45:00;0;0;0;0;0;0;0;0;0
2020-06-08 03:00:00;0;0;0;0;0;0;0;0;0
2020-06-08 03:15:00;0;0;0;0;0;0;0;0;0
2020-06-08 03:30:00;0;0;0;0;0;0;0;0;0
2020-06-08 03:45:00;0;0;0;0;0;0;0;0;0
2020-06-08 04:00:00;0;0;0;0;0;0;0;0;0
2020-06-08 04:15:00;0;0;0;0;0;0;0;0;0
2020-06-08 04:30:00;0;0;0;0;0;0;0;0;0
2020-06-08 04:45:00;0;0;0;0;0;0;0;0;0
2020-06-08 05:00:00;0;0;0;0;0;0;0;0;0
2020-06-08 05:15:00;0;0;0;0;0;0;0;0;0
2020-06-08 05:30:00;0;0;0;0;0;0;0;0;0
2020-06-08 05:45:00;0;0;0;0;0;0;0;0;0
2020-06-08 06:00:00;0;0;0;0;0;0;0;0;0
2020-06-08 06:15:00;0;0;0;0;0;0;0;0;0
2020-06-08 06:30:00;0;0;0;0;0;0;0;0;0
2020-06-08 06:45:00;0;0;0;0;0;0;0;0;0
2020-06-08 07:00:00;3;0;0;0;0;0;0;0;0
2020-06-08 07:15:00;0;0;0;0;0;0;0;0;0
2020-06-08 07:30:00;5;0;0;0;0;0;0;0;0
2020-06-08 07:45:00;11;0;0;0;0;0;0;0;0
2020-06-08 08:00:00;1;0;0;0;0;0;0;0;0
2020-06-08 08:15:00;11;1;0;0;0;0;0;0;0
2020-06-08 08:30:00;6;3;0;0;0;0;0;0;0
2020-06-08 08:45:00;8;0;0;0;0;0;0;0;0
2020-06-08 09:00:00;3;0;0;0;0;0;0;0;0
2020-06-08 09:15:00;15;0;0;0;0;0;0;0;0
2020-06-08 09:30:00;14;0;0;0;0;0;0;0;0
2020-06-08 09:45:00;15;0;0;0;0;0;0;0;0
2020-06-08 10:00:00;10;0;0;0;0;0;0;0;0
2020-06-08 10:15:00;25;4;0;0;0;0;0;0;0
2020-06-08 10:30:00;5;8;0;0;0;0;0;0;0
2020-06-08 10:45:00;7;0;0;0;0;0;0;0;0
2020-06-08 11:00:00;8;0;0;0;0;0;0;0;0
2020-06-08 11:15:00;40;1;0;0;0;0;0;0;0
2020-06-08 11:30:00;32;0;0;0;0;0;0;0;0
2020-06-08 11:45:00;23;0;0;0;0;0;0;0;0
2020-06-08 12:00:00;6;0;0;0;0;0;0;0;0
2020-06-08 12:15:00;10;0;0;0;0;0;0;0;0
2020-06-08 12:30:00;5;0;0;0;0;0;0;0;0
2020-06-08 12:45:00;15;0;0;0;0;0;0;0;0
2020-06-08 13:00:00;5;0;0;0;0;0;0;0;0
2020-06-08 13:15:00;78;11;0;0;0;0;0;0;0
2020-06-08 13:30:00;87;11;0;0;0;0;0;0;0
2020-06-08 13:45:00;9;4;0;0;0;0;0;0;0
2020-06-08 14:00:00;3;2;0;0;0;0;0;0;0
2020-06-08 14:15:00;43;0;0;0;0;0;0;0;0
2020-06-08 14:30:00;7;0;0;0;0;0;0;0;0
2020-06-08 14:45:00;3;4;0;0;0;0;0;0;0
2020-06-08 15:00:00;14;0;0;0;0;0;0;0;0
2020-06-08 15:15:00;3;0;0;0;0;0;0;0;0
2020-06-08 15:30:00;11;11;0;0;0;0;0;0;0
2020-06-08 15:45:00;16;1;0;0;0;0;0;0;0
2020-06-08 16:00:00;2;0;0;0;0;0;0;0;0
2020-06-08 16:15:00;15;0;0;0;0;0;0;0;0
2020-06-08 16:30:00;0;0;0;0;0;0;0;0;0
2020-06-08 16:45:00;11;0;0;0;0;0;0;0;0
2020-06-08 17:00:00;9;0;0;0;0;0;0;0;0
2020-06-08 17:15:00;6;0;0;0;0;0;0;0;0
2020-06-08 17:30:00;3;0;0;0;0;0;0;0;0
2020-06-08 17:45:00;5;0;0;0;0;0;0;0;0
2020-06-08 18:00:00;4;0;0;0;0;0;0;0;0
2020-06-08 18:15:00;0;0;0;0;0;0;0;0;0
2020-06-08 18:30:00;4;0;0;0;0;0;0;0;0
2020-06-08 18:45:00;17;4;0;0;0;0;0;0;0
2020-06-08 19:00:00;0;0;0;0;0;0;0;0;0
2020-06-08 19:15:00;25;0;0;0;0;0;0;0;0
2020-06-08 19:30:00;15;0;0;0;0;0;0;0;0
2020-06-08 19:45:00;2;1;0;0;0;0;0;0;0
2020-06-08 20:00:00;0;0;0;0;0;0;0;0;0
2020-06-08 20:15:00;14;0;0;0;0;0;0;0;0
2020-06-08 20:30:00;4;0;0;0;0;0;0;0;0
2020-06-08 20:45:00;0;0;0;0;0;0;0;0;0
2020-06-08 21:00:00;1;0;0;0;0;0;0;0;0
2020-06-08 21:15:00;0;0;0;0;0;0;0;0;0
2020-06-08 21:30:00;0;0;0;0;0;0;0;0;0
2020-06-08 21:45:00;0;0;0;0;0;0;0;0;0
2020-06-08 22:00:00;0;0;0;0;0;0;0;0;0
2020-06-08 22:15:00;0;0;0;0;0;0;0;0;0
2020-06-08 22:30:00;0;0;0;0;0;0;0;0;0
2020-06-08 22:45:00;0;0;0;0;0;0;0;0;0
2020-06-08 23:00:00;0;0;0;0;0;0;0;0;0
2020-06-08 23:15:00;1;0;0;0;0;0;0;0;0
2020-06-08 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
