DATUM;1(DA1);2(DA2);3(DB1A);4(DB1B);5(DC1);6(DC2);7(DD2A);8(DD2B);9(DD1);10(DE1);11(DE2);12(DE3);13(DF1);14(DF2);15(DF3);16(TAFG1);17(TAFG2)
2020-06-05 00:00:00;6;8;0;0;10;7;2;2;0;1;6;7;11;17;11;0;0
2020-06-05 00:15:00;13;7;0;0;10;5;0;0;0;0;14;7;4;15;5;0;0
2020-06-05 00:30:00;8;3;0;0;10;7;1;1;0;0;6;3;7;17;8;0;0
2020-06-05 00:45:00;7;1;0;0;6;3;2;2;1;0;7;1;3;9;3;0;0
2020-06-05 01:00:00;0;3;0;0;10;6;0;0;0;0;0;3;6;16;7;0;0
2020-06-05 01:15:00;7;5;0;0;6;2;0;0;0;0;7;5;2;7;2;0;0
2020-06-05 01:30:00;7;1;0;0;8;1;0;0;0;0;7;1;1;7;1;0;0
2020-06-05 01:45:00;7;1;0;0;8;1;1;1;0;0;6;1;1;9;1;0;0
2020-06-05 02:00:00;8;3;0;0;3;0;0;0;0;0;8;3;0;3;0;0;0
2020-06-05 02:15:00;10;1;0;0;9;0;0;0;0;0;9;1;0;9;0;0;0
2020-06-05 02:30:00;15;1;0;0;3;4;2;2;0;0;15;1;3;6;4;0;0
2020-06-05 02:45:00;10;1;0;0;12;3;1;1;0;0;10;1;3;15;4;0;0
2020-06-05 03:00:00;9;3;0;0;7;2;3;2;1;1;10;4;3;10;3;0;0
2020-06-05 03:15:00;6;2;0;0;8;6;0;0;0;0;6;2;6;13;7;0;0
2020-06-05 03:30:00;10;3;0;0;9;0;0;0;0;0;9;3;0;8;0;0;0
2020-06-05 03:45:00;10;2;1;0;9;0;0;0;0;0;10;2;0;9;0;0;0
2020-06-05 04:00:00;6;3;0;0;8;4;0;0;0;0;6;2;4;12;4;0;0
2020-06-05 04:15:00;14;5;0;0;11;6;0;0;0;0;11;5;6;16;7;0;0
2020-06-05 04:30:00;23;6;1;0;17;3;1;1;0;0;22;4;2;19;2;0;0
2020-06-05 04:45:00;27;12;0;0;25;5;7;7;3;1;29;12;5;30;5;0;0
2020-06-05 05:00:00;33;14;1;1;50;22;1;1;4;0;28;15;23;67;23;0;0
2020-06-05 05:15:00;34;15;0;1;51;26;3;3;1;1;31;15;27;71;28;0;0
2020-06-05 05:30:00;53;25;0;0;50;25;4;4;5;2;49;27;24;71;24;0;0
2020-06-05 05:45:00;66;55;3;4;66;30;2;2;0;9;66;56;28;81;29;0;0
2020-06-05 06:00:00;63;55;4;0;63;34;3;4;1;1;59;53;31;92;32;0;0
2020-06-05 06:15:00;74;60;4;0;95;47;2;2;1;3;66;63;48;130;48;0;0
2020-06-05 06:30:00;109;98;0;1;94;63;6;7;0;1;92;105;64;137;63;0;0
2020-06-05 06:45:00;130;151;4;1;95;61;7;7;1;1;116;148;60;136;58;0;1
2020-06-05 07:00:00;111;89;0;0;78;58;7;7;5;1;101;89;59;125;60;0;0
2020-06-05 07:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
