DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(TAFGB);7(TAFBB);8(TAFBC);9(SKC)
2020-12-24 00:00:00;5;3;6;0;0;0;0;0;0
2020-12-24 00:15:00;7;4;7;0;0;0;0;0;0
2020-12-24 00:30:00;4;4;5;1;1;0;0;0;0
2020-12-24 00:45:00;5;2;3;0;0;0;0;0;0
2020-12-24 01:00:00;1;3;4;0;0;0;0;0;0
2020-12-24 01:15:00;2;2;4;0;0;0;0;0;0
2020-12-24 01:30:00;1;2;3;0;0;0;0;0;0
2020-12-24 01:45:00;2;3;5;0;0;0;0;0;0
2020-12-24 02:00:00;2;3;3;0;0;0;0;0;0
2020-12-24 02:15:00;4;2;4;0;0;0;0;0;0
2020-12-24 02:30:00;1;1;3;0;0;0;0;0;0
2020-12-24 02:45:00;3;3;7;0;0;0;0;0;0
2020-12-24 03:00:00;5;5;3;2;2;0;0;0;0
2020-12-24 03:15:00;5;5;3;0;0;0;0;0;0
2020-12-24 03:30:00;5;0;4;0;0;0;0;0;0
2020-12-24 03:45:00;5;2;7;0;0;0;0;0;0
2020-12-24 04:00:00;3;3;2;0;0;0;0;0;0
2020-12-24 04:15:00;2;3;12;0;0;0;0;0;0
2020-12-24 04:30:00;6;3;11;0;0;0;0;0;0
2020-12-24 04:45:00;8;8;19;0;0;0;0;0;0
2020-12-24 05:00:00;15;3;20;0;0;0;0;0;0
2020-12-24 05:15:00;19;3;21;0;0;0;0;0;0
2020-12-24 05:30:00;15;2;32;0;0;0;0;0;0
2020-12-24 05:45:00;13;6;45;0;0;0;0;0;0
2020-12-24 06:00:00;21;8;22;0;0;0;0;0;0
2020-12-24 06:15:00;15;7;33;0;0;0;0;0;0
2020-12-24 06:30:00;18;8;32;1;1;0;0;0;0
2020-12-24 06:45:00;19;9;58;0;0;0;0;0;0
2020-12-24 07:00:00;21;7;68;0;0;0;0;0;0
2020-12-24 07:15:00;37;16;59;2;1;0;0;0;0
2020-12-24 07:30:00;47;21;76;1;2;1;0;0;0
2020-12-24 07:45:00;43;28;91;1;1;0;0;0;0
2020-12-24 08:00:00;50;24;75;0;0;0;0;0;0
2020-12-24 08:15:00;50;28;88;1;1;0;0;0;0
2020-12-24 08:30:00;47;36;83;2;2;0;0;0;0
2020-12-24 08:45:00;48;33;98;0;0;2;0;0;0
2020-12-24 09:00:00;72;35;130;0;0;2;0;0;0
2020-12-24 09:15:00;89;38;112;2;2;1;0;0;0
2020-12-24 09:30:00;83;48;135;2;2;1;0;0;0
