DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DB4);7(DC1);8(DC2);9(DC3);10(DD1);11(DD2);12(TAFGA);13(TAFBA);14(TAFBB);15(TAFGC);16(TAFBC);17(TAFBDRES)
2020-04-11 00:00:00;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
2020-04-11 00:15:00;0;0;2;0;2;0;2;2;2;0;0;0;0;0;0;0;0
2020-04-11 00:30:00;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-11 00:45:00;0;0;0;0;0;2;1;1;2;0;0;0;0;0;0;0;0
2020-04-11 01:00:00;1;2;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0
2020-04-11 01:15:00;0;1;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0
2020-04-11 01:30:00;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
2020-04-11 01:45:00;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
2020-04-11 02:00:00;2;3;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0
2020-04-11 02:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-11 02:30:00;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-11 02:45:00;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
2020-04-11 03:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-11 03:15:00;0;0;1;0;1;0;0;0;0;2;2;0;0;0;0;0;0
2020-04-11 03:30:00;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-11 03:45:00;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-11 04:00:00;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-11 04:15:00;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
2020-04-11 04:30:00;1;2;0;0;0;0;2;2;2;0;0;0;0;0;0;0;0
2020-04-11 04:45:00;0;0;0;0;0;0;1;2;2;0;0;0;0;0;0;0;0
2020-04-11 05:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-11 05:15:00;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0
2020-04-11 05:30:00;4;4;0;0;0;0;5;3;5;0;0;0;0;0;0;0;0
2020-04-11 05:45:00;2;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
2020-04-11 06:00:00;4;3;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
2020-04-11 06:15:00;1;3;0;0;0;0;3;4;4;0;0;0;0;0;0;0;0
2020-04-11 06:30:00;4;0;0;0;0;0;3;5;5;0;0;0;0;0;0;0;0
2020-04-11 06:45:00;4;1;0;1;0;1;8;8;9;0;0;0;0;0;0;0;0
2020-04-11 07:00:00;3;4;1;1;1;0;4;3;4;0;0;0;0;0;0;0;0
2020-04-11 07:15:00;6;11;2;2;3;1;2;3;3;0;0;0;0;0;0;0;0
2020-04-11 07:30:00;8;13;4;4;7;2;3;6;6;0;0;0;0;0;0;0;0
2020-04-11 07:45:00;10;22;7;5;3;4;12;12;12;0;0;0;0;0;0;0;0
2020-04-11 08:00:00;9;25;5;4;3;4;14;11;16;0;0;1;0;0;0;0;0
2020-04-11 08:15:00;11;26;11;13;4;3;16;13;17;1;1;0;0;0;0;0;0
