DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DE1);9(DE2);10(DE3);11(DF1);12(DG1)
2020-06-27 00:00:00;24;8;7;13;1;1;25;13;19;2;1;5
2020-06-27 00:15:00;34;13;8;13;0;0;33;16;17;1;0;7
2020-06-27 00:30:00;27;13;4;13;0;0;30;16;20;1;0;1
2020-06-27 00:45:00;30;17;3;6;0;0;31;13;20;0;0;3
2020-06-27 01:00:00;23;10;4;15;0;0;26;23;23;5;0;1
2020-06-27 01:15:00;15;3;2;3;0;0;15;17;21;1;0;0
2020-06-27 01:30:00;20;13;1;5;0;0;22;11;8;1;0;2
2020-06-27 01:45:00;18;7;4;7;0;0;19;7;11;2;0;4
2020-06-27 02:00:00;18;7;0;2;0;0;18;4;7;0;0;1
2020-06-27 02:15:00;11;6;2;4;0;0;11;7;8;1;0;1
2020-06-27 02:30:00;16;14;3;3;0;0;17;8;11;0;0;0
2020-06-27 02:45:00;7;7;3;2;0;0;12;7;9;0;0;0
2020-06-27 03:00:00;8;6;0;5;0;0;7;4;8;1;0;0
2020-06-27 03:15:00;10;5;0;3;0;0;10;7;11;1;0;0
2020-06-27 03:30:00;8;6;0;1;0;0;10;3;1;0;0;0
2020-06-27 03:45:00;8;5;1;5;0;0;8;6;6;0;0;0
2020-06-27 04:00:00;14;4;1;1;0;0;14;6;2;1;0;0
2020-06-27 04:15:00;13;5;2;2;0;0;13;8;6;0;0;1
2020-06-27 04:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-27 04:45:00;19;8;1;0;0;0;22;7;3;0;0;1
2020-06-27 05:00:00;18;8;3;2;0;0;18;9;8;0;0;1
2020-06-27 05:15:00;23;8;1;1;0;0;23;10;15;0;0;2
2020-06-27 05:30:00;32;10;7;5;0;0;31;28;33;0;0;2
2020-06-27 05:45:00;70;21;3;1;0;0;67;14;26;0;0;2
2020-06-27 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-27 06:15:00;106;23;4;5;1;6;103;27;19;0;0;1
2020-06-27 06:30:00;45;18;5;2;9;12;48;26;27;0;0;1
2020-06-27 06:45:00;47;14;7;11;11;16;42;19;18;1;1;2
2020-06-27 07:00:00;44;20;8;10;14;16;52;22;16;0;1;2
2020-06-27 07:15:00;64;29;9;9;18;15;72;34;26;0;1;1
2020-06-27 07:30:00;65;27;16;7;34;25;75;38;27;0;1;3
2020-06-27 07:45:00;81;22;25;16;44;50;84;49;53;0;0;5
2020-06-27 08:00:00;82;29;13;13;40;41;99;34;37;2;2;4
2020-06-27 08:15:00;76;22;23;13;26;44;67;30;46;3;2;4
2020-06-27 08:30:00;83;13;25;22;39;45;85;52;60;3;0;9
2020-06-27 08:45:00;121;38;32;17;43;94;139;73;86;1;1;9
2020-06-27 09:00:00;107;33;21;27;55;67;114;64;81;3;1;8
2020-06-27 09:15:00;131;19;26;39;62;76;127;61;83;2;3;12
2020-06-27 09:30:00;161;38;29;24;56;91;169;70;94;2;3;5
2020-06-27 09:45:00;158;32;38;38;78;87;178;86;109;1;3;5
2020-06-27 10:00:00;161;23;30;33;68;104;162;80;107;1;0;8
2020-06-27 10:15:00;155;28;29;28;71;99;172;75;109;2;0;7
2020-06-27 10:30:00;182;34;33;31;79;108;207;78;106;4;5;10
2020-06-27 10:45:00;174;36;39;36;98;98;198;84;126;3;2;10
2020-06-27 11:00:00;182;31;42;47;84;111;198;102;119;1;6;6
2020-06-27 11:15:00;180;39;37;43;85;91;199;101;116;2;4;8
2020-06-27 11:30:00;188;41;35;28;66;90;205;77;116;1;4;18
2020-06-27 12:00:00;198;38;34;49;85;82;214;97;146;1;1;7
2020-06-27 12:15:00;192;36;42;46;69;67;203;82;123;1;5;6
2020-06-27 12:30:00;176;41;36;30;76;58;183;101;112;2;7;16
2020-06-27 12:45:00;194;37;48;46;68;61;214;109;131;3;2;14
2020-06-27 13:00:00;196;25;32;50;61;58;202;84;117;3;3;20
2020-06-27 13:15:00;230;26;48;36;64;52;238;107;101;1;1;9
2020-06-27 13:30:00;195;45;38;48;66;54;213;98;115;1;3;8
2020-06-27 13:45:00;198;37;30;37;71;50;213;88;140;1;5;10
2020-06-27 14:00:00;200;38;27;49;63;46;216;88;110;0;2;13
2020-06-27 14:15:00;213;29;26;54;59;47;229;99;122;0;3;19
2020-06-27 14:30:00;218;41;31;37;72;42;231;90;119;2;0;11
2020-06-27 14:45:00;202;33;32;39;66;55;218;86;128;1;3;13
2020-06-27 15:00:00;213;30;40;42;59;42;225;82;113;0;0;8
2020-06-27 15:15:00;190;23;26;42;66;56;202;82;120;2;1;14
2020-06-27 15:30:00;172;38;27;27;70;116;187;83;115;2;1;7
2020-06-27 15:45:00;180;24;32;43;72;113;186;93;121;2;1;16
2020-06-27 16:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-27 16:15:00;204;33;29;42;31;15;215;78;92;1;1;3
2020-06-27 16:30:00;195;35;33;38;33;22;187;89;99;1;0;7
2020-06-27 16:45:00;197;37;22;25;52;25;205;71;100;1;0;15
2020-06-27 17:00:00;189;42;20;44;48;22;207;109;106;0;0;12
2020-06-27 17:15:00;193;32;33;34;52;29;208;134;100;4;1;9
2020-06-27 17:30:00;151;39;29;18;63;26;164;125;113;1;2;8
2020-06-27 17:45:00;210;20;24;42;47;43;205;77;124;0;1;21
2020-06-27 18:00:00;180;36;27;30;75;48;175;80;128;2;1;10
2020-06-27 18:15:00;190;38;25;37;48;43;208;74;119;1;0;9
2020-06-27 18:30:00;183;33;20;30;61;71;147;80;114;2;1;13
2020-06-27 18:45:00;202;30;24;47;97;86;227;87;116;2;4;7
