DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(TAFGA);9(TAFGC)
2020-02-06 00:00:00;0;2;5;4;1;0;7;0;0
2020-02-06 00:15:00;1;5;7;0;0;1;6;0;0
2020-02-06 00:30:00;1;6;7;0;0;0;9;0;0
2020-02-06 00:45:00;0;0;2;2;0;0;7;0;0
2020-02-06 01:00:00;0;2;2;2;0;0;0;0;0
2020-02-06 01:15:00;0;1;1;0;0;0;3;0;0
2020-02-06 01:30:00;0;0;1;0;0;0;2;0;0
2020-02-06 01:45:00;0;0;2;1;0;0;3;0;0
2020-02-06 02:00:00;0;2;2;0;0;0;2;0;0
2020-02-06 02:15:00;1;3;4;0;0;0;2;0;0
2020-02-06 02:30:00;1;2;2;0;0;0;1;0;0
2020-02-06 02:45:00;1;3;4;0;0;0;1;0;0
2020-02-06 03:00:00;0;2;2;0;0;0;3;0;0
2020-02-06 03:15:00;0;4;4;0;0;0;4;0;0
2020-02-06 03:30:00;2;0;2;0;0;1;5;0;0
2020-02-06 03:45:00;1;1;2;1;1;1;1;0;0
2020-02-06 04:00:00;1;2;4;1;0;0;2;0;0
2020-02-06 04:15:00;3;4;5;0;0;0;3;0;0
2020-02-06 04:30:00;2;3;6;2;0;0;6;0;0
2020-02-06 04:45:00;2;11;10;3;1;1;13;0;0
2020-02-06 05:00:00;6;8;16;7;3;2;36;1;1
2020-02-06 05:15:00;11;25;35;3;3;8;62;0;0
2020-02-06 05:30:00;13;23;51;5;4;8;88;0;0
2020-02-06 05:45:00;27;31;53;24;10;19;78;0;0
2020-02-06 06:00:00;30;32;53;20;4;10;45;0;0
2020-02-06 06:15:00;34;43;58;31;17;22;58;0;0
2020-02-06 06:30:00;31;49;72;39;37;57;101;0;15
2020-02-06 06:45:00;53;43;86;25;18;53;124;2;0
2020-02-06 07:00:00;56;55;101;27;23;34;125;6;0
2020-02-06 07:15:00;55;43;84;31;13;17;109;0;0
2020-02-06 07:30:00;89;61;100;30;11;18;129;5;14
2020-02-06 07:45:00;82;68;93;33;22;45;173;6;16
2020-02-06 08:00:00;54;55;86;26;18;39;125;4;4
2020-02-06 08:15:00;52;61;106;19;9;21;104;0;0
2020-02-06 08:30:00;44;41;81;23;12;19;100;3;6
2020-02-06 08:45:00;45;42;79;22;18;20;84;2;0
2020-02-06 09:00:00;41;35;69;16;8;6;57;0;0
2020-02-06 09:15:00;38;45;61;23;8;4;66;0;3
2020-02-06 09:30:00;41;47;68;14;6;7;60;1;4
2020-02-06 09:45:00;25;44;68;20;10;4;58;4;0
2020-02-06 10:00:00;31;50;72;12;4;2;64;3;2
2020-02-06 10:15:00;32;62;58;17;10;10;75;2;2
2020-02-06 10:30:00;2;62;58;17;11;8;63;3;18
2020-02-06 10:45:00;16;80;85;36;10;7;75;0;5
2020-02-06 11:00:00;17;55;59;16;6;5;59;18;7
2020-02-06 11:15:00;38;44;60;21;10;4;74;0;6
2020-02-06 11:30:00;42;60;84;23;6;6;78;3;3
2020-02-06 11:45:00;40;64;85;13;8;5;76;3;6
2020-02-06 12:00:00;38;58;91;20;12;7;77;2;22
2020-02-06 12:15:00;49;55;99;20;9;9;84;20;10
2020-02-06 12:30:00;42;63;84;22;9;5;80;5;7
2020-02-06 12:45:00;37;47;76;21;9;10;88;6;6
2020-02-06 13:00:00;41;55;75;21;11;4;100;1;30
2020-02-06 13:15:00;44;57;87;18;9;15;105;4;29
2020-02-06 13:30:00;43;51;81;15;9;6;120;2;21
2020-02-06 13:45:00;38;60;90;18;10;7;83;2;4
2020-02-06 14:00:00;59;70;97;30;13;8;72;6;4
2020-02-06 14:15:00;78;87;122;30;8;9;71;4;3
2020-02-06 14:30:00;108;123;178;40;14;8;107;3;11
2020-02-06 14:45:00;81;81;120;37;8;8;74;13;21
2020-02-06 15:00:00;50;67;102;48;12;4;83;4;10
2020-02-06 15:15:00;71;92;131;53;12;2;99;9;12
2020-02-06 15:30:00;86;71;127;42;8;3;82;14;2
2020-02-06 15:45:00;69;102;136;56;10;6;108;8;6
2020-02-06 16:00:00;83;99;149;45;13;9;122;11;5
2020-02-06 16:15:00;88;103;140;44;12;8;108;4;2
2020-02-06 16:30:00;95;97;135;44;10;4;116;4;1
2020-02-06 16:45:00;84;94;131;47;11;5;106;10;3
2020-02-06 17:00:00;77;101;175;63;12;3;97;5;13
2020-02-06 17:15:00;86;86;124;48;8;5;86;9;0
2020-02-06 17:30:00;71;84;111;38;10;6;100;8;16
2020-02-06 17:45:00;66;73;104;34;9;6;92;0;0
2020-02-06 18:00:00;54;79;99;23;8;4;92;0;31
2020-02-06 18:15:00;42;57;110;28;11;6;86;3;1
2020-02-06 18:30:00;30;38;65;34;13;8;64;0;1
2020-02-06 18:45:00;50;45;78;23;8;0;70;4;1
2020-02-06 19:00:00;38;40;59;9;5;2;55;0;1
2020-02-06 19:15:00;22;33;50;16;12;9;67;0;6
2020-02-06 19:30:00;25;41;55;10;7;4;46;1;1
2020-02-06 19:45:00;18;32;39;4;3;7;49;0;0
2020-02-06 20:00:00;18;38;46;12;6;4;57;0;6
2020-02-06 20:15:00;18;41;47;7;2;5;35;0;1
2020-02-06 20:30:00;17;22;35;2;2;2;24;0;10
2020-02-06 20:45:00;9;16;31;4;5;1;50;0;12
2020-02-06 21:00:00;19;18;37;13;11;4;33;0;0
2020-02-06 21:15:00;13;21;33;8;8;4;41;1;0
2020-02-06 21:30:00;14;32;41;13;10;4;46;0;0
2020-02-06 21:45:00;23;36;49;12;8;2;24;0;0
2020-02-06 22:00:00;29;30;50;14;8;4;21;0;0
2020-02-06 22:15:00;21;29;44;8;5;5;21;0;0
2020-02-06 22:30:00;7;17;23;6;5;2;25;0;0
2020-02-06 22:45:00;9;9;15;2;2;1;17;0;0
2020-02-06 23:00:00;4;20;25;1;0;1;13;7;0
2020-02-06 23:15:00;4;11;14;1;0;0;12;0;0
2020-02-06 23:30:00;3;7;9;2;1;0;8;0;0
2020-02-06 23:45:00;1;8;8;3;1;1;11;0;0
