DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(TAAC);22(TARDB);23(TARDD)
2020-08-29 00:00:00;6;2;0;13;2;0;0;0
2020-08-29 00:15:00;16;2;2;20;3;0;0;0
2020-08-29 00:30:00;10;2;3;11;2;0;0;0
2020-08-29 00:45:00;9;1;0;7;0;0;0;0
2020-08-29 01:00:00;9;0;1;13;3;0;0;0
2020-08-29 01:15:00;4;0;0;10;5;0;0;0
2020-08-29 01:30:00;6;1;2;7;1;0;0;0
2020-08-29 01:45:00;4;1;0;9;0;0;0;0
2020-08-29 02:00:00;2;0;1;3;0;0;0;0
2020-08-29 02:15:00;8;2;0;5;0;0;0;1
2020-08-29 02:30:00;1;4;2;7;1;0;0;0
2020-08-29 02:45:00;2;1;1;3;3;0;0;0
2020-08-29 03:00:00;5;0;1;6;0;0;0;0
2020-08-29 03:15:00;2;2;0;2;0;0;0;0
2020-08-29 03:30:00;5;1;0;8;0;0;0;0
2020-08-29 03:45:00;1;1;0;4;0;0;0;0
2020-08-29 04:00:00;2;0;1;1;1;0;0;0
2020-08-29 04:15:00;3;0;0;5;1;0;0;0
2020-08-29 04:30:00;4;2;0;3;1;0;0;0
2020-08-29 04:45:00;4;2;1;3;0;0;0;0
2020-08-29 05:00:00;7;2;1;3;2;0;0;0
2020-08-29 05:15:00;5;1;0;7;0;0;0;0
2020-08-29 05:30:00;9;2;2;16;1;0;0;0
2020-08-29 05:45:00;9;0;1;16;1;0;0;0
2020-08-29 06:00:00;12;3;6;9;0;0;0;0
2020-08-29 06:15:00;10;2;6;11;2;0;0;0
2020-08-29 06:30:00;27;5;4;16;3;0;0;0
2020-08-29 06:45:00;18;2;3;14;4;0;0;0
2020-08-29 07:00:00;24;3;6;9;4;2;0;0
2020-08-29 07:15:00;24;5;3;10;2;0;0;0
2020-08-29 07:30:00;26;5;12;14;5;0;0;0
2020-08-29 07:45:00;32;6;8;24;7;3;0;0
2020-08-29 08:00:00;35;8;11;26;8;1;0;0
2020-08-29 08:15:00;29;8;12;21;10;6;0;0
2020-08-29 08:30:00;58;15;22;45;8;2;0;0
2020-08-29 08:45:00;59;10;24;33;8;1;0;0
2020-08-29 09:00:00;56;10;22;39;13;3;0;0
2020-08-29 09:15:00;64;13;18;48;19;4;0;0
2020-08-29 09:30:00;78;12;26;53;19;3;0;0
2020-08-29 09:45:00;63;18;38;51;28;2;0;0
2020-08-29 10:00:00;71;11;30;55;17;13;0;0
2020-08-29 10:15:00;87;19;37;66;22;1;0;0
2020-08-29 10:30:00;75;12;45;51;25;5;0;0
2020-08-29 10:45:00;78;12;46;69;26;9;0;0
2020-08-29 11:00:00;93;21;36;67;21;8;0;3
2020-08-29 11:15:00;83;18;51;74;28;7;0;0
2020-08-29 11:30:00;86;15;49;74;29;5;1;0
2020-08-29 11:45:00;92;13;31;83;20;5;0;0
2020-08-29 12:00:00;77;23;37;90;28;4;0;0
2020-08-29 12:15:00;80;9;39;73;16;12;0;0
2020-08-29 12:30:00;69;13;41;102;12;4;0;0
2020-08-29 12:45:00;92;16;54;89;19;6;0;0
2020-08-29 13:00:00;69;20;43;82;23;12;0;1
2020-08-29 13:15:00;71;22;30;96;19;3;0;0
2020-08-29 13:30:00;69;12;36;77;21;2;0;0
2020-08-29 13:45:00;79;10;47;108;23;2;0;0
2020-08-29 14:00:00;76;19;49;103;25;3;0;0
2020-08-29 14:15:00;82;13;47;103;30;6;0;0
2020-08-29 14:30:00;81;19;37;83;39;9;0;1
2020-08-29 14:45:00;66;15;42;111;41;17;0;0
2020-08-29 15:00:00;84;14;40;88;55;7;0;0
2020-08-29 15:15:00;75;14;47;87;48;2;0;0
2020-08-29 15:30:00;84;19;42;88;62;0;0;0
2020-08-29 15:45:00;72;9;40;97;33;0;0;1
2020-08-29 16:00:00;91;14;40;73;20;4;0;0
2020-08-29 16:15:00;70;13;34;102;25;11;0;0
2020-08-29 16:30:00;76;14;37;90;12;3;0;0
2020-08-29 16:45:00;79;12;40;69;12;5;0;0
2020-08-29 17:00:00;81;19;31;75;16;11;0;0
2020-08-29 17:15:00;78;14;43;68;18;4;0;0
2020-08-29 17:30:00;76;17;35;85;20;10;0;0
2020-08-29 17:45:00;107;13;43;81;11;0;0;0
2020-08-29 18:00:00;61;11;38;56;17;0;0;0
2020-08-29 18:15:00;57;16;30;60;17;2;0;0
2020-08-29 18:30:00;56;9;32;66;18;2;0;0
2020-08-29 18:45:00;35;12;36;49;17;7;0;0
2020-08-29 19:00:00;47;13;30;49;15;1;0;0
2020-08-29 19:15:00;37;8;23;49;11;2;0;1
2020-08-29 19:30:00;39;13;19;52;13;0;0;0
2020-08-29 19:45:00;46;9;25;46;7;5;0;0
2020-08-29 20:00:00;47;8;8;41;13;1;0;0
2020-08-29 20:15:00;31;7;15;44;7;0;0;0
2020-08-29 20:30:00;19;4;5;44;8;0;0;0
2020-08-29 20:45:00;29;6;9;43;6;0;0;1
2020-08-29 21:00:00;24;7;10;36;4;0;0;0
2020-08-29 21:15:00;20;5;2;30;5;0;0;0
2020-08-29 21:30:00;22;3;7;31;4;0;0;0
2020-08-29 21:45:00;15;4;5;27;5;0;0;0
2020-08-29 22:00:00;19;2;6;30;8;0;0;0
2020-08-29 22:15:00;17;3;3;29;3;0;0;0
2020-08-29 22:30:00;14;4;9;24;2;0;0;0
2020-08-29 22:45:00;18;3;6;22;6;0;0;0
2020-08-29 23:00:00;17;2;9;21;7;0;0;0
2020-08-29 23:15:00;17;2;4;24;4;0;0;0
2020-08-29 23:30:00;10;2;2;18;11;0;0;0
2020-08-29 23:45:00;10;3;4;21;1;0;0;0
