DATUM;1(DA1);2(DA2);3(DB1A);4(DB1B);5(DC1);6(DC2);7(DD2A);8(DD2B);9(DD1);10(DE1);11(DE2);12(DE3);13(DF1);14(DF2);15(DF3);16(TAFG1);17(TAFG2)
2020-03-06 00:00:00;9;5;0;0;8;3;0;0;0;0;9;5;3;11;3;0;0
2020-03-06 00:15:00;12;2;0;0;6;4;2;2;0;0;11;2;4;9;4;0;0
2020-03-06 00:30:00;3;3;1;0;12;3;1;2;0;0;3;3;3;15;3;0;0
2020-03-06 00:45:00;8;5;0;0;9;1;1;1;0;0;7;6;0;9;1;0;0
2020-03-06 01:00:00;10;5;0;0;11;1;2;2;0;0;9;4;1;12;1;0;0
2020-03-06 01:15:00;9;2;0;0;2;1;1;1;0;0;10;2;1;3;1;0;0
2020-03-06 01:30:00;7;0;0;0;5;1;0;0;0;0;7;0;1;6;1;0;0
2020-03-06 01:45:00;9;1;0;0;7;0;2;2;0;0;8;1;0;7;0;0;0
2020-03-06 02:00:00;4;1;0;0;5;0;2;2;0;0;6;1;0;5;1;0;0
2020-03-06 02:15:00;11;3;0;0;6;2;1;1;0;0;11;3;1;8;1;0;0
2020-03-06 02:30:00;9;3;0;0;6;0;2;2;0;0;8;2;0;5;0;0;0
2020-03-06 02:45:00;11;2;0;0;8;2;1;1;0;0;10;2;2;10;2;0;0
2020-03-06 03:00:00;6;1;1;1;8;3;1;1;0;1;6;1;3;10;3;0;0
2020-03-06 03:15:00;6;1;0;0;8;2;1;1;0;0;5;1;2;10;2;0;0
2020-03-06 03:30:00;4;3;0;0;6;1;1;1;0;0;5;3;1;7;1;0;0
2020-03-06 03:45:00;3;3;0;0;9;2;0;0;0;0;3;3;2;11;2;0;0
2020-03-06 04:00:00;14;4;0;0;7;2;0;0;0;0;12;5;2;9;3;0;0
2020-03-06 04:15:00;18;0;1;0;15;3;1;1;0;0;15;0;2;15;2;0;0
2020-03-06 04:30:00;25;7;1;1;12;1;2;2;0;1;24;6;2;12;2;0;0
2020-03-06 04:45:00;23;11;0;0;21;5;4;4;0;1;20;11;5;26;5;0;0
2020-03-06 05:00:00;26;14;1;0;35;10;4;4;0;2;20;15;9;44;10;0;0
2020-03-06 05:15:00;42;27;1;0;39;15;2;2;0;1;36;27;14;53;15;0;0
2020-03-06 05:30:00;62;37;1;0;59;35;2;2;0;0;59;37;31;84;32;0;0
2020-03-06 05:45:00;79;62;3;2;56;35;3;3;0;9;73;63;30;78;30;0;0
2020-03-06 06:00:00;75;47;2;0;58;39;7;7;0;0;67;51;37;85;39;0;0
2020-03-06 06:15:00;86;72;0;0;79;43;4;6;0;2;75;71;38;109;39;0;0
2020-03-06 06:30:00;41;38;1;0;38;20;0;1;0;0;38;37;20;52;20;0;0
2020-03-06 06:45:00;138;171;4;3;89;65;16;18;0;4;122;170;75;126;72;0;1
2020-03-06 07:00:00;113;152;3;1;117;89;16;17;1;2;97;166;91;177;90;0;2
2020-03-06 07:15:00;140;177;2;2;121;80;11;11;6;2;120;178;78;181;77;0;0
2020-03-06 07:30:00;152;209;2;0;115;71;11;12;9;1;120;210;71;173;69;0;2
2020-03-06 07:45:00;192;261;3;1;130;71;23;25;8;4;168;264;75;167;72;0;3
2020-03-06 08:00:00;130;216;2;1;105;80;14;16;3;5;121;216;79;164;81;0;0
2020-03-06 08:15:00;142;181;4;1;84;69;16;16;6;6;116;187;68;139;68;0;0
2020-03-06 08:30:00;100;157;1;3;97;58;11;12;7;3;92;162;54;144;57;0;0
2020-03-06 08:45:00;113;163;4;2;88;73;7;7;4;8;96;172;77;150;79;0;5
2020-03-06 09:00:00;103;120;2;0;88;70;11;12;7;1;90;126;76;138;73;0;0
2020-03-06 09:15:00;103;107;5;2;93;74;14;14;13;4;87;107;71;150;71;0;1
2020-03-06 09:30:00;122;137;0;1;93;77;9;9;8;2;110;143;81;158;81;0;0
2020-03-06 09:45:00;102;124;3;1;109;73;11;12;9;2;96;130;74;156;71;0;2
2020-03-06 10:00:00;126;117;1;3;111;63;22;21;12;4;118;118;65;158;65;0;0
2020-03-06 10:15:00;107;111;2;2;115;76;19;18;10;2;98;118;85;171;81;0;0
2020-03-06 10:30:00;123;128;4;1;113;79;16;17;8;4;117;128;79;167;77;0;0
2020-03-06 10:45:00;109;114;2;3;129;87;19;20;3;3;98;118;93;193;95;0;0
2020-03-06 11:00:00;120;121;2;2;137;75;17;17;10;2;105;127;76;193;78;6;0
2020-03-06 11:15:00;104;112;2;1;121;84;19;19;9;5;100;120;86;178;87;0;2
2020-03-06 11:30:00;120;123;1;0;164;85;16;16;8;2;105;132;90;227;87;1;1
2020-03-06 11:45:00;119;122;4;2;147;101;18;18;6;2;102;130;97;220;98;0;3
2020-03-06 12:00:00;123;136;2;2;157;106;33;33;23;3;113;143;109;237;111;11;5
2020-03-06 12:15:00;130;139;5;1;151;109;33;33;13;4;108;147;108;229;107;5;4
2020-03-06 12:30:00;145;150;0;0;152;120;19;19;18;1;144;154;118;245;122;4;0
2020-03-06 12:45:00;116;159;4;1;162;120;22;22;17;3;106;146;120;243;122;1;7
2020-03-06 13:00:00;103;177;4;1;176;99;34;33;16;5;105;173;103;246;101;1;2
2020-03-06 13:15:00;118;169;4;1;153;97;30;32;15;2;121;157;107;227;108;0;1
2020-03-06 13:30:00;141;156;2;0;168;116;22;23;15;2;131;154;113;252;114;3;1
2020-03-06 13:45:00;128;145;2;2;153;110;30;30;13;6;108;150;109;228;114;0;2
2020-03-06 14:00:00;118;147;2;2;188;127;26;26;14;3;101;150;125;273;129;4;10
2020-03-06 14:15:00;145;148;2;2;182;127;36;36;12;1;137;146;141;271;141;1;0
